Movie_ID,Oscar_Award_ID,GG_Award_ID
508,OWA0053,GG005
508,OWA0053,GG006
508,OWA0020,GG004
508,OWA0020,GG005
508,OWA0020,GG006
508,OWA0060,GG004
508,OWA0060,GG005
508,OWA0060,GG006
508,OWA0057,GG004
508,OWA0057,GG005
508,OWA0057,GG006
509,,
510,,
511,,
512,OWA0080,
512,OWA0004,
513,,GG010
514,,
515,OWA0053,
516,,
517,,GG010
518,,
519,,
520,,
521,,
522,,
523,OWA0078,
524,,
525,,
526,,
527,,
528,,
529,,
530,,
531,,
532,OWA0025,GG010
533,,
534,,
535,,
536,,
537,,
538,,
539,,
540,,
541,,
542,,
543,,
544,,
545,,
546,,
547,,
548,OWA0004,
548,OWA0012,
548,OWA0020,
548,OWA0030,
548,OWA0097,
548,OWA0100,
548,OWA0084,
549,OWA0025,GG012
549,OWA0088,GG012
550,,
551,,
552,OWA0099,
553,,
554,,
555,,
556,OWA0101,GG006
557,,
558,,
559,OWA0084,
560,,
561,,GG004
561,,GG006
561,,GG012
562,,GG001
562,,GG002
562,,GG010
563,,
564,,
565,,
566,,
567,,
568,,
569,OWA0092,
570,,
571,,
572,,
573,,
574,,
575,,
576,,
577,,
578,,
579,,
580,,
581,,
582,,
583,,
584,,
585,,
586,,
587,OWA0099,
588,,
589,,
590,OWA0036,
591,,
592,,
593,OWA0047,GG026
593,OWA0047,GG023
594,,GG009
595,OWA0034,GG026
595,OWA0012,GG026
595,OWA0020,GG026
595,OWA0045,GG026
595,OWA0056,GG026
596,,
597,,
598,OWA0036,
599,,
600,,
601,,
602,OWA0025,GG004
602,OWA0025,GG012
602,OWA0060,GG004
602,OWA0060,GG012
602,OWA0036,GG004
602,OWA0036,GG012
603,,
604,OWA0078,GG014
605,,
606,,
607,,
608,,
609,,
610,OWA0080,GG003
610,OWA0080,GG012
610,OWA0080,GG011
610,OWA0080,GG002
610,OWA0081,GG003
610,OWA0081,GG012
610,OWA0081,GG011
610,OWA0081,GG002
610,OWA0026,GG003
610,OWA0026,GG012
610,OWA0026,GG011
610,OWA0026,GG002
610,OWA0083,GG003
610,OWA0083,GG012
610,OWA0083,GG011
610,OWA0083,GG002
611,OWA0036,
612,,
613,,GG014
614,,
615,,
616,,
617,,
618,,
619,,
620,,
621,,
622,,GG004
622,,GG017
623,,
624,OWA0004,GG006
624,OWA0071,GG006
624,OWA0057,GG006
625,OWA0081,GG009
625,OWA0026,GG009
625,OWA0088,GG009
626,,
627,,
628,,
629,,
630,,
631,,
632,,
633,,
634,OWA0084,
635,,
636,,
637,,
638,,
639,,
640,,
641,,
642,,
643,OWA0025,GG011
643,OWA0012,GG011
643,OWA0020,GG011
643,OWA0060,GG011
643,OWA0057,GG011
644,,
645,OWA0026,GG009
646,,
647,,
648,,GG003
648,,GG013
648,,GG010
649,OWA0088,
650,OWA0004,
650,OWA0097,
651,OWA0020,
651,OWA0088,
652,OWA0012,GG004
652,OWA0012,GG023
652,OWA0020,GG004
652,OWA0020,GG023
652,OWA0059,GG004
652,OWA0059,GG023
652,OWA0060,GG004
652,OWA0060,GG023
652,OWA0057,GG004
652,OWA0057,GG023
653,,
654,,
655,,
656,,
657,OWA0036,
658,,
659,,
660,OWA0099,
661,,
662,,
663,,
664,,
665,,
666,OWA0020,GG011
666,OWA0020,GG001
666,OWA0060,GG011
666,OWA0060,GG001
666,OWA0099,GG011
666,OWA0099,GG001
667,,
668,,
669,,
670,,
671,,
672,,
673,,
674,,
675,,
676,,
677,,
678,,
679,,
680,,
681,,GG005
682,,
683,,
684,,
685,,
686,,
687,,
688,,
689,OWA0078,GG006
689,OWA0078,GG014
690,,
691,,
692,,
693,,
694,,
695,,
696,,
697,,
698,,
699,,
700,,
701,,
702,,
703,,
704,,
705,,
706,,
707,,
708,,
709,,
710,,
711,,
712,,
713,,
714,,
715,,
716,,
717,,
718,,
719,,
720,,
721,,
722,OWA0026,GG016
723,,
724,OWA0092,
725,,
726,,
727,,
728,,
729,,
730,,
731,,
732,,
733,,
734,,
735,,
736,,
737,OWA0097,GG002
738,OWA0012,
738,OWA0020,
738,OWA0060,
738,OWA0097,
738,OWA0100,
738,OWA0036,
739,,
740,,
741,,
742,OWA0053,GG009
742,OWA0074,GG009
742,OWA0053,GG009
742,OWA0102,GG009
743,,GG003
744,,
745,,
746,,GG004
746,,GG013
746,,GG005
746,,GG016
747,,
748,,
749,,
750,,
751,,
752,OWA0037,
753,,
754,,
755,OWA0025,
755,OWA0088,
756,OWA0080,GG001
756,OWA0020,GG001
756,OWA0097,GG001
756,OWA0100,GG001
757,,
758,,
759,,
760,,
761,,
762,,
763,,
764,,
765,,
766,,
767,,
768,,
769,,
770,,
771,,
772,,
773,,GG016
774,,
775,,
776,,
777,,
778,,
779,,
780,,
781,,
782,OWA0057,GG001
782,OWA0057,GG009
782,OWA0055,GG001
782,OWA0055,GG009
783,,
784,,GG009
784,,GG004
785,OWA0081,GG005
786,,
787,OWA0025,GG009
787,OWA0025,GG010
787,OWA0026,GG009
787,OWA0026,GG010
788,,
789,,
790,,
791,,
792,,
793,,
794,,
795,,
796,,
797,,
798,,
799,OWA0085,
800,,
801,OWA0073,
802,,
803,,
804,,
805,,
806,,
807,OWA0084,
808,,
809,,
810,,
811,,
812,,
813,OWA0026,GG013
813,OWA0003,GG013
813,OWA0004,GG013
813,OWA0053,GG013
813,OWA0012,GG013
813,OWA0020,GG013
813,OWA0070,GG013
813,OWA0060,GG013
813,OWA0057,GG013
814,OWA0026,GG009
815,,
816,,
817,,
818,,
819,,
820,,
821,,
822,,
823,OWA0004,
823,OWA0012,
823,OWA0092,
823,OWA0060,
823,OWA0093,
824,OWA0020,
824,OWA0100,
825,OWA0080,GG011
825,OWA0080,GG001
825,OWA0080,GG003
825,OWA0004,GG011
825,OWA0004,GG001
825,OWA0004,GG003
825,OWA0012,GG011
825,OWA0012,GG001
825,OWA0012,GG003
826,OWA0004,
826,OWA0012,
826,OWA0060,
826,OWA0036,
827,,
828,,
829,OWA0025,GG010
829,OWA0012,GG010
829,OWA0020,GG010
829,OWA0060,GG010
830,OWA0080,GG010
830,OWA0025,GG010
831,,
832,OWA0097,
833,,
834,OWA0025,GG002
834,OWA0025,GG011
834,OWA0081,GG002
834,OWA0081,GG011
834,OWA0012,GG002
834,OWA0012,GG011
834,OWA0060,GG002
834,OWA0060,GG011
835,,
836,,
837,,
838,,
839,,
840,,
841,OWA0080,GG003
841,OWA0080,GG012
841,OWA0080,GG001
841,OWA0003,GG003
841,OWA0003,GG012
841,OWA0003,GG001
841,OWA0053,GG003
841,OWA0053,GG012
841,OWA0053,GG001
841,OWA0012,GG003
841,OWA0012,GG012
841,OWA0012,GG001
841,OWA0092,GG003
841,OWA0092,GG012
841,OWA0092,GG001
841,OWA0060,GG003
841,OWA0060,GG012
841,OWA0060,GG001
841,OWA0057,GG003
841,OWA0057,GG012
841,OWA0057,GG001
841,OWA0087,GG003
841,OWA0087,GG012
841,OWA0087,GG001
842,,
843,,
844,,
845,,
846,,
847,,
848,,
849,,
850,,
851,,
852,,
853,,
854,OWA0080,
854,OWA0012,
854,OWA0099,
855,OWA0036,GG012
855,OWA0036,GG001
855,OWA0036,GG011
856,OWA0026,GG009
857,,
858,,
859,,
860,,
861,,
862,,
863,,
864,,
865,,
866,,
867,,
868,,
869,,
870,,
871,,
872,OWA0088,GG004
872,OWA0088,GG009
873,OWA0025,GG006
874,,
875,,
876,,
877,,
878,,
879,,
880,,
881,OWA0092,
882,,
883,,
884,,
885,,
886,,
887,,
888,,
889,,
890,,
891,,
892,,
893,,
894,OWA0081,GG002
895,,
896,,
897,OWA0099,
898,,
899,,
900,,
901,,
902,,
903,,
904,,
905,,
906,,
907,,
908,,
909,,
910,,
911,,
912,,
913,,
914,OWA0026,GG001
914,OWA0060,GG001
914,OWA0099,GG001
915,,
916,,
917,,
918,,
919,,
920,OWA0026,
921,,
922,OWA0092,
923,,
924,,
925,,
926,,
927,,
928,,
929,OWA0081,GG001
929,OWA0081,GG011
929,OWA0012,GG001
929,OWA0012,GG011
929,OWA0060,GG001
929,OWA0060,GG011
930,,
931,OWA0081,GG002
932,OWA0025,GG012
932,OWA0025,GG010
932,OWA0012,GG012
932,OWA0012,GG010
932,OWA0020,GG012
932,OWA0020,GG010
932,OWA0095,GG012
932,OWA0095,GG010
933,,
934,,
935,,
936,,
937,,
938,,
939,OWA0036,
940,,
941,,
942,,
943,,
944,,
945,,
946,,
947,,
948,,
949,,
950,,
951,,
952,OWA0015,
953,,
954,,
955,,
956,,
957,,
958,,
959,,
960,,
961,,
962,,
963,,
964,,
965,OWA0025,GG001
965,OWA0060,GG001
965,OWA0099,GG001
966,,
967,,
968,,
969,,
970,,
971,,
972,,
973,,
974,,
975,,
976,,
977,,
978,,
979,,
980,,
981,,
982,,
983,,
984,,
985,,
986,,
987,,
988,,
989,,
990,,
991,,
992,,
993,OWA0012,GG001
993,OWA0012,GG010
993,OWA0020,GG001
993,OWA0020,GG010
993,OWA0060,GG001
993,OWA0060,GG010
993,OWA0057,GG001
993,OWA0057,GG010
994,,
995,OWA0004,GG011
995,OWA0020,GG011
996,,
997,OWA0080,GG003
997,OWA0012,GG003
997,OWA0060,GG003
997,OWA0036,GG003
998,,
999,,
1000,OWA0080,
1000,OWA0099,
1001,,
1002,,
1003,,
1004,,
1005,,
1006,OWA0012,
1006,OWA0040,
1006,OWA0024,
1007,,
1008,,
1009,,
1010,,
1011,,
1012,,
1013,,
1014,,
1015,,
1016,,
1017,,
1018,,
1019,,
1020,OWA0099,
1021,,
1022,,
1023,,
1024,,
1025,,
1026,OWA0084,
1027,,
1028,,
1029,,
1030,OWA0013,
1031,,
1032,,
1033,,
1034,,
1035,,
1036,,
1037,,
1038,OWA0097,
1039,,
1040,,
1041,,
1042,,
1043,,
1044,,
1045,,
1046,,GG009
1046,,GG010
1047,OWA0012,GG004
1047,OWA0012,GG016
1047,OWA0012,GG017
1047,OWA0012,GG011
1047,OWA0012,GG023
1048,,
1049,,
1050,,
1051,,
1052,OWA0081,GG002
1053,OWA0025,GG010
1054,,
1055,,
1056,,
1057,,
1058,,GG006
1059,,
1060,,
1061,,
1062,,
1063,,
1064,,
1065,,
1066,,
1067,,
1068,,
1069,OWA0012,GG001
1069,OWA0020,GG001
1069,OWA0060,GG001
1070,,
1071,,
1072,,
1073,,
1074,,
1075,,
1076,,
1077,,
1078,OWA0022,
1079,,
1080,,
1081,,
1082,OWA0081,
1083,,GG010
1084,,
1085,,
1086,,
1087,OWA0053,
1087,OWA0030,
1087,OWA0102,
1088,OWA0053,GG009
1089,,GG010
1090,,
1091,,
1092,,
1093,,
1094,,
1095,,
1096,,
1097,OWA0098,
1097,OWA0097,
1098,,
1099,,
1100,,
1101,,
1102,,
1103,,
1104,,
1105,,
1106,,
1107,,
1108,,
1109,,
1110,,
1111,,
1112,,
1113,,
1114,,
1115,,
1116,,
1117,,
1118,,
1119,,
1120,,
1121,,
1122,,
1123,OWA0081,
1124,,
1125,,
1126,,
1127,,GG006
1128,,
1129,,
1130,,
1131,,
1132,,
1133,,
1134,,
1135,,
1136,,
1137,,
1138,,
1139,,
1140,,
1141,OWA0026,GG009
1142,,
1143,,
1144,,
1145,,
1146,,
1147,,
1148,,
1149,,
1150,,
1151,,
1152,,
1153,,
1154,,
1155,,
1156,,
1157,,
1158,,
1159,,
1160,,
1161,,
1162,OWA0081,
1163,,
1164,,
1165,,
1166,,
1167,,
1168,,
1169,,
1170,,
1171,,
1172,,
1173,,
1174,,
1175,,
1176,,
1177,OWA0012,GG011
1177,OWA0012,GG013
1177,OWA0030,GG011
1177,OWA0030,GG013
1177,OWA0060,GG011
1177,OWA0060,GG013
1177,OWA0102,GG011
1177,OWA0102,GG013
1178,,
1179,,
1180,,
1181,,
1182,,
1183,,
1184,OWA0060,
1184,OWA0036,
1185,,
1186,,
1187,,
1188,,
1189,,
1190,,
1191,OWA0011,
1192,,
1193,,
1194,,
1195,,
1196,,GG016
1197,,
1198,,
1199,,
1200,,
1201,,
1202,,
1203,,
1204,,
1205,,
1206,,
1207,,
1208,,
1209,,
1210,,
1211,,
1212,,
1213,,
1214,,
1215,,
1216,,
1217,,
1218,,
1219,,
1220,OWA0012,GG011
1220,OWA0012,GG012
1220,OWA0012,GG001
1220,OWA0012,GG014
1220,OWA0030,GG011
1220,OWA0030,GG012
1220,OWA0030,GG001
1220,OWA0030,GG014
1220,OWA0099,GG011
1220,OWA0099,GG012
1220,OWA0099,GG001
1220,OWA0099,GG014
1221,OWA0095,GG012
1221,OWA0095,GG001
1222,OWA0004,GG013
1222,OWA0012,GG013
1222,OWA0030,GG013
1222,OWA0084,GG013
1223,,
1224,,
1225,,
1226,,
1227,OWA0078,GG014
1228,,
1229,,
1230,,
1231,,
1232,,
1233,,
1234,,
1235,,
1236,,
1237,,
1238,,GG009
1239,,
1240,,
1241,,
1242,,
1243,,
1244,,
1245,,
1246,,
1247,,
1248,,
1249,,
1250,,
1251,,
1252,,
1253,,
1254,,
1255,,
1256,,
1257,,
1258,,
1259,,
1260,,
1261,,
1262,,
1263,,
1264,,
1265,,
1266,,
1267,OWA0002,
1267,OWA0020,
1267,OWA0058,
1267,OWA0022,
1267,OWA0062,
1268,,
1269,,
1270,,
1271,,
1272,,
1273,,
1274,,
1275,,
1276,,
1277,,
1278,OWA0080,GG003
1278,OWA0080,GG001
1278,OWA0012,GG003
1278,OWA0012,GG001
1278,OWA0060,GG003
1278,OWA0060,GG001
1278,OWA0088,GG003
1278,OWA0088,GG001
1279,,
1280,,
1281,OWA0080,GG003
1281,OWA0080,GG010
1281,OWA0025,GG003
1281,OWA0025,GG010
1281,OWA0101,GG003
1281,OWA0101,GG010
1282,,
1283,,
1284,,
1285,,
1286,OWA0080,GG003
1286,OWA0036,GG003
1287,,
1288,,
1289,,
1290,,
1291,,
1292,,
1293,,GG012
1293,,GG001
1293,,GG011
1294,,
1295,OWA0020,
1295,OWA0060,
1295,OWA0036,
1296,OWA0012,GG001
1296,OWA0012,GG010
1296,OWA0012,GG011
1297,,
1298,,
1299,,
1300,,
1301,,
1302,,
1303,,
1304,,
1305,,
1306,OWA0057,
1306,OWA0093,
1307,,
1308,,
1309,,
1310,,
1311,,
1312,,
1313,,
1314,,
1315,,
1316,,
1317,,
1318,,
1319,,
1320,,
1321,,
1322,,
1323,,
1324,,
1325,OWA0035,GG017
1325,OWA0035,GG017
1325,OWA0035,GG028
1325,OWA0032,GG017
1325,OWA0032,GG017
1325,OWA0032,GG028
1325,OWA0012,GG017
1325,OWA0012,GG017
1325,OWA0012,GG028
1325,OWA0020,GG017
1325,OWA0020,GG017
1325,OWA0020,GG028
1325,OWA0058,GG017
1325,OWA0058,GG017
1325,OWA0058,GG028
1325,OWA0060,GG017
1325,OWA0060,GG017
1325,OWA0060,GG028
1325,OWA0057,GG017
1325,OWA0057,GG017
1325,OWA0057,GG028
1326,OWA0035,GG001
1326,OWA0035,GG011
1326,OWA0032,GG001
1326,OWA0032,GG011
1326,OWA0048,GG001
1326,OWA0048,GG011
1326,OWA0058,GG001
1326,OWA0058,GG011
1326,OWA0055,GG001
1326,OWA0055,GG011
1327,,
1328,,
1329,,
1330,,
1331,,
1332,,
1333,,
1334,,
1335,,
1336,,
1337,,
1338,,
1339,,
1340,,
1341,,
1342,,
1343,,
1344,OWA0075,
1344,OWA0092,
1345,,
1346,,
1347,,
1348,,
1349,,
1350,,
1351,,
1352,,
1353,,
1354,,
1355,,
1356,,
1357,,
1358,,
1359,,
1360,,
1361,,
1362,,
1363,,
1364,,
1365,,
1366,,
1367,,
1368,,
1369,,
1370,,
1371,OWA0101,
