Movie Name,Rating,Votes,Meta Score,PG Rating,Year_x,Duration,Director,Movie ID,Director ID,Oscar Award ID,GG Award ID
Shazam! Fury of the Gods,6.0,116000.0,47.0,PG-13,2023,2h 10m,David F. Sandberg,134,133,N/A,N/A
Shazam!,7.0,377000.0,71.0,PG-13,2019,2h 12m,David F. Sandberg,398,133,N/A,N/A
A Good Person,7.1,18000.0,50.0,R,2023,2h 8m,Zach Braff,135,134,N/A,N/A
The Color Purple,7.7,94000.0,78.0,PG-13,1985,2h 34m,Steven Spielberg,136,135,N/A,N/A
Jurassic Park,8.2,1000000.0,68.0,PG-13,1993,2h 7m,Steven Spielberg,173,135,OWA0057,N/A
Jurassic Park,8.2,1000000.0,68.0,PG-13,1993,2h 7m,Steven Spielberg,173,135,OWA0093,N/A
Jurassic Park,8.2,1000000.0,68.0,PG-13,1993,2h 7m,Steven Spielberg,173,135,OWA0084,N/A
Schindler's List,9.0,1400000.0,95.0,R,1993,3h 15m,Steven Spielberg,189,135,OWA0003,GG010
Schindler's List,9.0,1400000.0,95.0,R,1993,3h 15m,Steven Spielberg,189,135,OWA0004,GG010
Schindler's List,9.0,1400000.0,95.0,R,1993,3h 15m,Steven Spielberg,189,135,OWA0012,GG010
Schindler's List,9.0,1400000.0,95.0,R,1993,3h 15m,Steven Spielberg,189,135,OWA0020,GG010
Schindler's List,9.0,1400000.0,95.0,R,1993,3h 15m,Steven Spielberg,189,135,OWA0030,GG010
Schindler's List,9.0,1400000.0,95.0,R,1993,3h 15m,Steven Spielberg,189,135,OWA0060,GG010
Schindler's List,9.0,1400000.0,95.0,R,1993,3h 15m,Steven Spielberg,189,135,OWA0095,GG010
Raiders of the Lost Ark,8.4,1000000.0,86.0,PG,1981,1h 55m,Steven Spielberg,212,135,OWA0003,N/A
Raiders of the Lost Ark,8.4,1000000.0,86.0,PG,1981,1h 55m,Steven Spielberg,212,135,OWA0020,N/A
Raiders of the Lost Ark,8.4,1000000.0,86.0,PG,1981,1h 55m,Steven Spielberg,212,135,OWA0057,N/A
Raiders of the Lost Ark,8.4,1000000.0,86.0,PG,1981,1h 55m,Steven Spielberg,212,135,OWA0084,N/A
Raiders of the Lost Ark,8.4,1000000.0,86.0,PG,1981,1h 55m,Steven Spielberg,212,135,OWA0085,N/A
Saving Private Ryan,8.6,1500000.0,91.0,R,1998,2h 49m,Steven Spielberg,223,135,OWA0004,GG010
Saving Private Ryan,8.6,1500000.0,91.0,R,1998,2h 49m,Steven Spielberg,223,135,OWA0012,GG010
Saving Private Ryan,8.6,1500000.0,91.0,R,1998,2h 49m,Steven Spielberg,223,135,OWA0020,GG010
Saving Private Ryan,8.6,1500000.0,91.0,R,1998,2h 49m,Steven Spielberg,223,135,OWA0057,GG010
Saving Private Ryan,8.6,1500000.0,91.0,R,1998,2h 49m,Steven Spielberg,223,135,OWA0093,GG010
Catch Me If You Can,8.1,1100000.0,75.0,PG-13,2002,2h 21m,Steven Spielberg,308,135,N/A,N/A
Indiana Jones and the Temple of Doom,7.5,527000.0,57.0,PG,1984,1h 58m,Steven Spielberg,397,135,OWA0084,N/A
Indiana Jones and the Last Crusade,8.2,799000.0,65.0,PG-13,1989,2h 7m,Steven Spielberg,451,135,OWA0093,N/A
West Side Story,7.1,93000.0,85.0,PG-13,2021,2h 36m,Steven Spielberg,461,135,OWA0025,N/A
West Side Story,7.1,93000.0,85.0,PG-13,2021,2h 36m,Steven Spielberg,461,135,OWA0026,N/A
West Side Story,7.1,93000.0,85.0,PG-13,2021,2h 36m,Steven Spielberg,461,135,OWA0035,N/A
West Side Story,7.1,93000.0,85.0,PG-13,2021,2h 36m,Steven Spielberg,461,135,OWA0032,N/A
West Side Story,7.1,93000.0,85.0,PG-13,2021,2h 36m,Steven Spielberg,461,135,OWA0048,N/A
West Side Story,7.1,93000.0,85.0,PG-13,2021,2h 36m,Steven Spielberg,461,135,OWA0012,N/A
West Side Story,7.1,93000.0,85.0,PG-13,2021,2h 36m,Steven Spielberg,461,135,OWA0020,N/A
West Side Story,7.1,93000.0,85.0,PG-13,2021,2h 36m,Steven Spielberg,461,135,OWA0039,N/A
West Side Story,7.1,93000.0,85.0,PG-13,2021,2h 36m,Steven Spielberg,461,135,OWA0045,N/A
West Side Story,7.1,93000.0,85.0,PG-13,2021,2h 36m,Steven Spielberg,461,135,OWA0057,N/A
West Side Story,7.1,93000.0,85.0,PG-13,2021,2h 36m,Steven Spielberg,461,135,OWA0026,N/A
The Fabelmans,7.5,109000.0,84.0,PG-13,2022,2h 31m,Steven Spielberg,491,135,N/A,N/A
Indiana Jones and the Kingdom of the Crystal Skull,6.2,485000.0,65.0,PG-13,2008,2h 2m,Steven Spielberg,533,135,N/A,N/A
Hook,6.8,269000.0,52.0,PG,1991,2h 22m,Steven Spielberg,592,135,N/A,N/A
Jaws,8.1,648000.0,87.0,PG,1975,2h 4m,Steven Spielberg,603,135,OWA0020,N/A
Jaws,8.1,648000.0,87.0,PG,1975,2h 4m,Steven Spielberg,603,135,OWA0030,N/A
Jaws,8.1,648000.0,87.0,PG,1975,2h 4m,Steven Spielberg,603,135,OWA0057,N/A
E.T. the Extra-Terrestrial,7.9,431000.0,92.0,PG,1982,1h 55m,Steven Spielberg,627,135,N/A,N/A
Ready Player One,7.4,471000.0,64.0,PG-13,2018,2h 20m,Steven Spielberg,714,135,N/A,N/A
Minority Report,7.6,576000.0,80.0,PG-13,2002,2h 25m,Steven Spielberg,952,135,N/A,N/A
War of the Worlds,6.5,469000.0,73.0,PG-13,2005,1h 56m,Steven Spielberg,969,135,N/A,N/A
A.I. Artificial Intelligence,7.2,320000.0,65.0,PG-13,2001,2h 26m,Steven Spielberg,1163,135,N/A,N/A
The Lost World: Jurassic Park,6.5,438000.0,59.0,PG-13,1997,2h 9m,Steven Spielberg,1241,135,N/A,N/A
The Terminal,7.4,487000.0,55.0,PG-13,2004,2h 8m,Steven Spielberg,1261,135,N/A,N/A
Empire of the Sun,7.7,133000.0,62.0,PG,1987,2h 33m,Steven Spielberg,1389,135,N/A,N/A
Lincoln,7.3,270000.0,87.0,PG-13,2012,2h 30m,Steven Spielberg,1480,135,OWA0080,N/A
Lincoln,7.3,270000.0,87.0,PG-13,2012,2h 30m,Steven Spielberg,1480,135,OWA0102,N/A
Munich,7.5,236000.0,74.0,R,2005,2h 44m,Steven Spielberg,1507,135,N/A,N/A
Close Encounters of the Third Kind,7.6,213000.0,90.0,PG,1977,2h 18m,Steven Spielberg,1610,135,OWA0004,N/A
Close Encounters of the Third Kind,7.6,213000.0,90.0,PG,1977,2h 18m,Steven Spielberg,1610,135,OWA0085,N/A
Bridge of Spies,7.6,324000.0,81.0,PG-13,2015,2h 22m,Steven Spielberg,1725,135,OWA0025,N/A
Die Hard 2,7.1,377000.0,67.0,R,1990,2h 4m,Renny Harlin,137,136,N/A,N/A
The Long Kiss Goodnight,6.8,84000.0,43.0,R,1996,2h 1m,Renny Harlin,1112,136,N/A,N/A
Fair Play,6.4,30000.0,73.0,R,2023,1h 53m,Chloe Domont,138,137,N/A,N/A
Dumb Money,6.9,21000.0,66.0,R,2023,1h 45m,Craig Gillespie,141,142,N/A,N/A
Cruella,7.3,258000.0,59.0,PG-13,2021,2h 14m,Craig Gillespie,345,142,OWA0053,N/A
"I, Tonya",7.5,237000.0,77.0,R,2017,1h 59m,Craig Gillespie,1086,142,OWA0026,N/A
Love Story,6.9,37000.0,84.0,PG,1970,1h 40m,Arthur Hiller,142,143,OWA0030,GG010
The Hospital,7.1,7200.0,72.0,PG-13,1971,1h 43m,Arthur Hiller,711,143,OWA0069,N/A
Requiem for a Dream,8.3,884000.0,71.0,Unrated,2000,1h 42m,Darren Aronofsky,143,144,N/A,N/A
Black Swan,8.0,809000.0,79.0,R,2010,1h 48m,Darren Aronofsky,156,144,OWA0081,N/A
The Whale,7.7,193000.0,60.0,R,2022,1h 57m,Darren Aronofsky,227,144,OWA0080,N/A
The Whale,7.7,193000.0,60.0,R,2022,1h 57m,Darren Aronofsky,227,144,OWA0101,N/A
Mother!,6.6,245000.0,76.0,R,2017,2h 1m,Darren Aronofsky,423,144,N/A,N/A
Midsommar,7.1,382000.0,72.0,R,2019,2h 28m,Ari Aster,147,147,N/A,N/A
Beau Is Afraid,6.8,49000.0,63.0,R,2023,2h 59m,Ari Aster,186,147,N/A,N/A
Hereditary,7.3,364000.0,87.0,R,2018,2h 7m,Ari Aster,305,147,N/A,N/A
The Gentlemen,7.8,378000.0,51.0,R,2019,1h 53m,Guy Ritchie,148,148,N/A,N/A
The Covenant,7.5,144000.0,63.0,R,2023,2h 3m,Guy Ritchie,196,148,N/A,N/A
Snatch,8.2,895000.0,55.0,R,2000,1h 42m,Guy Ritchie,480,148,N/A,N/A
Operation Fortune: Ruse de Guerre,6.3,78000.0,51.0,R,2023,1h 54m,Guy Ritchie,508,148,N/A,N/A
Aladdin,6.9,285000.0,53.0,PG,2019,2h 8m,Guy Ritchie,880,148,OWA0030,N/A
Aladdin,6.9,285000.0,53.0,PG,2019,2h 8m,Guy Ritchie,880,148,OWA0078,N/A
"Lock, Stock and Two Smoking Barrels",8.1,608000.0,66.0,R,1998,1h 47m,Guy Ritchie,982,148,N/A,N/A
Wrath of Man,7.1,200000.0,57.0,R,2021,1h 59m,Guy Ritchie,1000,148,N/A,N/A
King Arthur: Legend of the Sword,6.7,229000.0,41.0,PG-13,2017,2h 6m,Guy Ritchie,1034,148,N/A,N/A
The Man from U.N.C.L.E.,7.2,327000.0,56.0,PG-13,2015,1h 56m,Guy Ritchie,1145,148,N/A,N/A
Sherlock Holmes,7.6,661000.0,57.0,PG-13,2009,2h 8m,Guy Ritchie,1279,148,N/A,N/A
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",6.9,420000.0,75.0,PG,2005,2h 23m,Andrew Adamson,149,149,OWA0092,N/A
The Chronicles of Narnia: Prince Caspian,6.5,222000.0,62.0,PG,2008,2h 30m,Andrew Adamson,1150,149,N/A,N/A
Godzilla vs. Kong,6.3,230000.0,59.0,PG-13,2021,1h 53m,Adam Wingard,151,150,N/A,N/A
Mean Girls,7.1,418000.0,66.0,PG-13,2004,1h 37m,Mark Waters,152,151,N/A,N/A
Bad Santa 2,5.6,28000.0,38.0,R,2016,1h 32m,Mark Waters,640,151,N/A,N/A
The Family Man,6.8,117000.0,42.0,PG-13,2000,2h 5m,Brett Ratner,153,152,N/A,N/A
Rush Hour,7.0,289000.0,60.0,PG-13,1998,1h 38m,Brett Ratner,1089,152,N/A,N/A
X-Men: The Last Stand,6.6,535000.0,58.0,PG-13,2006,1h 44m,Brett Ratner,1487,152,N/A,N/A
Red Dragon,7.2,287000.0,60.0,R,2002,2h 4m,Brett Ratner,1589,152,N/A,N/A
She's All That,5.9,102000.0,51.0,PG-13,1999,1h 35m,Robert Iscove,154,153,N/A,N/A
Triangle of Sadness,7.3,163000.0,63.0,R,2022,2h 27m,Ruben Ãstlund,155,154,N/A,N/A
The Northman,7.0,243000.0,82.0,R,2022,2h 17m,Robert Eggers,158,155,N/A,N/A
The Lighthouse,7.4,245000.0,83.0,R,2019,1h 49m,Robert Eggers,485,155,N/A,N/A
The Witch,7.0,292000.0,84.0,R,2015,1h 32m,Robert Eggers,494,155,N/A,N/A
Spider-Man: No Way Home,8.2,849000.0,71.0,PG-13,2021,2h 28m,Jon Watts,160,156,N/A,N/A
Spider-Man: Homecoming,7.4,704000.0,73.0,PG-13,2017,2h 13m,Jon Watts,852,156,N/A,N/A
Spider-Man: Far from Home,7.4,540000.0,69.0,PG-13,2019,2h 9m,Jon Watts,1144,156,N/A,N/A
The Rocky Horror Picture Show,7.4,164000.0,65.0,R,1975,1h 40m,Jim Sharman,161,157,N/A,N/A
Elemental,7.0,103000.0,58.0,PG,2023,1h 41m,Peter Sohn,163,158,N/A,N/A
Origin,6.5,583.0,76.0,PG-13,2023,2h 15m,Ava DuVernay,164,159,N/A,N/A
Hunter Killer,6.6,71000.0,43.0,R,2018,2h 1m,Donovan Marsh,165,160,N/A,N/A
Pain Hustlers,6.5,32000.0,44.0,R,2023,2h 3m,David Yates,166,161,N/A,N/A
Harry Potter and the Deathly Hallows: Part 2,8.1,929000.0,85.0,PG-13,2011,2h 10m,David Yates,188,161,N/A,N/A
Harry Potter and the Deathly Hallows: Part 1,7.7,586000.0,65.0,PG-13,2010,2h 26m,David Yates,346,161,N/A,N/A
Harry Potter and the Order of the Phoenix,7.5,620000.0,71.0,PG-13,2007,2h 18m,David Yates,387,161,N/A,N/A
Harry Potter and the Half-Blood Prince,7.6,582000.0,78.0,PG,2009,2h 33m,David Yates,427,161,N/A,N/A
Fantastic Beasts: The Secrets of Dumbledore,6.2,163000.0,47.0,PG-13,2022,2h 22m,David Yates,601,161,N/A,N/A
The Legend of Tarzan,6.2,185000.0,44.0,PG-13,2016,1h 50m,David Yates,778,161,N/A,N/A
Fantastic Beasts and Where to Find Them,7.2,500000.0,66.0,PG-13,2016,2h 12m,David Yates,1019,161,OWA0053,N/A
Fantastic Beasts: The Crimes of Grindelwald,6.5,303000.0,52.0,PG-13,2018,2h 14m,David Yates,1319,161,N/A,N/A
The Silence of the Lambs,8.6,1500000.0,86.0,R,1991,1h 58m,Jonathan Demme,167,162,OWA0080,N/A
The Silence of the Lambs,8.6,1500000.0,86.0,R,1991,1h 58m,Jonathan Demme,167,162,OWA0081,N/A
The Silence of the Lambs,8.6,1500000.0,86.0,R,1991,1h 58m,Jonathan Demme,167,162,OWA0012,N/A
The Silence of the Lambs,8.6,1500000.0,86.0,R,1991,1h 58m,Jonathan Demme,167,162,OWA0060,N/A
The Silence of the Lambs,8.6,1500000.0,86.0,R,1991,1h 58m,Jonathan Demme,167,162,OWA0095,N/A
Philadelphia,7.7,254000.0,66.0,PG-13,1993,2h 5m,Jonathan Demme,1493,162,OWA0080,N/A
Philadelphia,7.7,254000.0,66.0,PG-13,1993,2h 5m,Jonathan Demme,1493,162,OWA0078,N/A
Joker,8.4,1400000.0,59.0,R,2019,2h 2m,Todd Phillips,168,163,OWA0080,N/A
Joker,8.4,1400000.0,59.0,R,2019,2h 2m,Todd Phillips,168,163,OWA0030,N/A
The Hangover,7.7,829000.0,73.0,R,2009,1h 40m,Todd Phillips,432,163,N/A,N/A
Road Trip,6.5,176000.0,55.0,R,2000,1h 33m,Todd Phillips,1350,163,N/A,N/A
Old School,7.0,241000.0,54.0,R,2003,1h 28m,Todd Phillips,1376,163,N/A,N/A
War Dogs,7.1,245000.0,57.0,R,2016,1h 54m,Todd Phillips,1529,163,N/A,N/A
The Flash,6.7,191000.0,55.0,PG-13,2023,2h 24m,Andy Muschietti,169,164,N/A,N/A
It,7.3,593000.0,69.0,R,2017,2h 15m,Andy Muschietti,409,164,N/A,N/A
It Chapter Two,6.5,294000.0,58.0,R,2019,2h 49m,Andy Muschietti,1246,164,N/A,N/A
Old Dads,6.2,34000.0,42.0,R,2023,1h 44m,Bill Burr,170,165,N/A,N/A
The Princess Bride,8.0,445000.0,78.0,PG,1987,1h 38m,Rob Reiner,171,166,N/A,N/A
Stand by Me,8.1,432000.0,75.0,R,1986,1h 29m,Rob Reiner,498,166,N/A,N/A
Misery,7.8,230000.0,75.0,R,1990,1h 47m,Rob Reiner,937,166,OWA0081,N/A
When Harry Met Sally...,7.7,237000.0,76.0,R,1989,1h 35m,Rob Reiner,946,166,N/A,N/A
A Few Good Men,7.7,282000.0,62.0,R,1992,2h 18m,Rob Reiner,1010,166,N/A,N/A
This Is Spinal Tap,7.9,145000.0,92.0,R,1984,1h 22m,Rob Reiner,1394,166,N/A,N/A
American Beauty,8.3,1200000.0,84.0,R,1999,2h 2m,Sam Mendes,172,167,OWA0080,GG010
American Beauty,8.3,1200000.0,84.0,R,1999,2h 2m,Sam Mendes,172,167,OWA0004,GG010
American Beauty,8.3,1200000.0,84.0,R,1999,2h 2m,Sam Mendes,172,167,OWA0012,GG010
American Beauty,8.3,1200000.0,84.0,R,1999,2h 2m,Sam Mendes,172,167,OWA0060,GG010
American Beauty,8.3,1200000.0,84.0,R,1999,2h 2m,Sam Mendes,172,167,OWA0088,GG010
Skyfall,7.8,722000.0,81.0,PG-13,2012,2h 23m,Sam Mendes,374,167,OWA0078,N/A
Skyfall,7.8,722000.0,81.0,PG-13,2012,2h 23m,Sam Mendes,374,167,OWA0097,N/A
1917,8.2,654000.0,78.0,R,2019,1h 59m,Sam Mendes,457,167,OWA0004,GG010
1917,8.2,654000.0,78.0,R,2019,1h 59m,Sam Mendes,457,167,OWA0100,GG010
1917,8.2,654000.0,78.0,R,2019,1h 59m,Sam Mendes,457,167,OWA0084,GG010
Spectre,6.8,460000.0,60.0,PG-13,2015,2h 28m,Sam Mendes,887,167,OWA0078,N/A
Revolutionary Road,7.3,222000.0,69.0,R,2008,1h 59m,Sam Mendes,1088,167,N/A,N/A
Jarhead,7.0,203000.0,58.0,R,2005,2h 5m,Sam Mendes,1631,167,N/A,N/A
LÃ©on: The Professional,8.5,1200000.0,64.0,R,1994,1h 50m,Luc Besson,175,168,N/A,N/A
Lucy,6.4,526000.0,62.0,R,2014,1h 29m,Luc Besson,203,168,N/A,N/A
The Fifth Element,7.6,497000.0,52.0,PG-13,1997,2h 6m,Luc Besson,352,168,N/A,N/A
Valerian and the City of a Thousand Planets,6.4,194000.0,51.0,PG-13,2017,2h 16m,Luc Besson,774,168,N/A,N/A
Anna,6.6,91000.0,40.0,R,2019,1h 58m,Luc Besson,892,168,N/A,N/A
DogMan,6.7,2000.0,37.0,R,2023,1h 53m,Luc Besson,1536,168,N/A,N/A
Harry Potter and the Goblet of Fire,7.7,667000.0,81.0,PG-13,2005,2h 37m,Mike Newell,176,169,N/A,N/A
Four Weddings and a Funeral,7.1,163000.0,81.0,R,1994,1h 57m,Mike Newell,1116,169,N/A,N/A
Donnie Brasco,7.7,326000.0,77.0,R,1997,2h 7m,Mike Newell,1203,169,N/A,N/A
Mona Lisa Smile,6.5,89000.0,45.0,PG-13,2003,1h 57m,Mike Newell,1385,169,N/A,N/A
The Menu,7.2,366000.0,71.0,R,2022,1h 47m,Mark Mylod,177,170,N/A,N/A
Expend4bles,4.8,28000.0,30.0,R,2023,1h 43m,Scott Waugh,178,171,N/A,N/A
American Psycho,7.6,691000.0,64.0,R,2000,1h 42m,Mary Harron,182,172,N/A,N/A
Fred Claus,5.7,47000.0,42.0,PG,2007,1h 56m,David Dobkin,183,173,N/A,N/A
The Change-Up,6.3,193000.0,39.0,R,2011,1h 52m,David Dobkin,1295,173,N/A,N/A
Wedding Crashers,7.0,371000.0,64.0,R,2005,1h 59m,David Dobkin,1346,173,N/A,N/A
Eyes Wide Shut,7.5,367000.0,69.0,TV-MA,1999,2h 39m,Stanley Kubrick,184,174,N/A,N/A
Barry Lyndon,8.1,179000.0,89.0,PG,1975,3h 5m,Stanley Kubrick,239,174,OWA0003,N/A
Barry Lyndon,8.1,179000.0,89.0,PG,1975,3h 5m,Stanley Kubrick,239,174,OWA0004,N/A
Barry Lyndon,8.1,179000.0,89.0,PG,1975,3h 5m,Stanley Kubrick,239,174,OWA0053,N/A
Barry Lyndon,8.1,179000.0,89.0,PG,1975,3h 5m,Stanley Kubrick,239,174,OWA0074,N/A
The Shining,8.4,1100000.0,66.0,R,1980,2h 26m,Stanley Kubrick,309,174,N/A,N/A
2001: A Space Odyssey,8.3,706000.0,84.0,G,1968,2h 29m,Stanley Kubrick,377,174,OWA0062,N/A
A Clockwork Orange,8.3,868000.0,77.0,X,1971,2h 16m,Stanley Kubrick,466,174,N/A,N/A
Full Metal Jacket,8.3,778000.0,78.0,R,1987,1h 56m,Stanley Kubrick,515,174,N/A,N/A
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.4,511000.0,97.0,PG,1964,1h 35m,Stanley Kubrick,1078,174,N/A,N/A
Eight Crazy Nights,5.3,25000.0,23.0,PG-13,2002,1h 16m,Seth Kearsley,185,175,N/A,N/A
The Night Before,6.4,81000.0,58.0,R,2015,1h 41m,Jonathan Levine,194,178,N/A,N/A
Long Shot,6.8,119000.0,67.0,R,2019,2h 5m,Jonathan Levine,1411,178,N/A,N/A
Bullet Train,7.3,398000.0,49.0,R,2022,2h 7m,David Leitch,195,179,N/A,N/A
Deadpool 2,7.6,627000.0,66.0,R,2018,1h 59m,David Leitch,516,179,N/A,N/A
Fast & Furious Presents: Hobbs & Shaw,6.5,231000.0,60.0,PG-13,2019,2h 17m,David Leitch,1551,179,N/A,N/A
Beauty and the Beast,7.1,329000.0,65.0,PG,2017,2h 9m,Bill Condon,198,182,OWA0030,GG008
Beauty and the Beast,7.1,329000.0,65.0,PG,2017,2h 9m,Bill Condon,198,182,OWA0078,GG008
The Twilight Saga: Breaking Dawn - Part 2,5.5,260000.0,52.0,PG-13,2012,1h 55m,Bill Condon,1228,182,N/A,N/A
The Twilight Saga: Breaking Dawn - Part 1,4.9,251000.0,45.0,PG-13,2011,1h 57m,Bill Condon,1632,182,N/A,N/A
Don't Worry Darling,6.3,135000.0,48.0,R,2022,2h 3m,Olivia Wilde,199,183,N/A,N/A
Booksmart,7.1,129000.0,84.0,R,2019,1h 42m,Olivia Wilde,1430,183,N/A,N/A
The Little Mermaid,7.2,147000.0,59.0,PG,2023,2h 15m,Rob Marshall,200,184,OWA0030,N/A
The Little Mermaid,7.2,147000.0,59.0,PG,2023,2h 15m,Rob Marshall,200,184,OWA0078,N/A
Chicago,7.2,240000.0,81.0,PG-13,2002,1h 53m,Rob Marshall,1043,184,OWA0026,GG006
Chicago,7.2,240000.0,81.0,PG-13,2002,1h 53m,Rob Marshall,1043,184,OWA0003,GG006
Chicago,7.2,240000.0,81.0,PG-13,2002,1h 53m,Rob Marshall,1043,184,OWA0053,GG006
Chicago,7.2,240000.0,81.0,PG-13,2002,1h 53m,Rob Marshall,1043,184,OWA0020,GG006
Chicago,7.2,240000.0,81.0,PG-13,2002,1h 53m,Rob Marshall,1043,184,OWA0060,GG006
Chicago,7.2,240000.0,81.0,PG-13,2002,1h 53m,Rob Marshall,1043,184,OWA0057,GG006
Pirates of the Caribbean: On Stranger Tides,6.6,555000.0,45.0,PG-13,2011,2h 16m,Rob Marshall,1198,184,N/A,N/A
Into the Woods,5.9,147000.0,69.0,PG,2014,2h 5m,Rob Marshall,1559,184,N/A,N/A
Noelle,6.3,26000.0,48.0,G,2019,1h 40m,Marc Lawrence,202,185,N/A,N/A
There Will Be Blood,8.2,629000.0,93.0,R,2007,2h 38m,Paul Thomas Anderson,204,186,OWA0080,N/A
There Will Be Blood,8.2,629000.0,93.0,R,2007,2h 38m,Paul Thomas Anderson,204,186,OWA0004,N/A
Boogie Nights,7.9,278000.0,86.0,R,1997,2h 35m,Paul Thomas Anderson,440,186,N/A,N/A
Licorice Pizza,7.1,136000.0,90.0,R,2021,2h 13m,Paul Thomas Anderson,934,186,N/A,N/A
Phantom Thread,7.4,142000.0,90.0,R,2017,2h 10m,Paul Thomas Anderson,1039,186,OWA0053,N/A
The Master,7.1,184000.0,86.0,R,2012,2h 18m,Paul Thomas Anderson,1083,186,N/A,N/A
Magnolia,8.0,325000.0,78.0,R,1999,3h 8m,Paul Thomas Anderson,1262,186,N/A,N/A
Jack Frost,5.4,40000.0,40.0,PG,1998,1h 41m,Troy Miller,207,189,N/A,N/A
Vacation,7.3,118000.0,55.0,R,1983,1h 38m,Harold Ramis,208,190,N/A,N/A
Groundhog Day,8.0,670000.0,72.0,PG,1993,1h 41m,Harold Ramis,656,190,N/A,N/A
Caddyshack,7.2,125000.0,48.0,13+,1980,1h 38m,Harold Ramis,1113,190,N/A,N/A
Bedazzled,6.1,111000.0,49.0,PG-13,2000,1h 33m,Harold Ramis,1503,190,N/A,N/A
No Time to Die,7.3,435000.0,68.0,PG-13,2021,2h 43m,Cary Joji Fukunaga,216,198,OWA0078,N/A
Please Don't Destroy: The Treasure of Foggy Mountain,6.1,4400.0,49.0,R,2023,1h 32m,Paul Briganti,221,201,N/A,N/A
The Notebook,7.8,606000.0,53.0,PG-13,2004,2h 3m,Nick Cassavetes,224,202,N/A,N/A
Twilight,5.3,481000.0,56.0,PG-13,2008,2h 2m,Catherine Hardwicke,226,203,N/A,N/A
Thirteen,6.8,96000.0,70.0,R,2003,1h 40m,Catherine Hardwicke,911,203,N/A,N/A
Mafia Mamma,5.4,8600.0,42.0,R,2023,1h 41m,Catherine Hardwicke,1247,203,N/A,N/A
The Nativity Story,6.8,12000.0,52.0,PG,2006,1h 41m,Catherine Hardwicke,1450,203,N/A,N/A
Scarface,8.3,897000.0,65.0,18+,1983,2h 50m,Brian De Palma,228,204,N/A,N/A
Mission: Impossible,7.2,462000.0,59.0,PG-13,1996,1h 50m,Brian De Palma,597,204,N/A,N/A
The Untouchables,7.8,326000.0,79.0,R,1987,1h 59m,Brian De Palma,1123,204,OWA0025,N/A
Carrie,7.4,203000.0,86.0,R,1976,1h 38m,Brian De Palma,1244,204,N/A,N/A
Fifty Shades of Grey,4.2,332000.0,46.0,R,2015,2h 5m,Sam Taylor-Johnson,230,205,N/A,N/A
A Boy Called Christmas,6.7,26000.0,61.0,PG,2021,1h 46m,Gil Kenan,233,206,N/A,N/A
Wind River,7.7,274000.0,73.0,R,2017,1h 47m,Taylor Sheridan,234,207,N/A,N/A
Uncharted,6.3,246000.0,45.0,PG-13,2022,1h 56m,Ruben Fleischer,237,208,N/A,N/A
Venom,6.6,526000.0,35.0,PG-13,2018,1h 52m,Ruben Fleischer,706,208,N/A,N/A
Zombieland,7.6,610000.0,73.0,R,2009,1h 28m,Ruben Fleischer,1068,208,N/A,N/A
Zombieland: Double Tap,6.7,196000.0,55.0,R,2019,1h 39m,Ruben Fleischer,1550,208,N/A,N/A
Infinity Pool,6.0,49000.0,72.0,R,2023,1h 57m,Brandon Cronenberg,238,209,N/A,N/A
10 Things I Hate About You,7.3,373000.0,70.0,PG-13,1999,1h 37m,Gil Junger,240,210,N/A,N/A
The Marsh King's Daughter,5.8,4700.0,46.0,R,2023,1h 49m,Neil Burger,241,211,N/A,N/A
Divergent,6.6,482000.0,48.0,PG-13,2014,2h 19m,Neil Burger,327,211,N/A,N/A
Limitless,7.4,603000.0,59.0,PG-13,2011,1h 45m,Neil Burger,997,211,N/A,N/A
Harry Potter and the Prisoner of Azkaban,7.9,676000.0,82.0,PG,2004,2h 22m,Alfonso CuarÃ³n,242,212,N/A,N/A
Children of Men,7.9,522000.0,84.0,R,2006,1h 49m,Alfonso CuarÃ³n,824,212,N/A,N/A
Gravity,7.7,853000.0,96.0,PG-13,2013,1h 31m,Alfonso CuarÃ³n,1334,212,OWA0004,N/A
Gravity,7.7,853000.0,96.0,PG-13,2013,1h 31m,Alfonso CuarÃ³n,1334,212,OWA0012,N/A
Gravity,7.7,853000.0,96.0,PG-13,2013,1h 31m,Alfonso CuarÃ³n,1334,212,OWA0020,N/A
Gravity,7.7,853000.0,96.0,PG-13,2013,1h 31m,Alfonso CuarÃ³n,1334,212,OWA0030,N/A
Gravity,7.7,853000.0,96.0,PG-13,2013,1h 31m,Alfonso CuarÃ³n,1334,212,OWA0097,N/A
Gravity,7.7,853000.0,96.0,PG-13,2013,1h 31m,Alfonso CuarÃ³n,1334,212,OWA0100,N/A
Gravity,7.7,853000.0,96.0,PG-13,2013,1h 31m,Alfonso CuarÃ³n,1334,212,OWA0084,N/A
Good Will Hunting,8.3,1000000.0,71.0,R,1997,2h 6m,Gus Van Sant,243,213,OWA0025,N/A
Good Will Hunting,8.3,1000000.0,71.0,R,1997,2h 6m,Gus Van Sant,243,213,OWA0088,N/A
Don't Look Up,7.2,580000.0,49.0,R,2021,2h 18m,Adam McKay,244,214,N/A,N/A
The Other Guys,6.6,284000.0,64.0,PG-13,2010,1h 47m,Adam McKay,477,214,N/A,N/A
