Movie Name,Rating,Votes,Meta Score,PG Rating,Year_x,Duration,Director,Movie ID,Director ID,Oscar Award ID,GG Award ID
Public Enemies,7.0,315000.0,70.0,R,2009,2h 20m,Michael Mann,1370,54,N/A,N/A
No Hard Feelings,6.4,118000.0,59.0,R,2023,1h 43m,Gene Stupnitsky,48,55,N/A,N/A
Charlie and the Chocolate Factory,6.7,514000.0,72.0,PG,2005,1h 55m,Tim Burton,49,56,N/A,N/A
Batman Returns,7.1,323000.0,68.0,PG-13,1992,2h 6m,Tim Burton,522,56,N/A,N/A
Edward Scissorhands,7.9,516000.0,74.0,PG-13,1990,1h 45m,Tim Burton,527,56,N/A,N/A
Beetlejuice,7.5,331000.0,70.0,PG,1988,1h 32m,Tim Burton,553,56,OWA0092,N/A
Planet of the Apes,5.7,226000.0,50.0,PG-13,2001,2h,Tim Burton,607,56,N/A,N/A
Batman,7.5,399000.0,69.0,PG-13,1989,2h 6m,Tim Burton,666,56,OWA0003,N/A
Alice in Wonderland,6.4,435000.0,53.0,PG,2010,1h 48m,Tim Burton,790,56,OWA0003,N/A
Alice in Wonderland,6.4,435000.0,53.0,PG,2010,1h 48m,Tim Burton,790,56,OWA0053,N/A
Sleepy Hollow,7.3,379000.0,65.0,R,1999,1h 45m,Tim Burton,1052,56,OWA0003,N/A
Sweeney Todd: The Demon Barber of Fleet Street,7.3,383000.0,83.0,R,2007,1h 56m,Tim Burton,1137,56,N/A,GG006
Big Fish,8.0,454000.0,58.0,PG-13,2003,2h 5m,Tim Burton,1155,56,N/A,N/A
Mars Attacks!,6.4,240000.0,52.0,PG-13,1996,1h 46m,Tim Burton,1249,56,N/A,N/A
Miss Peregrine's Home for Peculiar Children,6.7,185000.0,57.0,PG-13,2016,2h 7m,Tim Burton,1399,56,N/A,N/A
X,6.5,157000.0,79.0,R,2022,1h 45m,Ti West,50,57,N/A,N/A
Pearl,7.0,83000.0,76.0,R,2022,1h 43m,Ti West,118,57,N/A,N/A
Mission: Impossible - Dead Reckoning Part One,7.8,202000.0,81.0,PG-13,2023,2h 43m,Christopher McQuarrie,51,58,N/A,N/A
Jack Reacher,7.0,359000.0,50.0,PG-13,2012,2h 10m,Christopher McQuarrie,283,58,N/A,N/A
Mission: Impossible - Fallout,7.7,370000.0,86.0,PG-13,2018,2h 27m,Christopher McQuarrie,511,58,N/A,N/A
Mission: Impossible - Rogue Nation,7.4,404000.0,75.0,PG-13,2015,2h 11m,Christopher McQuarrie,1311,58,N/A,N/A
Asteroid City,6.6,91000.0,75.0,PG-13,2023,1h 45m,Wes Anderson,53,62,N/A,N/A
The Grand Budapest Hotel,8.1,869000.0,88.0,R,2014,1h 39m,Wes Anderson,455,62,OWA0053,N/A
The Grand Budapest Hotel,8.1,869000.0,88.0,R,2014,1h 39m,Wes Anderson,455,62,OWA0101,N/A
The Grand Budapest Hotel,8.1,869000.0,88.0,R,2014,1h 39m,Wes Anderson,455,62,OWA0030,N/A
The Grand Budapest Hotel,8.1,869000.0,88.0,R,2014,1h 39m,Wes Anderson,455,62,OWA0102,N/A
Fantastic Mr. Fox,7.9,263000.0,83.0,PG,2009,1h 27m,Wes Anderson,836,62,N/A,N/A
The French Dispatch,7.1,146000.0,74.0,R,2021,1h 47m,Wes Anderson,893,62,N/A,N/A
The Life Aquatic with Steve Zissou,7.2,208000.0,62.0,R,2004,1h 59m,Wes Anderson,1358,62,N/A,N/A
The Royal Tenenbaums,7.6,309000.0,76.0,R,2001,1h 50m,Wes Anderson,1644,62,N/A,N/A
Moonrise Kingdom,7.8,364000.0,84.0,PG-13,2012,1h 34m,Wes Anderson,1669,62,N/A,N/A
Blue Beetle,6.0,79000.0,61.0,PG-13,2023,2h 7m,Angel Manuel Soto,54,63,N/A,N/A
Eileen,6.7,2300.0,71.0,R,2023,1h 37m,William Oldroyd,55,64,N/A,N/A
Love and Monsters,6.9,140000.0,63.0,PG-13,2020,1h 49m,Michael Matthews,56,65,N/A,N/A
Dune,8.0,734000.0,74.0,PG-13,2021,2h 35m,Denis Villeneuve,57,66,OWA0004,N/A
Dune,8.0,734000.0,74.0,PG-13,2021,2h 35m,Denis Villeneuve,57,66,OWA0020,N/A
Dune,8.0,734000.0,74.0,PG-13,2021,2h 35m,Denis Villeneuve,57,66,OWA0030,N/A
Dune,8.0,734000.0,74.0,PG-13,2021,2h 35m,Denis Villeneuve,57,66,OWA0102,N/A
Dune,8.0,734000.0,74.0,PG-13,2021,2h 35m,Denis Villeneuve,57,66,OWA0057,N/A
Dune,8.0,734000.0,74.0,PG-13,2021,2h 35m,Denis Villeneuve,57,66,OWA0084,N/A
Blade Runner 2049,8.0,637000.0,81.0,R,2017,2h 44m,Denis Villeneuve,100,66,OWA0004,N/A
Blade Runner 2049,8.0,637000.0,81.0,R,2017,2h 44m,Denis Villeneuve,100,66,OWA0084,N/A
Prisoners,8.1,785000.0,70.0,R,2013,2h 33m,Denis Villeneuve,252,66,N/A,N/A
Sicario,7.7,462000.0,82.0,R,2015,2h 1m,Denis Villeneuve,394,66,N/A,N/A
Enemy,6.9,209000.0,61.0,R,2013,1h 31m,Denis Villeneuve,1264,66,N/A,N/A
Spirited,6.6,46000.0,55.0,PG-13,2022,2h 7m,Sean Anders,58,67,N/A,N/A
Daddy's Home 2,6.0,81000.0,30.0,PG-13,2017,1h 40m,Sean Anders,685,67,N/A,N/A
That's My Boy,5.5,107000.0,31.0,R,2012,1h 56m,Sean Anders,1004,67,N/A,N/A
Daddy's Home,6.2,127000.0,42.0,PG-13,2015,1h 36m,Sean Anders,1067,67,N/A,N/A
Sex Drive,6.5,91000.0,49.0,R,2008,1h 49m,Sean Anders,1270,67,N/A,N/A
Instant Family,7.3,117000.0,57.0,PG-13,2018,1h 58m,Sean Anders,1520,67,N/A,N/A
Dream Scenario,7.4,7500.0,74.0,R,2023,1h 42m,Kristoffer Borgli,59,68,N/A,N/A
Jingle All the Way,5.7,113000.0,34.0,PG,1996,1h 29m,Brian Levant,60,69,N/A,N/A
Priscilla,6.9,8400.0,78.0,R,2023,1h 53m,Sofia Coppola,61,70,N/A,N/A
Lost in Translation,7.7,480000.0,91.0,R,2003,1h 42m,Sofia Coppola,523,70,OWA0036,GG006
The Virgin Suicides,7.2,166000.0,77.0,R,1999,1h 37m,Sofia Coppola,675,70,N/A,N/A
Marie Antoinette,6.5,119000.0,65.0,PG-13,2006,2h 3m,Sofia Coppola,1218,70,OWA0053,N/A
The Batman,7.8,751000.0,72.0,PG-13,2022,2h 56m,Matt Reeves,63,73,N/A,N/A
War for the Planet of the Apes,7.4,276000.0,82.0,PG-13,2017,2h 20m,Matt Reeves,688,73,N/A,N/A
Dawn of the Planet of the Apes,7.6,462000.0,79.0,PG-13,2014,2h 10m,Matt Reeves,807,73,N/A,N/A
Cloverfield,7.0,416000.0,64.0,PG-13,2008,1h 25m,Matt Reeves,1553,73,N/A,N/A
American Fiction,7.8,1200.0,81.0,R,2023,1h 57m,Cord Jefferson,66,76,OWA0099,N/A
Genie,5.9,6000.0,35.0,PG,2023,1h 33m,Sam Boyd,68,77,N/A,N/A
The Shawshank Redemption,9.3,2800000.0,82.0,R,1994,2h 22m,Frank Darabont,70,80,N/A,N/A
The Green Mile,8.6,1400000.0,61.0,R,1999,3h 9m,Frank Darabont,232,80,N/A,N/A
The Mist,7.1,333000.0,58.0,R,2007,2h 6m,Frank Darabont,396,80,N/A,N/A
Last Christmas,6.5,87000.0,50.0,PG-13,2019,1h 43m,Paul Feig,72,81,N/A,N/A
Bridesmaids,6.8,306000.0,75.0,R,2011,2h 5m,Paul Feig,1130,81,N/A,N/A
The School for Good and Evil,5.9,34000.0,30.0,PG-13,2022,2h 27m,Paul Feig,1422,81,N/A,N/A
Spy,7.0,255000.0,75.0,R,2015,2h,Paul Feig,1525,81,N/A,N/A
A Simple Favor,6.8,159000.0,67.0,R,2018,1h 57m,Paul Feig,1628,81,N/A,N/A
Reptile,6.8,73000.0,52.0,R,2023,2h 14m,Grant Singer,73,82,N/A,N/A
The Suicide Squad,7.2,395000.0,72.0,R,2021,2h 12m,James Gunn,74,83,N/A,N/A
Guardians of the Galaxy Vol. 3,7.9,352000.0,64.0,PG-13,2023,2h 30m,James Gunn,106,83,N/A,N/A
Guardians of the Galaxy,8.0,1300000.0,76.0,PG-13,2014,2h 1m,James Gunn,413,83,N/A,N/A
Guardians of the Galaxy Vol. 2,7.6,744000.0,67.0,PG-13,2017,2h 16m,James Gunn,1050,83,N/A,N/A
Gremlins,7.3,242000.0,70.0,PG,1984,1h 46m,Joe Dante,75,84,N/A,N/A
The Godfather,9.2,2000000.0,100.0,R,1972,2h 55m,Francis Ford Coppola,76,85,OWA0001,N/A
The Godfather,9.2,2000000.0,100.0,R,1972,2h 55m,Francis Ford Coppola,76,85,OWA0060,N/A
The Godfather,9.2,2000000.0,100.0,R,1972,2h 55m,Francis Ford Coppola,76,85,OWA0055,N/A
Apocalypse Now,8.4,699000.0,94.0,R,1979,2h 27m,Francis Ford Coppola,218,85,OWA0004,N/A
Apocalypse Now,8.4,699000.0,94.0,R,1979,2h 27m,Francis Ford Coppola,218,85,OWA0057,N/A
The Outsiders,7.0,95000.0,45.0,PG,1983,1h 31m,Francis Ford Coppola,301,85,N/A,N/A
The Godfather Part II,9.0,1300000.0,90.0,R,1974,3h 22m,Francis Ford Coppola,351,85,OWA0025,N/A
The Godfather Part II,9.0,1300000.0,90.0,R,1974,3h 22m,Francis Ford Coppola,351,85,OWA0003,N/A
The Godfather Part II,9.0,1300000.0,90.0,R,1974,3h 22m,Francis Ford Coppola,351,85,OWA0012,N/A
The Godfather Part II,9.0,1300000.0,90.0,R,1974,3h 22m,Francis Ford Coppola,351,85,OWA0070,N/A
The Godfather Part II,9.0,1300000.0,90.0,R,1974,3h 22m,Francis Ford Coppola,351,85,OWA0060,N/A
The Godfather Part II,9.0,1300000.0,90.0,R,1974,3h 22m,Francis Ford Coppola,351,85,OWA0077,N/A
Bram Stoker's Dracula,7.4,234000.0,57.0,R,1992,2h 8m,Francis Ford Coppola,543,85,OWA0053,N/A
Bram Stoker's Dracula,7.4,234000.0,57.0,R,1992,2h 8m,Francis Ford Coppola,543,85,OWA0092,N/A
Bram Stoker's Dracula,7.4,234000.0,57.0,R,1992,2h 8m,Francis Ford Coppola,543,85,OWA0093,N/A
The Equalizer 3,6.9,78000.0,58.0,R,2023,1h 49m,Antoine Fuqua,78,86,N/A,N/A
The Equalizer,7.2,408000.0,57.0,R,2014,2h 12m,Antoine Fuqua,323,86,N/A,N/A
Training Day,7.7,464000.0,71.0,R,2001,2h 2m,Antoine Fuqua,634,86,OWA0080,N/A
The Equalizer 2,6.7,188000.0,50.0,R,2018,2h 1m,Antoine Fuqua,779,86,N/A,N/A
The Magnificent Seven,6.9,225000.0,54.0,PG-13,2016,2h 12m,Antoine Fuqua,1183,86,N/A,N/A
Shooter,7.1,351000.0,53.0,R,2007,2h 4m,Antoine Fuqua,1360,86,N/A,N/A
Infinite,5.5,59000.0,28.0,PG-13,2021,1h 46m,Antoine Fuqua,1388,86,N/A,N/A
The Guilty,6.3,143000.0,63.0,R,2021,1h 30m,Antoine Fuqua,1417,86,N/A,N/A
King Arthur,6.3,174000.0,46.0,PG-13,2004,2h 6m,Antoine Fuqua,1546,86,N/A,N/A
Southpaw,7.3,254000.0,57.0,R,2015,2h 4m,Antoine Fuqua,1687,86,N/A,N/A
Merry Little Batman,6.4,1900.0,74.0,TV-Y7,2023,1h 32m,Mike Roth,79,87,N/A,N/A
Underwater,5.9,93000.0,48.0,PG-13,2020,1h 35m,William Eubank,80,88,N/A,N/A
Taylor Swift: The Eras Tour,8.2,14000.0,83.0,PG-13,2023,2h 49m,Sam Wrench,81,89,N/A,N/A
Christmas with the Kranks,5.5,56000.0,22.0,PG,2004,1h 39m,Joe Roth,82,90,N/A,N/A
John Wick: Chapter 4,7.7,308000.0,78.0,R,2023,2h 49m,Chad Stahelski,83,91,N/A,N/A
John Wick: Chapter 3 - Parabellum,7.4,413000.0,73.0,R,2019,2h 10m,Chad Stahelski,572,91,N/A,N/A
John Wick: Chapter 2,7.4,499000.0,75.0,R,2017,2h 2m,Chad Stahelski,755,91,N/A,N/A
The Santa Clause 2,5.7,63000.0,48.0,G,2002,1h 44m,Michael Lembeck,84,92,N/A,N/A
The Santa Clause 3: The Escape Clause,4.8,42000.0,32.0,G,2006,1h 32m,Michael Lembeck,205,92,N/A,N/A
Gran Turismo,7.2,66000.0,48.0,PG-13,2023,2h 14m,Neill Blomkamp,85,93,N/A,N/A
District 9,7.9,708000.0,81.0,R,2009,1h 52m,Neill Blomkamp,1095,93,N/A,N/A
Elysium,6.6,466000.0,61.0,R,2013,1h 49m,Neill Blomkamp,1538,93,N/A,N/A
Four Christmases,5.7,79000.0,41.0,PG-13,2008,1h 28m,Seth Gordon,87,96,N/A,N/A
Baywatch,5.5,199000.0,37.0,R,2017,1h 56m,Seth Gordon,507,96,N/A,N/A
Horrible Bosses,6.9,465000.0,57.0,R,2011,1h 38m,Seth Gordon,1276,96,N/A,N/A
Mad Max: Fury Road,8.1,1100000.0,90.0,R,2015,2h,George Miller,88,97,OWA0053,N/A
Mad Max: Fury Road,8.1,1100000.0,90.0,R,2015,2h,George Miller,88,97,OWA0020,N/A
Mad Max: Fury Road,8.1,1100000.0,90.0,R,2015,2h,George Miller,88,97,OWA0101,N/A
Mad Max: Fury Road,8.1,1100000.0,90.0,R,2015,2h,George Miller,88,97,OWA0102,N/A
Mad Max: Fury Road,8.1,1100000.0,90.0,R,2015,2h,George Miller,88,97,OWA0097,N/A
Mad Max: Fury Road,8.1,1100000.0,90.0,R,2015,2h,George Miller,88,97,OWA0100,N/A
Mad Max,6.8,218000.0,73.0,R,1979,1h 28m,George Miller,681,97,N/A,N/A
The Witches of Eastwick,6.5,76000.0,67.0,R,1987,1h 58m,George Miller,803,97,N/A,N/A
The Road Warrior,7.6,190000.0,77.0,R,1981,1h 36m,George Miller,906,97,N/A,N/A
Three Thousand Years of Longing,6.7,57000.0,60.0,R,2022,1h 48m,George Miller,1263,97,N/A,N/A
Glory,7.8,142000.0,78.0,R,1989,2h 2m,Edward Zwick,89,98,OWA0025,N/A
Glory,7.8,142000.0,78.0,R,1989,2h 2m,Edward Zwick,89,98,OWA0004,N/A
Glory,7.8,142000.0,78.0,R,1989,2h 2m,Edward Zwick,89,98,OWA0057,N/A
Love & Other Drugs,6.7,219000.0,55.0,R,2010,1h 52m,Edward Zwick,322,98,N/A,N/A
The Last Samurai,7.8,463000.0,55.0,R,2003,2h 34m,Edward Zwick,1017,98,N/A,N/A
Jack Reacher: Never Go Back,6.1,171000.0,47.0,PG-13,2016,1h 58m,Edward Zwick,1105,98,N/A,N/A
Legends of the Fall,7.5,179000.0,45.0,R,1994,2h 13m,Edward Zwick,1184,98,OWA0004,N/A
Blood Diamond,8.0,577000.0,64.0,R,2006,2h 23m,Edward Zwick,1310,98,N/A,N/A
Suicide Squad,5.9,714000.0,40.0,PG-13,2016,2h 3m,David Ayer,90,99,OWA0101,N/A
Fury,7.6,532000.0,64.0,R,2014,2h 14m,David Ayer,489,99,N/A,N/A
The Muppet Christmas Carol,7.8,67000.0,64.0,G,1992,1h 25m,Brian Henson,91,100,N/A,N/A
The Family Stone,6.3,73000.0,56.0,PG-13,2005,1h 43m,Thomas Bezucha,92,101,N/A,N/A
The Lord of the Rings: The Fellowship of the Ring,8.8,2000000.0,92.0,PG-13,2001,2h 58m,Peter Jackson,94,104,OWA0004,N/A
The Lord of the Rings: The Fellowship of the Ring,8.8,2000000.0,92.0,PG-13,2001,2h 58m,Peter Jackson,94,104,OWA0092,N/A
The Lord of the Rings: The Fellowship of the Ring,8.8,2000000.0,92.0,PG-13,2001,2h 58m,Peter Jackson,94,104,OWA0030,N/A
The Lord of the Rings: The Fellowship of the Ring,8.8,2000000.0,92.0,PG-13,2001,2h 58m,Peter Jackson,94,104,OWA0084,N/A
The Lord of the Rings: The Return of the King,9.0,1900000.0,94.0,PG-13,2003,3h 21m,Peter Jackson,191,104,OWA0003,GG010
The Lord of the Rings: The Return of the King,9.0,1900000.0,94.0,PG-13,2003,3h 21m,Peter Jackson,191,104,OWA0053,GG010
The Lord of the Rings: The Return of the King,9.0,1900000.0,94.0,PG-13,2003,3h 21m,Peter Jackson,191,104,OWA0012,GG010
The Lord of the Rings: The Return of the King,9.0,1900000.0,94.0,PG-13,2003,3h 21m,Peter Jackson,191,104,OWA0020,GG010
The Lord of the Rings: The Return of the King,9.0,1900000.0,94.0,PG-13,2003,3h 21m,Peter Jackson,191,104,OWA0092,GG010
The Lord of the Rings: The Return of the King,9.0,1900000.0,94.0,PG-13,2003,3h 21m,Peter Jackson,191,104,OWA0030,GG010
The Lord of the Rings: The Return of the King,9.0,1900000.0,94.0,PG-13,2003,3h 21m,Peter Jackson,191,104,OWA0078,GG010
The Lord of the Rings: The Return of the King,9.0,1900000.0,94.0,PG-13,2003,3h 21m,Peter Jackson,191,104,OWA0060,GG010
The Lord of the Rings: The Return of the King,9.0,1900000.0,94.0,PG-13,2003,3h 21m,Peter Jackson,191,104,OWA0100,GG010
The Lord of the Rings: The Return of the King,9.0,1900000.0,94.0,PG-13,2003,3h 21m,Peter Jackson,191,104,OWA0084,GG010
The Lord of the Rings: The Return of the King,9.0,1900000.0,94.0,PG-13,2003,3h 21m,Peter Jackson,191,104,OWA0099,GG010
The Lord of the Rings: The Two Towers,8.8,1700000.0,87.0,PG-13,2002,2h 59m,Peter Jackson,339,104,OWA0097,N/A
The Lord of the Rings: The Two Towers,8.8,1700000.0,87.0,PG-13,2002,2h 59m,Peter Jackson,339,104,OWA0084,N/A
The Hobbit: An Unexpected Journey,7.8,860000.0,58.0,PG-13,2012,2h 49m,Peter Jackson,371,104,N/A,N/A
The Lovely Bones,6.6,178000.0,42.0,PG-13,2009,2h 15m,Peter Jackson,687,104,N/A,N/A
King Kong,7.2,441000.0,81.0,PG-13,2005,3h 7m,Peter Jackson,747,104,OWA0073,N/A
King Kong,7.2,441000.0,81.0,PG-13,2005,3h 7m,Peter Jackson,747,104,OWA0097,N/A
King Kong,7.2,441000.0,81.0,PG-13,2005,3h 7m,Peter Jackson,747,104,OWA0100,N/A
King Kong,7.2,441000.0,81.0,PG-13,2005,3h 7m,Peter Jackson,747,104,OWA0084,N/A
The Hobbit: The Desolation of Smaug,7.8,694000.0,66.0,PG-13,2013,2h 41m,Peter Jackson,822,104,N/A,N/A
The Hobbit: The Battle of the Five Armies,7.4,561000.0,59.0,PG-13,2014,2h 24m,Peter Jackson,1115,104,N/A,N/A
Pride & Prejudice,7.8,322000.0,82.0,PG,2005,2h 9m,Joe Wright,95,105,N/A,N/A
Atonement,7.8,295000.0,85.0,R,2007,2h 3m,Joe Wright,651,105,OWA0030,N/A
Darkest Hour,7.4,216000.0,75.0,PG-13,2017,2h 5m,Joe Wright,1251,105,OWA0080,N/A
Darkest Hour,7.4,216000.0,75.0,PG-13,2017,2h 5m,Joe Wright,1251,105,OWA0101,N/A
Anna Karenina,6.6,105000.0,63.0,R,2012,2h 9m,Joe Wright,1500,105,OWA0053,N/A
Freelance,5.4,6800.0,24.0,R,2023,1h 48m,Pierre Morel,98,106,N/A,N/A
Taken,7.8,626000.0,51.0,PG-13,2008,1h 30m,Pierre Morel,329,106,N/A,N/A
Pulp Fiction,8.9,2200000.0,95.0,R,1994,2h 34m,Quentin Tarantino,101,107,OWA0088,N/A
Once Upon a Time in Hollywood,7.6,815000.0,83.0,R,2019,2h 41m,Quentin Tarantino,122,107,N/A,N/A
Inglourious Basterds,8.4,1500000.0,69.0,R,2009,2h 33m,Quentin Tarantino,150,107,OWA0025,N/A
Django Unchained,8.5,1700000.0,81.0,R,2012,2h 45m,Quentin Tarantino,187,107,OWA0025,N/A
Django Unchained,8.5,1700000.0,81.0,R,2012,2h 45m,Quentin Tarantino,187,107,OWA0036,N/A
Kill Bill: Vol. 1,8.2,1200000.0,69.0,R,2003,1h 51m,Quentin Tarantino,368,107,N/A,N/A
The Hateful Eight,7.8,645000.0,68.0,R,2015,2h 48m,Quentin Tarantino,376,107,OWA0030,N/A
Reservoir Dogs,8.3,1100000.0,81.0,R,1992,1h 39m,Quentin Tarantino,529,107,N/A,N/A
Jackie Brown,7.5,367000.0,62.0,R,1997,2h 34m,Quentin Tarantino,1098,107,N/A,N/A
Kill Bill: Vol. 2,8.0,792000.0,83.0,R,2004,2h 17m,Quentin Tarantino,1104,107,N/A,N/A
The Age of Adaline,7.2,198000.0,51.0,PG-13,2015,1h 52m,Lee Toland Krieger,102,108,N/A,N/A
The Exorcist: Believer,4.8,32000.0,39.0,R,2023,1h 51m,David Gordon Green,103,109,N/A,N/A
Bad Santa,7.1,152000.0,70.0,R,2003,1h 32m,Terry Zwigoff,104,110,N/A,N/A
Scott Pilgrim vs. the World,7.5,458000.0,69.0,PG-13,2010,1h 52m,Edgar Wright,105,111,N/A,N/A
Last Night in Soho,7.0,169000.0,65.0,R,2021,1h 56m,Edgar Wright,369,111,N/A,N/A
Baby Driver,7.6,591000.0,86.0,R,2017,1h 53m,Edgar Wright,641,111,N/A,N/A
Hot Fuzz,7.8,528000.0,81.0,R,2007,2h 1m,Edgar Wright,720,111,N/A,N/A
Shaun of the Dead,7.9,585000.0,76.0,R,2004,1h 39m,Edgar Wright,1021,111,N/A,N/A
Sound of Freedom,7.7,90000.0,36.0,PG-13,2023,2h 11m,Alejandro Monteverde,108,114,N/A,N/A
Krampus,6.2,82000.0,49.0,PG-13,2015,1h 38m,Michael Dougherty,110,117,N/A,N/A
Godzilla: King of the Monsters,6.0,199000.0,48.0,PG-13,2019,2h 12m,Michael Dougherty,179,117,N/A,N/A
L.A. Confidential,8.2,607000.0,91.0,R,1997,2h 18m,Curtis Hanson,112,118,OWA0026,N/A
L.A. Confidential,8.2,607000.0,91.0,R,1997,2h 18m,Curtis Hanson,112,118,OWA0095,N/A
8 Mile,7.2,314000.0,77.0,R,2002,1h 50m,Curtis Hanson,434,118,OWA0078,N/A
Transformers: Rise of the Beasts,6.0,92000.0,42.0,PG-13,2023,2h 7m,Steven Caple Jr.,113,119,N/A,N/A
Top Gun: Maverick,8.3,647000.0,78.0,PG-13,2022,2h 10m,Joseph Kosinski,114,120,OWA0057,N/A
TRON: Legacy,6.8,351000.0,49.0,PG,2010,2h 5m,Joseph Kosinski,949,120,N/A,N/A
Oblivion,7.0,547000.0,54.0,PG-13,2013,2h 4m,Joseph Kosinski,1046,120,N/A,N/A
Beverly Hills Cop,7.4,197000.0,66.0,R,1984,1h 45m,Martin Brest,115,121,N/A,N/A
Meet Joe Black,7.2,259000.0,43.0,PG-13,1998,2h 58m,Martin Brest,442,121,N/A,N/A
Scent of a Woman,8.0,322000.0,57.0,R,1992,2h 36m,Martin Brest,1029,121,OWA0080,GG010
Midnight Run,7.5,93000.0,78.0,R,1988,2h 6m,Martin Brest,1297,121,N/A,N/A
The Christmas Chronicles,7.0,81000.0,52.0,PG,2018,1h 44m,Clay Kaytis,116,122,N/A,N/A
A Christmas Story Christmas,6.7,17000.0,55.0,PG,2022,1h 38m,Clay Kaytis,130,122,N/A,N/A
The Nightmare Before Christmas,7.9,369000.0,82.0,PG,1993,1h 16m,Henry Selick,119,125,N/A,N/A
Coraline,7.7,258000.0,80.0,PG,2009,1h 40m,Henry Selick,983,125,N/A,N/A
Deck the Halls,5.0,32000.0,28.0,PG,2006,1h 33m,John Whitesell,120,126,N/A,N/A
Holidate,6.1,76000.0,44.0,TV-MA,2020,1h 44m,John Whitesell,236,126,N/A,N/A
Bottoms,6.8,25000.0,74.0,R,2023,1h 31m,Emma Seligman,121,127,N/A,N/A
Avatar: The Way of Water,7.6,472000.0,67.0,PG-13,2022,3h 12m,James Cameron,123,128,OWA0084,N/A
Titanic,7.9,1300000.0,75.0,PG-13,1997,3h 14m,James Cameron,133,128,OWA0049,N/A
Titanic,7.9,1300000.0,75.0,PG-13,1997,3h 14m,James Cameron,133,128,OWA0003,N/A
Titanic,7.9,1300000.0,75.0,PG-13,1997,3h 14m,James Cameron,133,128,OWA0004,N/A
Titanic,7.9,1300000.0,75.0,PG-13,1997,3h 14m,James Cameron,133,128,OWA0053,N/A
Titanic,7.9,1300000.0,75.0,PG-13,1997,3h 14m,James Cameron,133,128,OWA0012,N/A
Titanic,7.9,1300000.0,75.0,PG-13,1997,3h 14m,James Cameron,133,128,OWA0020,N/A
Titanic,7.9,1300000.0,75.0,PG-13,1997,3h 14m,James Cameron,133,128,OWA0070,N/A
Titanic,7.9,1300000.0,75.0,PG-13,1997,3h 14m,James Cameron,133,128,OWA0078,N/A
Titanic,7.9,1300000.0,75.0,PG-13,1997,3h 14m,James Cameron,133,128,OWA0060,N/A
Titanic,7.9,1300000.0,75.0,PG-13,1997,3h 14m,James Cameron,133,128,OWA0057,N/A
Titanic,7.9,1300000.0,75.0,PG-13,1997,3h 14m,James Cameron,133,128,OWA0093,N/A
Titanic,7.9,1300000.0,75.0,PG-13,1997,3h 14m,James Cameron,133,128,OWA0084,N/A
Aliens,8.4,751000.0,84.0,R,1986,2h 17m,James Cameron,291,128,OWA0093,N/A
Aliens,8.4,751000.0,84.0,R,1986,2h 17m,James Cameron,291,128,OWA0084,N/A
Terminator 2: Judgment Day,8.6,1200000.0,75.0,R,1991,2h 17m,James Cameron,297,128,OWA0092,N/A
Terminator 2: Judgment Day,8.6,1200000.0,75.0,R,1991,2h 17m,James Cameron,297,128,OWA0057,N/A
Terminator 2: Judgment Day,8.6,1200000.0,75.0,R,1991,2h 17m,James Cameron,297,128,OWA0093,N/A
Terminator 2: Judgment Day,8.6,1200000.0,75.0,R,1991,2h 17m,James Cameron,297,128,OWA0084,N/A
The Abyss,7.5,188000.0,62.0,PG-13,1989,2h 20m,James Cameron,350,128,OWA0084,N/A
Avatar,7.9,1400000.0,83.0,PG-13,2009,2h 42m,James Cameron,357,128,OWA0003,GG010
Avatar,7.9,1400000.0,83.0,PG-13,2009,2h 42m,James Cameron,357,128,OWA0004,GG010
Avatar,7.9,1400000.0,83.0,PG-13,2009,2h 42m,James Cameron,357,128,OWA0084,GG010
The Terminator,8.1,909000.0,84.0,R,1984,1h 47m,James Cameron,414,128,N/A,N/A
True Lies,7.3,276000.0,63.0,R,1994,2h 21m,James Cameron,739,128,N/A,N/A
Love,6.1,65000.0,51.0,TV-MA,2015,2h 15m,Gaspar No̩,124,129,N/A,N/A
Saw X,6.6,60000.0,60.0,R,2023,1h 58m,Kevin Greutert,127,130,N/A,N/A
It's a Wonderful Knife,5.3,3700.0,52.0,R,2023,1h 27m,Tyler MacIntyre,129,131,N/A,N/A
Babylon,7.1,155000.0,61.0,R,2022,3h 9m,Damien Chazelle,131,132,N/A,N/A
Whiplash,8.5,953000.0,89.0,R,2014,1h 46m,Damien Chazelle,132,132,OWA0025,N/A
Whiplash,8.5,953000.0,89.0,R,2014,1h 46m,Damien Chazelle,132,132,OWA0020,N/A
Whiplash,8.5,953000.0,89.0,R,2014,1h 46m,Damien Chazelle,132,132,OWA0100,N/A
La La Land,8.0,645000.0,94.0,PG-13,2016,2h 8m,Damien Chazelle,298,132,OWA0081,GG006
La La Land,8.0,645000.0,94.0,PG-13,2016,2h 8m,Damien Chazelle,298,132,OWA0004,GG006
La La Land,8.0,645000.0,94.0,PG-13,2016,2h 8m,Damien Chazelle,298,132,OWA0012,GG006
La La Land,8.0,645000.0,94.0,PG-13,2016,2h 8m,Damien Chazelle,298,132,OWA0030,GG006
La La Land,8.0,645000.0,94.0,PG-13,2016,2h 8m,Damien Chazelle,298,132,OWA0078,GG006
La La Land,8.0,645000.0,94.0,PG-13,2016,2h 8m,Damien Chazelle,298,132,OWA0102,GG006
