Movie_Name,Rating,Votes,Meta_score,PG_Rating,Year,Duration,Movie_ID,Director_ID,Oscar_Award_ID,GG_Award_ID
Maze Runner: The Death Cure,6.2,157000,50,PG-13,2018,2h 23m,1040,347,,
Falling for Christmas,5.2,27000,40,TV-PG,2022,1h 33m,445,350,,
One Flew Over the Cuckoo's Nest,8.7,1100000,84,R,1975,2h 13m,446,351,,
Amadeus,8.4,421000,87,PG,1984,2h 40m,787,351,OWA0080,GG003
Amadeus,8.4,421000,87,PG,1984,2h 40m,787,351,OWA0080,GG012
Amadeus,8.4,421000,87,PG,1984,2h 40m,787,351,OWA0080,GG001
Amadeus,8.4,421000,87,PG,1984,2h 40m,787,351,OWA0003,GG003
Amadeus,8.4,421000,87,PG,1984,2h 40m,787,351,OWA0003,GG012
Amadeus,8.4,421000,87,PG,1984,2h 40m,787,351,OWA0003,GG001
Amadeus,8.4,421000,87,PG,1984,2h 40m,787,351,OWA0053,GG003
Amadeus,8.4,421000,87,PG,1984,2h 40m,787,351,OWA0053,GG012
Amadeus,8.4,421000,87,PG,1984,2h 40m,787,351,OWA0053,GG001
Amadeus,8.4,421000,87,PG,1984,2h 40m,787,351,OWA0012,GG003
Amadeus,8.4,421000,87,PG,1984,2h 40m,787,351,OWA0012,GG012
Amadeus,8.4,421000,87,PG,1984,2h 40m,787,351,OWA0012,GG001
Amadeus,8.4,421000,87,PG,1984,2h 40m,787,351,OWA0092,GG003
Amadeus,8.4,421000,87,PG,1984,2h 40m,787,351,OWA0092,GG012
Amadeus,8.4,421000,87,PG,1984,2h 40m,787,351,OWA0092,GG001
Amadeus,8.4,421000,87,PG,1984,2h 40m,787,351,OWA0060,GG003
Amadeus,8.4,421000,87,PG,1984,2h 40m,787,351,OWA0060,GG012
Amadeus,8.4,421000,87,PG,1984,2h 40m,787,351,OWA0060,GG001
Amadeus,8.4,421000,87,PG,1984,2h 40m,787,351,OWA0057,GG003
Amadeus,8.4,421000,87,PG,1984,2h 40m,787,351,OWA0057,GG012
Amadeus,8.4,421000,87,PG,1984,2h 40m,787,351,OWA0057,GG001
Amadeus,8.4,421000,87,PG,1984,2h 40m,787,351,OWA0087,GG003
Amadeus,8.4,421000,87,PG,1984,2h 40m,787,351,OWA0087,GG012
Amadeus,8.4,421000,87,PG,1984,2h 40m,787,351,OWA0087,GG001
Blockers,6.2,84000,69,R,2018,1h 42m,448,352,,
Jumanji,7.1,369000,39,PG,1995,1h 44m,449,312,,
Captain America: The First Avenger,6.9,884000,66,PG-13,2011,2h 4m,802,312,,
The Mummy,7.1,453000,48,PG-13,1999,2h 4m,450,353,,
G.I. Joe: The Rise of Cobra,5.7,214000,32,PG-13,2009,1h 58m,1064,353,,
The Mummy Returns,6.4,341000,48,PG-13,2001,2h 10m,1369,353,,
Van Helsing,6.1,281000,35,PG-13,2004,2h 11m,1400,353,,
Surviving Christmas,5.4,27000,19,PG-13,2004,1h 31m,454,356,,
Sky High,6.3,93000,62,PG,2005,1h 40m,870,356,,
Bridget Jones's Diary,6.8,259000,66,R,2001,1h 37m,456,357,,
Godmothered,6.1,14000,49,PG,2020,1h 50m,1482,357,,
American History X,8.5,1200000,62,R,1998,1h 59m,462,362,,
The Pianist,8.5,891000,85,R,2002,2h 30m,463,363,OWA0080,
The Pianist,8.5,891000,85,R,2002,2h 30m,463,363,OWA0012,
The Pianist,8.5,891000,85,R,2002,2h 30m,463,363,OWA0099,
Chinatown,8.2,344000,92,R,1974,2h 10m,941,363,OWA0036,GG012
Chinatown,8.2,344000,92,R,1974,2h 10m,941,363,OWA0036,GG001
Chinatown,8.2,344000,92,R,1974,2h 10m,941,363,OWA0036,GG011
Rosemary's Baby,8.0,231000,96,Approved,1968,2h 17m,1154,363,OWA0026,GG009
The Ninth Gate,6.7,195000,44,R,1999,2h 13m,1694,363,,
The Star,6.3,9100,42,PG,2017,1h 26m,464,364,,
The Phantom of the Opera,7.2,129000,40,PG-13,2004,2h 23m,471,368,,
The Lost Boys,7.2,158000,63,R,1987,1h 37m,590,368,,
A Time to Kill,7.5,177000,53,R,1996,2h 29m,671,368,,
Batman Forever,5.4,264000,54,PG-13,1995,2h 1m,1027,368,,
Batman & Robin,3.8,265000,29,PG-13,1997,2h 5m,1057,368,,
Falling Down,7.6,203000,56,R,1993,1h 53m,1292,368,,
The Client,6.7,72000,65,PG-13,1994,1h 59m,1336,368,,
St. Elmo's Fire,6.4,45000,35,R,1985,1h 50m,1708,368,,
Once Upon a Time in America,8.3,371000,75,R,1984,3h 49m,472,369,,
Fatman,5.9,29000,40,R,2020,1h 40m,473,370,,
Donnie Darko,8.0,837000,88,R,2001,1h 53m,474,371,,
Fall,6.4,97000,62,PG-13,2022,1h 47m,475,372,,
The Girl Next Door,6.7,236000,47,R,2004,1h 49m,478,373,,
Almost Famous,7.9,289000,90,R,2000,2h 2m,479,375,OWA0088,GG004
Almost Famous,7.9,289000,90,R,2000,2h 2m,479,375,OWA0088,GG009
Jerry Maguire,7.3,283000,77,R,1996,2h 19m,1215,375,OWA0025,GG006
Vanilla Sky,6.9,282000,45,R,2001,2h 16m,1302,375,,
The Hunt,6.5,125000,50,R,2020,1h 30m,482,376,,
The King,7.3,146000,62,R,2019,2h 20m,490,379,,
The Unbearable Weight of Massive Talent,7.0,140000,68,R,2022,1h 47m,492,380,,
That Awkward Moment,6.1,107000,36,R,2014,1h 34m,1207,380,,
Star Wars: Episode IX - The Rise of Skywalker,6.4,482000,53,PG-13,2019,2h 21m,493,381,,
Star Wars: Episode VII - The Force Awakens,7.8,963000,80,PG-13,2015,2h 18m,692,381,,
Star Trek,7.9,616000,82,PG-13,2009,2h 7m,859,381,OWA0092,
Mission: Impossible III,6.9,385000,66,PG-13,2006,2h 6m,1188,381,,
Super 8,7.0,365000,72,PG-13,2011,1h 52m,1355,381,,
PAW Patrol: The Mighty Movie,6.0,4000,49,PG,2023,1h 28m,495,382,,
Crocodile Dundee,6.6,113000,62,PG-13,1986,1h 37m,497,383,,
The Voyeurs,6.1,28000,54,R,2021,1h 56m,499,384,,
Matilda,7.0,170000,72,PG,1996,1h 42m,501,385,,
"Red, White & Royal Blue",7.0,43000,62,R,2023,1h 58m,503,386,,
Brothers,7.1,142000,58,R,2009,1h 45m,509,388,,
Prey,7.1,219000,71,R,2022,1h 40m,512,390,,
10 Cloverfield Lane,7.2,349000,76,PG-13,2016,1h 43m,1172,390,,
Wonder Woman,7.4,690000,76,PG-13,2017,2h 21m,514,391,,
Wonder Woman 1984,5.4,287000,60,PG-13,2020,2h 31m,819,391,,
Monster,7.3,159000,74,R,2003,1h 49m,914,391,OWA0081,GG002
Idiocracy,6.5,178000,66,R,2006,1h 24m,520,392,,
Office Space,7.6,283000,68,R,1999,1h 29m,708,392,,
BlacKkKlansman,7.5,285000,83,R,2018,2h 15m,521,393,OWA0099,
Inside Man,7.6,392000,76,R,2006,2h 9m,1426,393,,
Oldboy,5.8,80000,49,R,2013,1h 44m,1641,393,,
The Devil Wears Prada,6.9,451000,62,PG-13,2006,1h 49m,524,394,,
Jerry and Marge Go Large,6.9,21000,52,PG-13,2022,1h 36m,1069,394,,
What Happens Later,4.9,1500,59,R,2023,1h 43m,525,395,,
Kingsman: The Secret Service,7.7,704000,60,R,2014,2h 9m,526,396,,
Stardust,7.6,282000,66,PG-13,2007,2h 7m,637,396,,
The King's Man,6.3,167000,44,R,2021,2h 11m,694,396,,
Kick-Ass,7.6,586000,66,R,2010,1h 57m,1008,396,,
Kingsman: The Golden Circle,6.7,355000,44,R,2017,2h 21m,1009,396,,
X-Men: First Class,7.7,716000,65,PG-13,2011,2h 11m,1079,396,,
Layer Cake,7.3,192000,73,R,2004,1h 45m,1634,396,,
Cocaine Bear,5.9,100000,54,R,2023,1h 35m,528,397,,
Snowpiercer,7.1,383000,84,R,2013,2h 6m,530,398,,
How It Ends,5.1,57000,36,TV-MA,2018,1h 53m,531,399,,
Shame,7.2,204000,72,NC-17,2011,1h 41m,534,400,,
12 Years a Slave,8.1,731000,96,R,2013,2h 14m,842,400,OWA0026,GG001
12 Years a Slave,8.1,731000,96,R,2013,2h 14m,842,400,OWA0060,GG001
12 Years a Slave,8.1,731000,96,R,2013,2h 14m,842,400,OWA0099,GG001
Occupied City,7.1,141,75,PG-13,2023,4h 6m,1742,400,,
Under the Skin,6.3,154000,80,R,2013,1h 48m,535,401,,
Birth,6.2,39000,51,R,2004,1h 40m,1740,401,,
Quiz Lady,6.7,14000,59,R,2023,1h 39m,538,402,,
Clue,7.2,107000,41,PG,1985,1h 34m,540,403,,
My Cousin Vinny,7.6,137000,68,R,1992,2h,625,403,OWA0026,
The Whole Nine Yards,6.7,128000,47,R,2000,1h 38m,1594,403,,
Men in Black,7.3,601000,71,PG-13,1997,1h 38m,542,404,OWA0092,
The Addams Family,6.9,177000,57,PG-13,1991,1h 39m,1042,404,,
Men in Black II,6.2,397000,49,PG-13,2002,1h 28m,1146,404,,
Men in Black 3,6.8,382000,58,PG-13,2012,1h 46m,1253,404,,
Addams Family Values,6.8,108000,61,PG-13,1993,1h 34m,1456,404,,
Single All the Way,6.2,19000,49,TV-PG,2021,1h 39m,545,407,,
Eternals,6.3,376000,52,PG-13,2021,2h 36m,546,408,,
Nomadland,7.3,177000,89,R,2020,1h 47m,955,408,OWA0081,GG001
Nomadland,7.3,177000,89,R,2020,1h 47m,955,408,OWA0081,GG011
Nomadland,7.3,177000,89,R,2020,1h 47m,955,408,OWA0012,GG001
Nomadland,7.3,177000,89,R,2020,1h 47m,955,408,OWA0012,GG011
Nomadland,7.3,177000,89,R,2020,1h 47m,955,408,OWA0060,GG001
Nomadland,7.3,177000,89,R,2020,1h 47m,955,408,OWA0060,GG011
Ocean's Eleven,7.7,607000,74,PG-13,2001,1h 56m,547,409,,
Erin Brockovich,7.4,215000,73,R,2000,2h 11m,865,409,OWA0081,GG002
Traffic,7.6,217000,86,R,2000,2h 27m,951,409,OWA0025,GG012
Traffic,7.6,217000,86,R,2000,2h 27m,951,409,OWA0025,GG010
Traffic,7.6,217000,86,R,2000,2h 27m,951,409,OWA0012,GG012
Traffic,7.6,217000,86,R,2000,2h 27m,951,409,OWA0012,GG010
Traffic,7.6,217000,86,R,2000,2h 27m,951,409,OWA0020,GG012
Traffic,7.6,217000,86,R,2000,2h 27m,951,409,OWA0020,GG010
Traffic,7.6,217000,86,R,2000,2h 27m,951,409,OWA0095,GG012
Traffic,7.6,217000,86,R,2000,2h 27m,951,409,OWA0095,GG010
Logan Lucky,7.0,160000,78,PG-13,2017,1h 58m,1143,409,,
Contagion,6.8,313000,70,PG-13,2011,1h 46m,1468,409,,
Ocean's Twelve,6.5,409000,58,PG-13,2004,2h 5m,1577,409,,
Ocean's Thirteen,6.9,363000,62,PG-13,2007,2h 2m,1590,409,,
Magic Mike,6.1,146000,72,R,2012,1h 50m,1650,409,,
Ghostbusters: Afterlife,7.1,206000,45,PG-13,2021,2h 4m,548,410,,
Juno,7.5,543000,81,PG-13,2007,1h 36m,989,410,OWA0036,
13 Going on 30,6.3,211000,57,PG-13,2004,1h 38m,550,413,,
Serendipity,6.8,119000,52,PG-13,2001,1h 30m,551,414,,
Toy Story,8.3,1000000,96,G,1995,1h 21m,554,324,,
Ant-Man and the Wasp: Quantumania,6.1,215000,48,PG-13,2023,2h 4m,555,415,,
Bring It On,6.1,103000,52,PG-13,2000,1h 38m,1182,415,,
The Noel Diary,6.1,18000,63,TV-14,2022,1h 39m,556,416,,
Father of the Bride,6.5,83000,51,PG,1991,1h 45m,1711,416,,
The Nice Guys,7.4,361000,70,R,2016,1h 56m,557,417,,
Kiss Kiss Bang Bang,7.5,235000,72,R,2005,1h 43m,1022,417,,
Iron Man 3,7.1,887000,62,PG-13,2013,2h 10m,1125,417,,
The Predator,5.3,141000,48,R,2018,1h 47m,1269,417,,
Not Another Teen Movie,5.8,114000,32,R,2001,1h 29m,559,420,,
The Bishop's Wife,7.6,20000,73,G,1947,1h 49m,560,421,OWA0015,
28 Days Later,7.5,436000,73,R,2002,1h 53m,561,422,,
Trainspotting,8.1,715000,83,R,1996,1h 33m,696,422,,
Sunshine,7.2,263000,64,R,2007,1h 47m,862,422,,
The Beach,6.6,251000,43,R,2000,1h 59m,1329,422,,
Yesterday,6.8,163000,55,PG-13,2019,1h 56m,1636,422,,
Jennifer's Body,5.5,148000,47,R,2009,1h 42m,564,423,,
Jurassic World Dominion,5.6,196000,38,PG-13,2022,2h 27m,565,424,,
Jurassic World,6.9,671000,59,PG-13,2015,2h 4m,579,424,,
Just Friends,6.2,125000,47,PG-13,2005,1h 36m,566,425,,
Cruel Intentions,6.8,202000,56,R,1999,1h 37m,948,425,,
After We Collided,5.0,37000,14,R,2020,1h 45m,1213,425,,
"Silent Night, Deadly Night",5.8,18000,31,R,1984,1h 19m,567,426,,
Moonlight,7.4,326000,99,R,2016,1h 51m,569,428,OWA0025,GG001
Moonlight,7.4,326000,99,R,2016,1h 51m,569,428,OWA0060,GG001
Moonlight,7.4,326000,99,R,2016,1h 51m,569,428,OWA0099,GG001
Licence to Kill,6.6,111000,58,PG-13,1989,2h 13m,571,429,,
For Your Eyes Only,6.7,107000,54,PG,1981,2h 7m,861,429,,
The Living Daylights,6.7,104000,59,PG,1987,2h 10m,1373,429,,
Extraction II,7.0,137000,57,R,2023,2h 2m,573,430,,
Extraction,6.8,256000,56,R,2020,1h 56m,1275,430,,
Let It Snow,5.8,24000,51,PG-13,2019,1h 32m,574,431,,
Dear John,6.3,156000,43,PG-13,2010,1h 48m,578,311,,
What's Eating Gilbert Grape,7.7,250000,73,PG-13,1993,1h 58m,580,311,,
TÃ¡r,7.4,87000,92,R,2022,2h 38m,581,433,,
Little Children,7.5,116000,75,R,2006,2h 17m,715,433,,
An American Pickle,5.7,26000,58,PG-13,2020,1h 28m,582,434,,
Heart of Stone,5.7,55000,44,PG-13,2023,2h 2m,583,435,,
The Blue Lagoon,5.8,75000,31,R,1980,1h 44m,584,436,,
Grease,7.2,295000,70,PG,1978,1h 50m,661,436,,
The Mean One,3.8,1000,29,16+,2022,1h 33m,585,437,,
Smokin' Aces,6.6,151000,45,R,2006,1h 48m,587,438,,
The Wicker Man,7.5,90000,87,R,1973,1h 28m,588,439,,
Scream,7.4,382000,65,R,1996,1h 51m,589,440,,
A Nightmare on Elm Street,7.4,258000,76,R,1984,1h 31m,796,440,,
Love the Coopers,5.8,26000,31,PG-13,2015,1h 47m,591,441,,
Kung Fu Panda 2,7.2,309000,67,PG,2011,1h 30m,593,346,,
The Avengers,8.0,1400000,69,PG-13,2012,2h 23m,594,442,,
Serenity,7.8,303000,74,PG-13,2005,1h 59m,920,442,,
Avengers: Age of Ultron,7.3,908000,66,PG-13,2015,2h 21m,1038,442,,
To Catch a Killer,6.6,31000,43,R,2023,1h 59m,595,443,,
In Time,6.7,438000,53,PG-13,2011,1h 49m,602,444,,
Gattaca,7.7,318000,64,PG-13,1997,1h 46m,1258,444,,
Platoon,8.1,432000,92,R,1986,2h,604,445,OWA0012,GG001
Platoon,8.1,432000,92,R,1986,2h,604,445,OWA0012,GG010
Platoon,8.1,432000,92,R,1986,2h,604,445,OWA0020,GG001
Platoon,8.1,432000,92,R,1986,2h,604,445,OWA0020,GG010
Platoon,8.1,432000,92,R,1986,2h,604,445,OWA0060,GG001
Platoon,8.1,432000,92,R,1986,2h,604,445,OWA0060,GG010
Platoon,8.1,432000,92,R,1986,2h,604,445,OWA0057,GG001
Platoon,8.1,432000,92,R,1986,2h,604,445,OWA0057,GG010
Natural Born Killers,7.2,248000,74,R,1994,1h 59m,1075,445,,
JFK,8.0,167000,72,R,1991,3h 9m,1129,445,OWA0004,GG011
JFK,8.0,167000,72,R,1991,3h 9m,1129,445,OWA0020,GG011
Les MisÃ©rables,7.5,342000,63,PG-13,2012,2h 38m,606,446,,
The King's Speech,8.0,701000,88,R,2010,1h 58m,1286,446,OWA0080,GG003
The King's Speech,8.0,701000,88,R,2010,1h 58m,1286,446,OWA0012,GG003
The King's Speech,8.0,701000,88,R,2010,1h 58m,1286,446,OWA0060,GG003
The King's Speech,8.0,701000,88,R,2010,1h 58m,1286,446,OWA0036,GG003
Beautiful Boy,7.4,94000,62,R,2018,2h,608,447,,
Saturday Night Fever,6.8,86000,77,R,1977,1h 58m,609,448,,
The Father,8.2,183000,88,PG-13,2020,1h 37m,611,449,OWA0080,
The Father,8.2,183000,88,PG-13,2020,1h 37m,611,449,OWA0099,
Diary of a Wimpy Kid,6.2,57000,56,PG,2010,1h 34m,612,450,,
Percy Jackson: Sea of Monsters,5.7,124000,39,PG,2013,1h 46m,1571,450,,
Love at First Sight,6.8,27000,55,PG-13,2023,1h 31m,613,451,,
The Perks of Being a Wallflower,7.9,539000,67,PG-13,2012,1h 43m,614,452,,
Wonder,7.9,175000,66,PG,2017,1h 53m,1051,452,,
Casablanca,8.5,597000,100,PG,1942,1h 42m,615,453,OWA0012,
Casablanca,8.5,597000,100,PG,1942,1h 42m,615,453,OWA0040,
Casablanca,8.5,597000,100,PG,1942,1h 42m,615,453,OWA0024,
Bodies Bodies Bodies,6.2,62000,69,R,2022,1h 34m,616,454,,
Die Another Day,6.1,227000,56,PG-13,2002,2h 13m,617,455,,
Blonde,5.5,70000,50,NC-17,2022,2h 47m,618,456,,
Killing Them Softly,6.2,151000,64,R,2012,1h 37m,1541,456,,
Hamilton,8.3,109000,88,PG-13,2020,2h 40m,619,457,,
Now You See Me,7.2,696000,50,PG-13,2013,1h 55m,620,112,,
The Incredible Hulk,6.6,517000,61,PG-13,2008,1h 52m,1498,112,,
Clash of the Titans,5.8,290000,39,PG-13,2010,1h 46m,1689,112,,
My Big Fat Greek Wedding 3,5.2,6600,35,PG-13,2023,1h 32m,621,458,,
The Pale Blue Eye,6.6,119000,56,R,2022,2h 8m,622,459,,
Hostiles,7.2,93000,65,R,2017,2h 14m,1045,459,,
Black Mass,6.9,190000,68,R,2015,2h 3m,1323,459,,
It Happened on Fifth Avenue,7.6,6100,66,Passed,1947,1h 56m,624,460,,
The Imitation Game,8.0,811000,71,PG-13,2014,1h 54m,626,461,OWA0099,
Passengers,7.0,436000,41,PG-13,2016,1h 56m,654,461,,
After,5.3,63000,30,PG-13,2019,1h 45m,628,462,,
Scrooge: A Christmas Carol,6.2,7100,46,TV-Y7,2022,1h 36m,629,463,,
The Ritual,6.3,115000,57,TV-MA,2017,1h 34m,630,464,,
Into the Wild,8.1,649000,73,R,2007,2h 28m,631,465,,
Independence Day,7.0,598000,59,PG-13,1996,2h 25m,632,387,OWA0084,
The Day After Tomorrow,6.5,470000,47,PG-13,2004,2h 4m,680,387,,
Moonfall,5.1,96000,41,PG-13,2022,2h 10m,748,387,,
Stargate,7.0,202000,42,PG-13,1994,1h 56m,828,387,,
The Patriot,7.2,289000,63,R,2000,2h 45m,845,387,OWA0013,
Midway,6.7,93000,47,PG-13,2019,2h 18m,899,387,,
2012,5.8,393000,49,PG-13,2009,2h 38m,1110,387,,
Independence Day: Resurgence,5.2,187000,32,PG-13,2016,2h,1653,387,,
Transformers,7.0,667000,61,PG-13,2007,2h 24m,633,466,,
Transformers: The Last Knight,5.2,166000,27,PG-13,2017,2h 34m,655,466,,
Ambulance,6.1,90000,55,R,2022,2h 16m,690,466,,
Armageddon,6.7,445000,42,PG-13,1998,2h 31m,712,466,,
Pearl Harbor,6.2,348000,44,PG-13,2001,3h 3m,960,466,OWA0097,
13 Hours,7.3,157000,48,R,2016,2h 24m,978,466,,
The Rock,7.4,354000,58,R,1996,2h 16m,1278,466,,
Bad Boys,6.8,281000,41,R,1995,1h 59m,1522,466,,
6 Underground,6.1,192000,41,R,2019,2h 8m,1539,466,,
The Island,6.8,325000,50,PG-13,2005,2h 16m,1710,466,,
Transformers: Age of Extinction,5.6,328000,32,PG-13,2014,2h 45m,1748,466,,
Lady Chatterley's Lover,6.6,22000,67,R,2022,2h 6m,638,467,,
Closer,7.2,233000,65,R,2004,1h 44m,643,468,,GG009
Closer,7.2,233000,65,R,2004,1h 44m,643,468,,GG010
The Graduate,8.0,285000,83,PG,1967,1h 46m,1457,468,OWA0012,GG004
The Graduate,8.0,285000,83,PG,1967,1h 46m,1457,468,OWA0012,GG016
The Graduate,8.0,285000,83,PG,1967,1h 46m,1457,468,OWA0012,GG017
The Graduate,8.0,285000,83,PG,1967,1h 46m,1457,468,OWA0012,GG011
The Graduate,8.0,285000,83,PG,1967,1h 46m,1457,468,OWA0012,GG023
The Birdcage,7.2,98000,72,R,1996,1h 57m,1648,468,,
Vegas Vacation,5.9,52000,20,PG,1997,1h 33m,644,469,,
Labyrinth,7.3,147000,50,PG,1986,1h 41m,645,470,,
The Pelican Brief,6.6,94000,51,PG-13,1993,2h 21m,650,471,,
Sophie's Choice,7.5,52000,68,R,1982,2h 30m,1317,471,OWA0081,GG002
The Fugitive,7.8,313000,87,PG-13,1993,2h 10m,652,472,OWA0025,GG010
Holes,7.0,98000,71,PG,2003,1h 57m,1304,472,,
The Secret: Dare to Dream,6.5,17000,32,PG,2020,1h 47m,653,473,,
Ever After: A Cinderella Story,7.1,81000,66,PG-13,1998,2h 1m,1491,473,,
Sweet Home Alabama,6.2,122000,45,PG-13,2002,1h 48m,1518,473,,
Scrooge,7.5,12000,58,G,1970,1h 53m,657,474,,GG006
Jumanji: Welcome to the Jungle,6.9,413000,58,PG-13,2017,1h 59m,658,475,,
Jumanji: The Next Level,6.7,275000,58,PG-13,2019,2h 3m,1103,475,,
Bad Teacher,5.6,211000,47,R,2011,1h 32m,1696,475,,
Sex Tape,5.1,117000,36,R,2014,1h 34m,1723,475,,
Notting Hill,7.2,334000,68,PG-13,1999,2h 4m,659,476,,
City of Angels,6.7,126000,54,PG-13,1998,1h 54m,667,479,,
Casper,6.2,145000,49,PG,1995,1h 40m,1442,479,,
A Series of Unfortunate Events,6.8,218000,62,PG,2004,1h 48m,1471,479,,
Pleasure,6.4,21000,75,R,2021,1h 49m,668,480,,
M3GAN,6.4,134000,72,PG-13,2022,1h 42m,669,481,,
Rocky,8.1,617000,70,PG,1976,2h,673,482,OWA0012,GG001
Rocky,8.1,617000,70,PG,1976,2h,673,482,OWA0020,GG001
Rocky,8.1,617000,70,PG,1976,2h,673,482,OWA0060,GG001
The Karate Kid,7.3,240000,60,PG,1984,2h 6m,890,482,,
Ted,6.9,644000,62,R,2012,1h 46m,674,483,,
Ted 2,6.3,227000,48,R,2015,1h 55m,1623,483,,
The Cell,6.4,108000,40,R,2000,1h 47m,677,484,,
Immortals,6.0,175000,46,R,2011,1h 50m,1108,484,,
A Bronx Tale,7.8,156000,80,R,1993,2h 1m,691,488,,
Fool's Paradise,4.7,4900,27,R,2023,1h 38m,695,489,,
Psycho,8.5,707000,97,R,1960,1h 49m,698,490,,
The Man Who Knew Too Much,7.4,68000,76,PG,1956,2h,1058,490,OWA0022,
Rear Window,8.5,514000,100,PG,1954,1h 52m,1070,490,,
North by Northwest,8.3,341000,98,Approved,1959,2h 16m,1111,490,,
Vertigo,8.3,421000,100,PG,1958,2h 8m,1248,490,,
The Reader,7.6,256000,58,R,2008,2h 4m,701,493,OWA0081,
Nocturnal Animals,7.5,298000,67,R,2016,1h 56m,702,494,,GG010
Ernest Saves Christmas,5.7,13000,44,PG,1988,1h 35m,703,495,,
Rise of the Guardians,7.2,189000,58,PG,2012,1h 37m,704,224,,
Haunted Mansion,6.1,38000,47,PG-13,2023,2h 3m,707,497,,
Black Panther,7.3,824000,88,PG-13,2018,2h 14m,710,498,OWA0053,
Black Panther,7.3,824000,88,PG-13,2018,2h 14m,710,498,OWA0030,
Black Panther,7.3,824000,88,PG-13,2018,2h 14m,710,498,OWA0102,
Black Panther: Wakanda Forever,6.7,293000,67,PG-13,2022,2h 41m,731,498,OWA0053,GG009
Creed,7.6,306000,82,PG-13,2015,2h 13m,1179,498,,GG010
Retribution,5.3,15000,43,R,2023,1h 31m,716,499,,
Predators,6.4,241000,51,R,2010,1h 47m,1371,499,,
Insidious: The Red Door,5.5,44000,45,PG-13,2023,1h 47m,718,501,,
Save the Last Dance,6.2,65000,53,PG-13,2001,1h 52m,719,502,,
The House That Jack Built,6.8,88000,42,R,2018,2h 32m,721,503,,
Melancholia,7.1,193000,81,R,2011,2h 15m,1133,503,,
Dogville,8.0,156000,61,R,2003,2h 58m,1433,503,,
The Incredibles,8.0,790000,90,PG,2004,1h 55m,722,377,OWA0098,
The Incredibles,8.0,790000,90,PG,2004,1h 55m,722,377,OWA0097,
Tomorrowland,6.4,189000,60,PG,2015,2h 10m,875,377,,
Mission: Impossible - Ghost Protocol,7.4,522000,73,PG-13,2011,2h 12m,1131,377,,
Incredibles 2,7.6,322000,80,PG,2018,1h 58m,1502,377,,
The Mask,6.9,411000,59,PG-13,1994,1h 41m,723,504,,
Event Horizon,6.6,194000,35,R,1997,1h 36m,726,507,,
The Three Musketeers,5.7,111000,35,PG-13,2011,1h 50m,1419,507,,
Resident Evil,6.6,284000,33,R,2002,1h 40m,1557,507,,
Jules,6.8,7100,57,PG-13,2023,1h 27m,728,511,,
Margin Call,7.1,142000,76,R,2011,1h 47m,730,512,,
Triple Frontier,6.5,142000,61,R,2019,2h 5m,1221,512,,
Disobedience,6.6,35000,74,R,2017,1h 54m,734,513,,
Star Wars: Episode V - The Empire Strikes Back,8.7,1400000,82,PG,1980,2h 4m,735,514,,
Never Say Never Again,6.1,72000,68,PG,1983,2h 14m,1223,514,,
Frequency,7.4,114000,67,PG-13,2000,1h 58m,736,515,,
Primal Fear,7.7,241000,47,R,1996,2h 9m,784,515,,
Chronicle,7.0,261000,69,PG-13,2012,1h 24m,737,516,,
Fantastic Four,4.3,174000,27,PG-13,2015,1h 40m,1122,516,,
Waitress,7.0,48000,75,PG-13,2007,1h 48m,741,517,,
The Mother,5.6,44000,45,R,2023,1h 55m,742,518,,
"To Sir, with Love",7.6,20000,55,Approved,1967,1h 45m,744,519,,
Crazy Rich Asians,6.9,186000,74,PG-13,2018,2h,746,520,,
Now You See Me 2,6.4,314000,46,PG-13,2016,2h 9m,1566,520,,
The Little Things,6.3,120000,54,R,2021,2h 8m,749,521,,
The Highwaymen,6.9,100000,58,R,2019,2h 12m,1199,521,,
The Founder,7.2,171000,66,PG-13,2016,1h 55m,1401,521,,
The Blind Side,7.6,355000,53,PG-13,2009,2h 9m,1486,521,OWA0081,
The Firm,6.9,145000,58,R,1993,2h 34m,750,522,,
Mamma Mia! Here We Go Again,6.6,106000,60,PG-13,2018,1h 54m,751,523,,
Ticket to Paradise,6.1,61000,50,PG-13,2022,1h 44m,1181,523,,
Big,7.3,236000,73,PG,1988,1h 44m,753,524,,GG006
The Death of Stalin,7.2,111000,88,R,2017,1h 47m,756,525,,
Airheads,6.2,55000,46,PG-13,1994,1h 32m,757,526,,
Heathers,7.2,113000,72,R,1988,1h 43m,1267,526,,
Nightcrawler,7.8,591000,76,R,2014,1h 57m,758,527,,
Love Again,5.9,11000,32,PG-13,2023,1h 44m,759,528,,
Waiting...,6.7,104000,30,R,2005,1h 34m,760,529,,
The Royal Hotel,5.9,6000,77,R,2023,1h 31m,761,530,,
Mission: Impossible II,6.1,372000,59,PG-13,2000,2h 3m,762,531,,
Face/Off,7.3,395000,82,R,1997,2h 18m,1227,531,,
The Proposal,6.7,349000,48,PG-13,2009,1h 48m,763,532,,
Something from Tiffany's,6.2,9600,46,PG,2022,1h 27m,765,533,,
V for Vendetta,8.2,1200000,62,R,2005,2h 12m,766,534,,
White Noise,5.7,43000,66,R,2022,2h 16m,769,537,,
Marriage Story,7.9,338000,94,R,2019,2h 17m,967,537,OWA0026,GG009
Angel Heart,7.2,94000,61,X,1987,1h 53m,772,538,,
Hell or High Water,7.6,247000,88,R,2016,1h 42m,773,539,,
