Movie_Name,Rating,Votes,Meta_Score,PG_Rating,Year,Duration,Director,Movie_ID,Director_ID
G.I. Joe: The Rise of Cobra,5.7,214000,32,PG-13,2009,1h 58m,Stephen Sommers,1064,353
Zero Dark Thirty,7.4,315000,95,R,2012,2h 37m,Kathryn Bigelow,1065,307
Mortal Kombat,6,187000,44,R,2021,1h 50m,Simon McQuoid,1066,691
Daddy's Home,6.2,127000,42,PG-13,2015,1h 36m,Sean Anders,1067,67
Zombieland,7.6,610000,73,R,2009,1h 28m,Ruben Fleischer,1068,208
Jerry and Marge Go Large,6.9,21000,52,PG-13,2022,1h 36m,David Frankel,1069,394
Rear Window,8.5,514000,100,PG,1954,1h 52m,Alfred Hitchcock,1070,490
Lawrence of Arabia,8.3,309000,100,Approved,1962,3h 38m,David Lean,1072,695
Rush,8.1,505000,74,R,2013,2h 3m,Ron Howard,1073,20
"Good Luck to You, Leo Grande",7.2,35000,78,R,2022,1h 37m,Sophie Hyde,1074,696
Natural Born Killers,7.2,248000,74,R,1994,1h 59m,Oliver Stone,1075,445
Stillwater,6.6,54000,60,R,2021,2h 19m,Tom McCarthy,1076,572
Snow Day,5.1,13000,34,PG,2000,1h 29m,Chris Koch,1077,697
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.4,511000,97,PG,1964,1h 35m,Stanley Kubrick,1078,174
X-Men: First Class,7.7,716000,65,PG-13,2011,2h 11m,Matthew Vaughn,1079,396
Road House,6.7,83000,36,R,1989,1h 54m,Rowdy Herrington,1080,699
X-Men: Apocalypse,6.9,455000,52,PG-13,2016,2h 24m,Bryan Singer,1081,315
The Bourne Identity,7.8,569000,68,PG-13,2002,1h 59m,Doug Liman,1082,293
The Master,7.1,184000,86,R,2012,2h 18m,Paul Thomas Anderson,1083,186
Ace Ventura: Pet Detective,6.9,320000,37,PG-13,1994,1h 26m,Tom Shadyac,1084,700
"I, Tonya",7.5,237000,77,R,2017,1h 59m,Craig Gillespie,1086,142
Revolutionary Road,7.3,222000,69,R,2008,1h 59m,Sam Mendes,1088,167
Rush Hour,7,289000,60,PG-13,1998,1h 38m,Brett Ratner,1089,152
Master and Commander: The Far Side of the World,7.5,234000,81,PG-13,2003,2h 18m,Peter Weir,1090,259
Spring Breakers,5.3,147000,63,R,2012,1h 34m,Harmony Korine,1091,703
Dawn of the Dead,7.3,268000,59,R,2004,1h 41m,Zack Snyder,1092,14
The Warriors,7.5,109000,65,R,1979,1h 33m,Walter Hill,1093,706
Christine,6.8,91000,57,R,1983,1h 50m,John Carpenter,1094,334
District 9,7.9,708000,81,R,2009,1h 52m,Neill Blomkamp,1095,93
Alive,7.1,60000,56,R,1993,2h 8m,Frank Marshall,1096,707
The Running Man,6.7,163000,45,R,1987,1h 41m,Paul Michael Glaser,1097,708
Jackie Brown,7.5,367000,62,R,1997,2h 34m,Quentin Tarantino,1098,107
eXistenZ,6.8,106000,68,R,1999,1h 37m,David Cronenberg,1099,709
Straight Outta Compton,7.8,215000,72,R,2015,2h 27m,F. Gary Gray,1100,710
Annie,6.6,48000,39,PG,1982,2h 7m,John Huston,1101,711
Cape Fear,7.3,212000,73,R,1991,2h 8m,Martin Scorsese,1102,4
Jumanji: The Next Level,6.7,275000,58,PG-13,2019,2h 3m,Jake Kasdan,1103,475
Kill Bill: Vol. 2,8,792000,83,R,2004,2h 17m,Quentin Tarantino,1104,107
Jack Reacher: Never Go Back,6.1,171000,47,PG-13,2016,1h 58m,Edward Zwick,1105,98
Lee,7,213,59,R,2023,1h 56m,Ellen Kuras,1106,712
The Adam Project,6.7,224000,55,PG-13,2022,1h 46m,Shawn Levy,1107,317
Immortals,6,175000,46,R,2011,1h 50m,Tarsem Singh,1108,484
The Replacements,6.6,69000,30,PG-13,2000,1h 58m,Howard Deutch,1109,713
2012,5.8,393000,49,PG-13,2009,2h 38m,Roland Emmerich,1110,387
North by Northwest,8.3,341000,98,Approved,1959,2h 16m,Alfred Hitchcock,1111,490
The Long Kiss Goodnight,6.8,84000,43,R,1996,2h 1m,Renny Harlin,1112,136
Caddyshack,7.2,125000,48,13+,1980,1h 38m,Harold Ramis,1113,190
Boiling Point,7.5,39000,73,R,2021,1h 32m,Philip Barantini,1114,714
The Hobbit: The Battle of the Five Armies,7.4,561000,59,PG-13,2014,2h 24m,Peter Jackson,1115,104
Four Weddings and a Funeral,7.1,163000,81,R,1994,1h 57m,Mike Newell,1116,169
Final Destination,6.7,275000,36,R,2000,1h 38m,James Wong,1117,715
Cast Away,7.8,627000,73,PG-13,2000,2h 23m,Robert Zemeckis,1118,41
Eden Lake,6.7,93000,65,R,2008,1h 31m,James Watkins,1119,716
Valentine's Day,5.7,124000,34,PG-13,2010,2h 5m,Garry Marshall,1120,279
Cop Land,7,104000,64,R,1997,1h 45m,James Mangold,1121,18
Fantastic Four,4.3,174000,27,PG-13,2015,1h 40m,Josh Trank,1122,516
The Untouchables,7.8,326000,79,R,1987,1h 59m,Brian De Palma,1123,204
Red Notice,6.3,308000,37,PG-13,2021,1h 58m,Rawson Marshall Thurber,1124,233
Iron Man 3,7.1,887000,62,PG-13,2013,2h 10m,Shane Black,1125,417
The Village,6.6,274000,44,PG-13,2004,1h 48m,M. Night Shyamalan,1126,314
Luther: The Fallen Sun,6.4,61000,53,R,2023,2h 9m,Jamie Payne,1127,718
The 40-Year-Old Virgin,7.1,459000,73,R,2005,1h 56m,Judd Apatow,1128,719
JFK,8,167000,72,R,1991,3h 9m,Oliver Stone,1129,445
Bridesmaids,6.8,306000,75,R,2011,2h 5m,Paul Feig,1130,81
Mission: Impossible - Ghost Protocol,7.4,522000,73,PG-13,2011,2h 12m,Brad Bird,1131,377
RED,7,320000,60,PG-13,2010,1h 51m,Robert Schwentke,1132,720
Melancholia,7.1,193000,81,R,2011,2h 15m,Lars von Trier,1133,503
The Wolverine,6.7,486000,61,PG-13,2013,2h 6m,James Mangold,1134,18
Appaloosa,6.7,64000,64,R,2008,1h 55m,Ed Harris,1135,721
Chef,7.3,228000,68,R,2014,1h 54m,Jon Favreau,1136,19
Sweeney Todd: The Demon Barber of Fleet Street,7.3,383000,83,R,2007,1h 56m,Tim Burton,1137,56
Insidious,6.8,334000,52,PG-13,2010,1h 43m,James Wan,1139,221
Borat,7.4,434000,89,R,2006,1h 24m,Larry Charles,1140,722
Master Gardener,6.2,7400,63,R,2022,1h 51m,Paul Schrader,1141,723
See How They Run,6.5,61000,60,PG-13,2022,1h 38m,Tom George,1142,724
Logan Lucky,7,160000,78,PG-13,2017,1h 58m,Steven Soderbergh,1143,409
Spider-Man: Far from Home,7.4,540000,69,PG-13,2019,2h 9m,Jon Watts,1144,156
The Man from U.N.C.L.E.,7.2,327000,56,PG-13,2015,1h 56m,Guy Ritchie,1145,148
Men in Black II,6.2,397000,49,PG-13,2002,1h 28m,Barry Sonnenfeld,1146,404
Austin Powers: International Man of Mystery,7,254000,51,PG-13,1997,1h 29m,Jay Roach,1147,725
The Great Outdoors,6.6,51000,24,PG,1988,1h 31m,Howard Deutch,1149,713
The Chronicles of Narnia: Prince Caspian,6.5,222000,62,PG,2008,2h 30m,Andrew Adamson,1150,149
The Little Rascals,6.3,55000,45,PG,1994,1h 22m,Penelope Spheeris,1151,726
They Live,7.2,142000,55,R,1988,1h 34m,John Carpenter,1152,334
17 Again,6.4,213000,48,PG-13,2009,1h 42m,Burr Steers,1153,727
Rosemary's Baby,8,231000,96,Approved,1968,2h 17m,Roman Polanski,1154,363
Big Fish,8,454000,58,PG-13,2003,2h 5m,Tim Burton,1155,56
Sicario: Day of the Soldado,7.1,163000,61,R,2018,2h 2m,Stefano Sollima,1156,728
The American,6.3,101000,61,R,2010,1h 45m,Anton Corbijn,1157,729
Tinker Tailor Soldier Spy,7,210000,85,R,2011,2h 7m,Tomas Alfredson,1158,678
Redeeming Love,6.7,11000,32,PG-13,2022,2h 14m,D.J. Caruso,1159,730
Lifeforce,6.1,29000,50,R,1985,1h 41m,Tobe Hooper,1160,587
Pig,6.9,86000,82,R,2021,1h 32m,Michael Sarnoski,1161,731
Silence,7.2,121000,79,R,2016,2h 41m,Martin Scorsese,1162,4
A.I. Artificial Intelligence,7.2,320000,65,PG-13,2001,2h 26m,Steven Spielberg,1163,135
Sense and Sensibility,7.7,123000,84,PG,1995,2h 16m,Ang Lee,1164,597
Perfume: The Story of a Murderer,7.5,263000,56,R,2006,2h 27m,Tom Tykwer,1165,668
Gods of Egypt,5.4,124000,25,PG-13,2016,2h 7m,Alex Proyas,1166,732
Toy Story 3,8.3,878000,92,G,2010,1h 43m,Lee Unkrich,1167,536
Dogma,7.3,226000,62,R,1999,2h 10m,Kevin Smith,1168,674
Ad Astra,6.5,256000,80,PG-13,2019,2h 3m,James Gray,1169,733
Austin Powers in Goldmember,6.2,220000,62,PG-13,2002,1h 34m,Jay Roach,1170,725
X-Men: Days of Future Past,7.9,737000,75,PG-13,2014,2h 12m,Bryan Singer,1171,315
10 Cloverfield Lane,7.2,349000,76,PG-13,2016,1h 43m,Dan Trachtenberg,1172,390
Last Tango in Paris,6.9,57000,77,NC-17,1972,2h 9m,Bernardo Bertolucci,1173,301
Bird Box,6.6,377000,51,R,2018,2h 4m,Susanne Bier,1174,734
The Fallout,7,32000,84,R,2021,1h 36m,Megan Park,1175,735
Raging Bull,8.1,373000,90,R,1980,2h 9m,Martin Scorsese,1176,4
Silverado,7.2,48000,64,PG-13,1985,2h 13m,Lawrence Kasdan,1177,736
Turning Red,7,145000,83,PG,2022,1h 40m,Domee Shi,1178,737
Creed,7.6,306000,82,PG-13,2015,2h 13m,Ryan Coogler,1179,498
Apollo 13,7.7,310000,78,PG,1995,2h 20m,Ron Howard,1180,20
Ticket to Paradise,6.1,61000,50,PG-13,2022,1h 44m,Ol Parker,1181,523
Bring It On,6.1,103000,52,PG-13,2000,1h 38m,Peyton Reed,1182,415
The Magnificent Seven,6.9,225000,54,PG-13,2016,2h 12m,Antoine Fuqua,1183,86
Legends of the Fall,7.5,179000,45,R,1994,2h 13m,Edward Zwick,1184,98
The Boy in the Striped Pajamas,7.7,239000,55,PG-13,2008,1h 34m,Mark Herman,1185,738
Happy Gilmore,7,243000,31,PG-13,1996,1h 32m,Dennis Dugan,1186,625
Mission: Impossible III,6.9,385000,66,PG-13,2006,2h 6m,J.J. Abrams,1188,381
Star Wars: Episode II - Attack of the Clones,6.6,746000,54,PG,2002,2h 22m,George Lucas,1189,244
Possession,7.3,41000,75,R,1981,2h 4m,Andrzej Zulawski,1190,741
Spider-Man 3,6.3,626000,59,PG-13,2007,2h 19m,Sam Raimi,1191,336
Grown Ups,6,269000,30,PG-13,2010,1h 42m,Dennis Dugan,1192,625
High Plains Drifter,7.4,63000,69,R,1973,1h 45m,Clint Eastwood,1193,344
The Art of Racing in the Rain,7.5,37000,43,PG,2019,1h 49m,Simon Curtis,1194,742
Toy Story 4,7.7,273000,84,G,2019,1h 40m,Josh Cooley,1195,743
No Escape,6.7,91000,38,R,2015,1h 43m,John Erick Dowdle,1196,744
Pirates of the Caribbean: On Stranger Tides,6.6,555000,45,PG-13,2011,2h 16m,Rob Marshall,1198,184
The Highwaymen,6.9,100000,58,R,2019,2h 12m,John Lee Hancock,1199,521
Riddick,6.4,176000,49,R,2013,1h 59m,David Twohy,1200,746
Pirates of the Caribbean: At World's End,7.1,682000,50,PG-13,2007,2h 49m,Gore Verbinski,1201,250
A Place in the Sun,7.7,24000,76,Passed,1951,2h 2m,George Stevens,1202,747
Donnie Brasco,7.7,326000,77,R,1997,2h 7m,Mike Newell,1203,169
Ocean's Eight,6.3,237000,61,PG-13,2018,1h 50m,Gary Ross,1204,48
Vicky Cristina Barcelona,7.1,266000,70,PG-13,2008,1h 36m,Woody Allen,1206,748
That Awkward Moment,6.1,107000,36,R,2014,1h 34m,Tom Gormican,1207,380
Sleepless in Seattle,6.8,188000,72,PG,1993,1h 45m,Nora Ephron,1209,601
Citizen Kane,8.3,460000,100,PG,1941,1h 59m,Orson Welles,1210,751
Fifty Shades Freed,4.5,72000,31,R,2018,1h 45m,James Foley,1211,752
Sonic the Hedgehog 2,6.5,83000,47,PG,2022,2h 2m,Jeff Fowler,1212,753
After We Collided,5,37000,14,R,2020,1h 45m,Roger Kumble,1213,425
The Count of Monte Cristo,7.7,146000,61,PG-13,2002,2h 11m,Kevin Reynolds,1214,681
Jerry Maguire,7.3,283000,77,R,1996,2h 19m,Cameron Crowe,1215,375
Sharper,6.7,28000,65,R,2023,1h 56m,Benjamin Caron,1216,754
Friday,7.2,122000,54,R,1995,1h 31m,F. Gary Gray,1217,710
Marie Antoinette,6.5,119000,65,PG-13,2006,2h 3m,Sofia Coppola,1218,70
The Machinist,7.6,410000,61,R,2004,1h 41m,Brad Anderson,1219,755
I Am Number Four,6.1,244000,36,PG-13,2011,1h 51m,D.J. Caruso,1220,730
Triple Frontier,6.5,142000,61,R,2019,2h 5m,J.C. Chandor,1221,512
My Best Friend's Wedding,6.3,152000,50,PG-13,1997,1h 45m,P.J. Hogan,1222,756
Never Say Never Again,6.1,72000,68,PG,1983,2h 14m,Irvin Kershner,1223,514
Secondhand Lions,7.5,61000,52,PG,2003,1h 49m,Tim McCanlies,1224,757
Argo,7.7,633000,86,R,2012,2h,Ben Affleck,1225,266
"Love, Rosie",7.1,153000,44,R,2014,1h 42m,Christian Ditter,1226,758
Face/Off,7.3,395000,82,R,1997,2h 18m,John Woo,1227,531
The Twilight Saga: Breaking Dawn - Part 2,5.5,260000,52,PG-13,2012,1h 55m,Bill Condon,1228,182
Hustlers,6.3,106000,79,R,2019,1h 50m,Lorene Scafaria,1229,759
The Thin Red Line,7.6,197000,78,R,1998,2h 50m,Terrence Malick,1230,761
The Outfit,7.2,60000,69,R,2022,1h 45m,Graham Moore,1231,762
Clear and Present Danger,6.9,106000,72,PG-13,1994,2h 21m,Phillip Noyce,1232,602
Blazing Saddles,7.7,149000,73,R,1974,1h 33m,Mel Brooks,1234,765
The Fate of the Furious,6.6,249000,56,PG-13,2017,2h 16m,F. Gary Gray,1235,710
The Amazing Spider-Man 2,6.6,529000,53,PG-13,2014,2h 22m,Marc Webb,1236,560
Fresh,6.7,70000,67,R,2022,1h 54m,Mimi Cave,1237,766
The Driver,7.1,19000,56,R,1978,1h 31m,Walter Hill,1238,706
Twister,6.5,209000,68,PG-13,1996,1h 53m,Jan de Bont,1239,675
Good Burger,5.8,32000,41,PG,1997,1h 35m,Brian Robbins,1240,767
The Lost World: Jurassic Park,6.5,438000,59,PG-13,1997,2h 9m,Steven Spielberg,1241,135
Rat Race,6.5,122000,52,PG-13,2001,1h 52m,Jerry Zucker,1242,510
Ghost,7.1,232000,52,PG-13,1990,2h 7m,Jerry Zucker,1243,510
Carrie,7.4,203000,86,R,1976,1h 38m,Brian De Palma,1244,204
It Chapter Two,6.5,294000,58,R,2019,2h 49m,Andy Muschietti,1246,164
Mafia Mamma,5.4,8600,42,R,2023,1h 41m,Catherine Hardwicke,1247,203
Vertigo,8.3,421000,100,PG,1958,2h 8m,Alfred Hitchcock,1248,490
Mars Attacks!,6.4,240000,52,PG-13,1996,1h 46m,Tim Burton,1249,56
A Quiet Place Part II,7.2,264000,71,PG-13,2020,1h 37m,John Krasinski,1250,770
Darkest Hour,7.4,216000,75,PG-13,2017,2h 5m,Joe Wright,1251,105
You People,5.5,61000,50,R,2023,1h 57m,Kenya Barris,1252,771
Men in Black 3,6.8,382000,58,PG-13,2012,1h 46m,Barry Sonnenfeld,1253,404
Moonraker,6.2,107000,66,PG,1979,2h 6m,Lewis Gilbert,1254,624
Slap Shot,7.3,41000,61,R,1977,2h 3m,George Roy Hill,1255,772
Law Abiding Citizen,7.4,314000,34,R,2009,1h 49m,F. Gary Gray,1256,710
Collateral,7.5,427000,71,R,2004,2h,Michael Mann,1257,54
Gattaca,7.7,318000,64,PG-13,1997,1h 46m,Andrew Niccol,1258,444
The Ref,6.9,26000,59,R,1994,1h 37m,Ted Demme,1259,773
Cold Pursuit,6.2,76000,57,R,2019,1h 59m,Hans Petter Moland,1260,774
The Terminal,7.4,487000,55,PG-13,2004,2h 8m,Steven Spielberg,1261,135
Magnolia,8,325000,78,R,1999,3h 8m,Paul Thomas Anderson,1262,186
Three Thousand Years of Longing,6.7,57000,60,R,2022,1h 48m,George Miller,1263,97
Enemy,6.9,209000,61,R,2013,1h 31m,Denis Villeneuve,1264,66
Police Academy,6.7,135000,41,R,1984,1h 36m,Hugh Wilson,1265,775
The Gift,7,169000,77,R,2015,1h 48m,Joel Edgerton,1266,776
Heathers,7.2,113000,72,R,1988,1h 43m,Michael Lehmann,1267,526
Ender's Game,6.6,251000,51,PG-13,2013,1h 54m,Gavin Hood,1268,683
The Predator,5.3,141000,48,R,2018,1h 47m,Shane Black,1269,417
Sex Drive,6.5,91000,49,R,2008,1h 49m,Sean Anders,1270,67
You've Got Mail,6.7,226000,57,PG,1998,1h 59m,Nora Ephron,1271,601
This Is 40,6.2,149000,59,R,2012,2h 14m,Judd Apatow,1272,719
Anchorman: The Legend of Ron Burgundy,7.1,374000,63,PG-13,2004,1h 34m,Adam McKay,1273,214
Extraction,6.8,256000,56,R,2020,1h 56m,Sam Hargrave,1275,430
Horrible Bosses,6.9,465000,57,R,2011,1h 38m,Seth Gordon,1276,96
The Chronicles of Riddick,6.6,239000,38,R,2004,1h 59m,David Twohy,1277,746
The Rock,7.4,354000,58,R,1996,2h 16m,Michael Bay,1278,466
Sherlock Holmes,7.6,661000,57,PG-13,2009,2h 8m,Guy Ritchie,1279,148
The Da Vinci Code,6.6,453000,46,PG-13,2006,2h 29m,Ron Howard,1280,20
Gifted,7.6,127000,60,PG-13,2017,1h 41m,Marc Webb,1281,560
Somewhere in Queens,6.8,3800,61,R,2022,1h 46m,Ray Romano,1282,777
Greater,7.3,7500,35,PG,2016,2h 10m,David L. Hunt,1283,778
Dora and the Lost City of Gold,6.1,34000,63,PG,2019,1h 42m,James Bobin,1284,779
Captain Fantastic,7.8,231000,72,R,2016,1h 58m,Matt Ross,1285,780
The King's Speech,8,701000,88,R,2010,1h 58m,Tom Hooper,1286,446
Flight,7.3,371000,76,R,2012,2h 18m,Robert Zemeckis,1287,41
U-571,6.6,86000,62,PG-13,2000,1h 56m,Jonathan Mostow,1288,781
Career Opportunities,5.8,17000,41,PG-13,1991,1h 23m,Bryan Gordon,1289,782
Fast & Furious 6,7,412000,61,PG-13,2013,2h 10m,Justin Lin,1290,113
Big Trouble in Little China,7.2,151000,53,PG-13,1986,1h 39m,John Carpenter,1291,334
Falling Down,7.6,203000,56,R,1993,1h 53m,Joel Schumacher,1292,368
Source Code,7.5,542000,74,PG-13,2011,1h 33m,Duncan Jones,1293,783
Taken 2,6.2,319000,45,PG-13,2012,1h 32m,Olivier Megaton,1294,784
The Change-Up,6.3,193000,39,R,2011,1h 52m,David Dobkin,1295,173
Varsity Blues,6.5,48000,50,R,1999,1h 46m,Brian Robbins,1296,767
Midnight Run,7.5,93000,78,R,1988,2h 6m,Martin Brest,1297,121
Dr. No,7.2,177000,78,PG,1962,1h 50m,Terence Young,1298,785
Fear,6.2,53000,51,R,1996,1h 37m,James Foley,1299,752
Allegiant,5.7,131000,33,PG-13,2016,2h,Robert Schwentke,1300,720
The Counselor,5.4,105000,48,R,2013,1h 57m,Ridley Scott,1301,7
Vanilla Sky,6.9,282000,45,R,2001,2h 16m,Cameron Crowe,1302,375
Orphan,7,247000,42,R,2009,2h 3m,Jaume Collet-Serra,1303,292
Holes,7,98000,71,PG,2003,1h 57m,Andrew Davis,1304,472
Crimes of the Future,5.8,39000,67,R,2022,1h 47m,David Cronenberg,1305,709
Eastern Promises,7.6,257000,83,R,2007,1h 40m,David Cronenberg,1306,709
The Garden of Eden,5.2,1200,28,R,2008,1h 51m,John Irvin,1308,788
Mallrats,7,128000,41,R,1995,1h 34m,Kevin Smith,1309,674
Blood Diamond,8,577000,64,R,2006,2h 23m,Edward Zwick,1310,98
Mission: Impossible - Rogue Nation,7.4,404000,75,PG-13,2015,2h 11m,Christopher McQuarrie,1311,58
Escape from New York,7.1,154000,76,R,1981,1h 39m,John Carpenter,1312,334
Overboard,6.9,66000,53,PG,1987,1h 52m,Garry Marshall,1314,279
Spaceballs,7.1,203000,46,PG,1987,1h 36m,Mel Brooks,1315,765
Enola Holmes,6.6,213000,68,PG-13,2020,2h 3m,Harry Bradbeer,1316,789
Sophie's Choice,7.5,52000,68,R,1982,2h 30m,Alan J. Pakula,1317,471
AlienÂ³,6.4,315000,59,R,1992,1h 54m,David Fincher,1318,31
Fantastic Beasts: The Crimes of Grindelwald,6.5,303000,52,PG-13,2018,2h 14m,David Yates,1319,161
The Machine,5.8,14000,37,R,2023,1h 52m,Peter Atencio,1320,791
Commando,6.7,172000,51,R,1985,1h 30m,Mark L. Lester,1321,792
The Name of the Rose,7.7,115000,54,R,1986,2h 10m,Jean-Jacques Annaud,1322,793
Black Mass,6.9,190000,68,R,2015,2h 3m,Scott Cooper,1323,459
Run,6.7,92000,67,PG-13,2020,1h 30m,Aneesh Chaganty,1324,794
9Â½ Weeks,5.9,43000,50,R,1986,1h 57m,Adrian Lyne,1325,320
This Christmas,6.3,10000,63,PG-13,2007,1h 57m,Preston A. Whitmore II,1326,795
The Old Guard,6.7,180000,70,R,2020,2h 5m,Gina Prince-Bythewood,1327,796
Willy's Wonderland,5.5,37000,44,TV-MA,2021,1h 28m,Kevin Lewis,1328,797
The Beach,6.6,251000,43,R,2000,1h 59m,Danny Boyle,1329,422
Vivarium,5.9,71000,64,R,2019,1h 37m,Lorcan Finnegan,1330,798
Terminator Salvation,6.5,374000,49,PG-13,2009,1h 55m,McG,1333,17
Gravity,7.7,853000,96,PG-13,2013,1h 31m,Alfonso CuarÃ³n,1334,212
Hugo,7.5,334000,83,PG,2011,2h 6m,Martin Scorsese,1335,4
The Client,6.7,72000,65,PG-13,1994,1h 59m,Joel Schumacher,1336,368
Footloose,6.6,89000,42,PG,1984,1h 47m,Herbert Ross,1337,606
Parenthood,7.1,54000,82,PG-13,1989,2h 4m,Ron Howard,1338,20
Teenage Mutant Ninja Turtles,5.8,218000,31,PG-13,2014,1h 41m,Jonathan Liebesman,1339,801
Glass,6.6,262000,43,PG-13,2019,2h 9m,M. Night Shyamalan,1340,314
The Hurt Locker,7.5,469000,95,R,2008,2h 11m,Kathryn Bigelow,1342,307
A Walk in the Woods,6.4,29000,51,R,2015,1h 44m,Ken Kwapis,1343,803
Doctor Strange,7.5,789000,72,PG-13,2016,1h 55m,Scott Derrickson,1344,554
The Girl in the Spider's Web,6.1,51000,43,R,2018,1h 55m,Fede Alvarez,1345,804
Wedding Crashers,7,371000,64,R,2005,1h 59m,David Dobkin,1346,173
Brightburn,6.1,106000,44,R,2019,1h 30m,David Yarovesky,1347,805
Deliverance,7.7,118000,80,R,1972,1h 49m,John Boorman,1348,331
The Time Traveler's Wife,7.1,156000,47,PG-13,2009,1h 47m,Robert Schwentke,1349,720
Road Trip,6.5,176000,55,R,2000,1h 33m,Todd Phillips,1350,163
A Good Day to Die Hard,5.2,213000,28,R,2013,1h 38m,John Moore,1351,806
Coming to America,7.1,220000,47,R,1988,1h 57m,John Landis,1352,220
American Graffiti,7.4,97000,97,PG,1973,1h 50m,George Lucas,1353,244
Hellboy,5.2,96000,31,R,2019,2h,Neil Marshall,1354,609
Super 8,7,365000,72,PG-13,2011,1h 52m,J.J. Abrams,1355,381
Under the Silver Lake,6.5,49000,60,R,2018,2h 19m,David Robert Mitchell,1356,585
Hostel,5.9,189000,55,R,2005,1h 34m,Eli Roth,1357,46
The Life Aquatic with Steve Zissou,7.2,208000,62,R,2004,1h 59m,Wes Anderson,1358,62
The Woman King,6.9,70000,77,PG-13,2022,2h 15m,Gina Prince-Bythewood,1359,796
Shooter,7.1,351000,53,R,2007,2h 4m,Antoine Fuqua,1360,86
Downsizing,5.8,121000,64,R,2017,2h 15m,Alexander Payne,1361,16
Jason Bourne,6.6,239000,58,PG-13,2016,2h 3m,Paul Greengrass,1362,807
Ma,5.6,59000,53,R,2019,1h 39m,Tate Taylor,1363,258
Ghostbusters II,6.6,219000,56,PG,1989,1h 48m,Ivan Reitman,1364,287
The Pursuit of Happyness,8,549000,64,PG-13,2006,1h 57m,Gabriele Muccino,1365,808
Sister Act 2: Back in the Habit,5.7,58000,38,PG,1993,1h 47m,Bill Duke,1366,809
The Crow,7.5,196000,71,R,1994,1h 42m,Alex Proyas,1367,732
The Emperor's New Groove,7.4,221000,70,G,2000,1h 18m,Mark Dindal,1368,811
The Mummy Returns,6.4,341000,48,PG-13,2001,2h 10m,Stephen Sommers,1369,353
Public Enemies,7,315000,70,R,2009,2h 20m,Michael Mann,1370,54
Predators,6.4,241000,51,R,2010,1h 47m,NimrÃ³d Antal,1371,499
Knocked Up,6.9,381000,85,R,2007,2h 9m,Judd Apatow,1372,719
The Living Daylights,6.7,104000,59,PG,1987,2h 10m,John Glen,1373,429
Gone Baby Gone,7.6,285000,72,R,2007,1h 54m,Ben Affleck,1374,266
El Camino: A Breaking Bad Movie,7.3,283000,72,TV-MA,2019,2h 2m,Vince Gilligan,1375,812
Old School,7,241000,54,R,2003,1h 28m,Todd Phillips,1376,163
The Princess Diaries,6.4,160000,52,G,2001,1h 55m,Garry Marshall,1377,279
Rocketman,7.3,190000,69,R,2019,2h 1m,Dexter Fletcher,1378,282
50 First Dates,6.8,375000,48,PG-13,2004,1h 39m,Peter Segal,1379,813
The Courier,7.2,71000,65,PG-13,2020,1h 52m,Dominic Cooke,1380,814
Porky's,6.2,45000,40,R,1981,1h 34m,Bob Clark,1381,49
Downton Abbey,7.4,62000,64,PG,2019,2h 2m,Michael Engler,1382,816
The Waterboy,6.1,175000,41,PG-13,1998,1h 30m,Frank Coraci,1383,574
How to Lose a Guy in 10 Days,6.5,262000,45,PG-13,2003,1h 56m,Donald Petrie,1384,817
Mona Lisa Smile,6.5,89000,45,PG-13,2003,1h 57m,Mike Newell,1385,169
Adventures in Babysitting,6.9,48000,45,PG-13,1987,1h 42m,Chris Columbus,1386,36
Watcher,6.3,39000,72,R,2022,1h 36m,Chloe Okuno,1387,818
Infinite,5.5,59000,28,PG-13,2021,1h 46m,Antoine Fuqua,1388,86
Empire of the Sun,7.7,133000,62,PG,1987,2h 33m,Steven Spielberg,1389,135
The Sandlot,7.8,100000,55,PG,1993,1h 41m,David Mickey Evans,1390,819
The Good Son,6.4,45000,45,R,1993,1h 27m,Joseph Ruben,1391,820
Butcher's Crossing,5.7,2400,55,R,2022,1h 45m,Gabe Polsky,1392,821
Young Frankenstein,8,167000,83,PG,1974,1h 46m,Mel Brooks,1393,765
This Is Spinal Tap,7.9,145000,92,R,1984,1h 22m,Rob Reiner,1394,166
The Craft,6.4,105000,55,R,1996,1h 41m,Andrew Fleming,1395,822
Con Air,6.9,314000,52,R,1997,1h 55m,Simon West,1396,823
Ben-Hur,5.7,46000,38,PG-13,2016,2h 3m,Timur Bekmambetov,1397,824
The Blues Brothers,7.9,210000,60,R,1980,2h 13m,John Landis,1398,220
Miss Peregrine's Home for Peculiar Children,6.7,185000,57,PG-13,2016,2h 7m,Tim Burton,1399,56
Van Helsing,6.1,281000,35,PG-13,2004,2h 11m,Stephen Sommers,1400,353
The Founder,7.2,171000,66,PG-13,2016,1h 55m,John Lee Hancock,1401,521
Dog Day Afternoon,8,270000,86,R,1975,2h 5m,Sidney Lumet,1402,240
The Spy Who Loved Me,7,115000,55,PG,1977,2h 5m,Lewis Gilbert,1403,624
Underworld,7,282000,42,R,2003,2h 1m,Len Wiseman,1404,575
Zoolander,6.5,287000,61,PG-13,2001,1h 30m,Ben Stiller,1405,270
Life of the Party,5.6,39000,46,PG-13,2018,1h 45m,Ben Falcone,1406,825
