Movie_Name,Rating,Votes,Meta_Score,PG_Rating,Year,Duration,Director,Movie_ID,Director_ID
Mr. & Mrs. Smith,6.5,528000,55,PG-13,2005,2h,Doug Liman,355,293
Memento,8.4,1300000,83,R,2000,1h 53m,Christopher Nolan,356,8
Avatar,7.9,1400000,83,PG-13,2009,2h 42m,James Cameron,357,128
Gerald's Game,6.5,124000,77,TV-MA,2017,1h 43m,Mike Flanagan,358,294
Paper Moon,8.1,51000,77,PG,1973,1h 42m,Peter Bogdanovich,360,297
The Nun II,5.6,51000,47,R,2023,1h 50m,Michael Chaves,361,298
Cobweb,6,25000,50,R,2023,1h 28m,Samuel Bodin,362,299
Boyz n the Hood,7.8,151000,76,R,1991,1h 52m,John Singleton,363,300
The Dreamers,7.1,129000,63,NC-17,2003,1h 55m,Bernardo Bertolucci,364,301
The Bikeriders,7.6,974,71,R,2023,1h 56m,Jeff Nichols,365,302
Deadpool,8,1100000,65,R,2016,1h 48m,Tim Miller,366,303
Alien: Covenant,6.4,298000,65,R,2017,2h 2m,Ridley Scott,367,7
Kill Bill: Vol. 1,8.2,1200000,69,R,2003,1h 51m,Quentin Tarantino,368,107
Last Night in Soho,7,169000,65,R,2021,1h 56m,Edgar Wright,369,111
The Hobbit: An Unexpected Journey,7.8,860000,58,PG-13,2012,2h 49m,Peter Jackson,371,104
Hidden Figures,7.8,249000,74,PG,2016,2h 7m,Theodore Melfi,372,306
Point Break,7.3,197000,59,R,1991,2h 2m,Kathryn Bigelow,373,307
Skyfall,7.8,722000,81,PG-13,2012,2h 23m,Sam Mendes,374,167
Barbarian,7,169000,78,R,2022,1h 42m,Zach Cregger,375,308
The Hateful Eight,7.8,645000,68,R,2015,2h 48m,Quentin Tarantino,376,107
2001: A Space Odyssey,8.3,706000,84,G,1968,2h 29m,Stanley Kubrick,377,174
Meet Me in St. Louis,7.5,27000,94,Passed,1944,1h 53m,Vincente Minnelli,378,309
Birds of Prey,6.1,260000,60,R,2020,1h 49m,Cathy Yan,379,310
The Great Gatsby,7.2,584000,55,PG-13,2013,2h 23m,Baz Luhrmann,381,313
Old,5.8,154000,55,PG-13,2021,1h 48m,M. Night Shyamalan,382,314
The Usual Suspects,8.5,1100000,76,R,1995,1h 46m,Bryan Singer,383,315
Me Before You,7.4,279000,51,PG-13,2016,1h 50m,Thea Sharrock,384,316
Free Guy,7.1,410000,62,PG-13,2021,1h 55m,Shawn Levy,385,317
Dead Poets Society,8.1,531000,79,PG,1989,2h 8m,Peter Weir,386,259
Harry Potter and the Order of the Phoenix,7.5,620000,71,PG-13,2007,2h 18m,David Yates,387,161
From Dusk Till Dawn,7.2,335000,48,R,1996,1h 48m,Robert Rodriguez,388,226
Kong: Skull Island,6.7,340000,62,PG-13,2017,1h 58m,Jordan Vogt-Roberts,389,318
A Beautiful Mind,8.2,972000,72,PG-13,2001,2h 15m,Ron Howard,390,20
Ex Machina,7.7,575000,78,R,2014,1h 48m,Alex Garland,391,218
Thor: Love and Thunder,6.2,387000,57,PG-13,2022,1h 58m,Taika Waititi,392,264
Dazed and Confused,7.6,196000,82,R,1993,1h 43m,Richard Linklater,393,319
Sicario,7.7,462000,82,R,2015,2h 1m,Denis Villeneuve,394,66
Unfaithful,6.7,96000,63,R,2002,2h 4m,Adrian Lyne,395,320
The Mist,7.1,333000,58,R,2007,2h 6m,Frank Darabont,396,80
Indiana Jones and the Temple of Doom,7.5,527000,57,PG,1984,1h 58m,Steven Spielberg,397,135
Shazam!,7,377000,71,PG-13,2019,2h 12m,David F. Sandberg,398,133
Smile,6.5,148000,68,R,2022,1h 55m,Parker Finn,399,321
Home Sweet Home Alone,3.6,20000,35,PG,2021,1h 33m,Dan Mazer,400,322
Lolita,6.8,65000,46,R,1997,2h 17m,Adrian Lyne,401,320
Rustin,6.5,3300,68,PG-13,2023,1h 46m,George C. Wolfe,402,323
Kandahar,6.1,28000,52,R,2023,1h 59m,Ric Roman Waugh,404,326
Lady Bird,7.4,318000,93,R,2017,1h 34m,Greta Gerwig,406,12
The Exorcist,8.1,447000,82,R,1973,2h 2m,William Friedkin,407,329
Network,8.1,167000,83,R,1976,2h 1m,Sidney Lumet,408,240
It,7.3,593000,69,R,2017,2h 15m,Andy Muschietti,409,164
Amsterdam,6.1,87000,48,R,2022,2h 14m,David O. Russell,411,330
Excalibur,7.3,66000,56,PG,1981,2h 20m,John Boorman,412,331
Guardians of the Galaxy,8,1300000,76,PG-13,2014,2h 1m,James Gunn,413,83
The Terminator,8.1,909000,84,R,1984,1h 47m,James Cameron,414,128
The Place Beyond the Pines,7.3,286000,68,R,2012,2h 20m,Derek Cianfrance,415,332
Secretary,6.9,97000,63,R,2002,1h 47m,Steven Shainberg,416,333
The Thing,8.2,456000,57,R,1982,1h 49m,John Carpenter,417,334
RoboCop,7.6,277000,70,R,1987,1h 42m,Paul Verhoeven,418,335
Spider-Man,7.4,863000,73,PG-13,2002,2h 1m,Sam Raimi,419,336
The Martian,8,905000,80,PG-13,2015,2h 24m,Ridley Scott,420,7
The Greatest Showman,7.5,303000,48,PG,2017,1h 45m,Michael Gracey,421,337
Mother!,6.6,245000,76,R,2017,2h 1m,Darren Aronofsky,423,144
The Talented Mr. Ripley,7.4,228000,76,R,1999,2h 19m,Anthony Minghella,424,340
National Lampoon's Animal House,7.4,128000,79,R,1978,1h 49m,John Landis,425,220
While You Were Sleeping,6.8,111000,67,PG,1995,1h 43m,Jon Turteltaub,426,341
Harry Potter and the Half-Blood Prince,7.6,582000,78,PG,2009,2h 33m,David Yates,427,161
The Fast and the Furious: Tokyo Drift,6,293000,45,PG-13,2006,1h 44m,Justin Lin,428,113
Knock at the Cabin,6.1,107000,63,R,2023,1h 40m,M. Night Shyamalan,429,314
Braveheart,8.3,1100000,68,R,1995,2h 58m,Mel Gibson,430,342
Basic Instinct,7,215000,43,R,1992,2h 7m,Paul Verhoeven,431,335
The Hangover,7.7,829000,73,R,2009,1h 40m,Todd Phillips,432,163
Elvis,7.3,221000,64,PG-13,2022,2h 39m,Baz Luhrmann,433,313
8 Mile,7.2,314000,77,R,2002,1h 50m,Curtis Hanson,434,118
Percy Jackson & the Olympians: The Lightning Thief,5.9,198000,47,PG,2010,1h 58m,Chris Columbus,435,36
About Time,7.8,377000,55,R,2013,2h 3m,Richard Curtis,436,9
The Revenant,8,855000,76,R,2015,2h 36m,Alejandro G. IÃ±Ã¡rritu,437,343
Pale Rider,7.3,64000,61,R,1985,1h 55m,Clint Eastwood,438,344
Boogie Nights,7.9,278000,86,R,1997,2h 35m,Paul Thomas Anderson,440,186
The Matrix Resurrections,5.7,273000,63,R,2021,2h 28m,Lana Wachowski,441,194
Meet Joe Black,7.2,259000,43,PG-13,1998,2h 58m,Martin Brest,442,121
The Maze Runner,6.8,498000,57,PG-13,2014,1h 53m,Wes Ball,443,347
Falling for Christmas,5.2,27000,40,TV-PG,2022,1h 33m,Janeen Damian,445,350
One Flew Over the Cuckoo's Nest,8.7,1100000,84,R,1975,2h 13m,Milos Forman,446,351
Batman Begins,8.2,1500000,70,PG-13,2005,2h 20m,Christopher Nolan,447,8
Blockers,6.2,84000,69,R,2018,1h 42m,Kay Cannon,448,352
Jumanji,7.1,369000,39,PG,1995,1h 44m,Joe Johnston,449,312
The Mummy,7.1,453000,48,PG-13,1999,2h 4m,Stephen Sommers,450,353
Indiana Jones and the Last Crusade,8.2,799000,65,PG-13,1989,2h 7m,Steven Spielberg,451,135
Nope,6.8,252000,77,R,2022,2h 10m,Jordan Peele,452,228
Surviving Christmas,5.4,27000,19,PG-13,2004,1h 31m,Mike Mitchell,454,356
The Grand Budapest Hotel,8.1,869000,88,R,2014,1h 39m,Wes Anderson,455,62
Bridget Jones's Diary,6.8,259000,66,R,2001,1h 37m,Sharon Maguire,456,357
1917,8.2,654000,78,R,2019,1h 59m,Sam Mendes,457,167
The Last Duel,7.4,176000,67,R,2021,2h 32m,Ridley Scott,459,7
West Side Story,7.1,93000,85,PG-13,2021,2h 36m,Steven Spielberg,461,135
American History X,8.5,1200000,62,R,1998,1h 59m,Tony Kaye,462,362
The Pianist,8.5,891000,85,R,2002,2h 30m,Roman Polanski,463,363
The Star,6.3,9100,42,PG,2017,1h 26m,Timothy Reckart,464,364
Dunkirk,7.8,721000,94,PG-13,2017,1h 46m,Christopher Nolan,465,8
A Clockwork Orange,8.3,868000,77,X,1971,2h 16m,Stanley Kubrick,466,174
The Social Network,7.8,745000,95,PG-13,2010,2h,David Fincher,468,31
Hacksaw Ridge,8.1,577000,71,R,2016,2h 19m,Mel Gibson,470,342
The Phantom of the Opera,7.2,129000,40,PG-13,2004,2h 23m,Joel Schumacher,471,368
Once Upon a Time in America,8.3,371000,75,R,1984,3h 49m,Sergio Leone,472,369
Fatman,5.9,29000,40,R,2020,1h 40m,Eshom NelmsIan Nelms,473,370
Donnie Darko,8,837000,88,R,2001,1h 53m,Richard Kelly,474,371
Fall,6.4,97000,62,PG-13,2022,1h 47m,Scott Mann,475,372
Uncle Buck,7.1,106000,51,PG,1989,1h 40m,John Hughes,476,288
The Other Guys,6.6,284000,64,PG-13,2010,1h 47m,Adam McKay,477,214
The Girl Next Door,6.7,236000,47,R,2004,1h 49m,Luke Greenfield,478,373
Almost Famous,7.9,289000,90,R,2000,2h 2m,Cameron Crowe,479,375
Snatch,8.2,895000,55,R,2000,1h 42m,Guy Ritchie,480,148
Batman v Superman: Dawn of Justice,6.5,744000,44,PG-13,2016,2h 31m,Zack Snyder,481,14
The Hunt,6.5,125000,50,R,2020,1h 30m,Craig Zobel,482,376
Jojo Rabbit,7.9,429000,58,PG-13,2019,1h 48m,Taika Waititi,484,264
The Lighthouse,7.4,245000,83,R,2019,1h 49m,Robert Eggers,485,155
The Girl with the Dragon Tattoo,7.8,487000,71,R,2011,2h 38m,David Fincher,488,31
Fury,7.6,532000,64,R,2014,2h 14m,David Ayer,489,99
The King,7.3,146000,62,R,2019,2h 20m,David MichÃ´d,490,379
The Fabelmans,7.5,109000,84,PG-13,2022,2h 31m,Steven Spielberg,491,135
The Unbearable Weight of Massive Talent,7,140000,68,R,2022,1h 47m,Tom Gormican,492,380
Star Wars: Episode IX - The Rise of Skywalker,6.4,482000,53,PG-13,2019,2h 21m,J.J. Abrams,493,381
The Witch,7,292000,84,R,2015,1h 32m,Robert Eggers,494,155
PAW Patrol: The Mighty Movie,6,4000,49,PG,2023,1h 28m,Cal Brunker,495,382
Star Wars: Episode I - The Phantom Menace,6.5,843000,51,PG,1999,2h 16m,George Lucas,496,244
Crocodile Dundee,6.6,113000,62,PG-13,1986,1h 37m,Peter Faiman,497,383
Stand by Me,8.1,432000,75,R,1986,1h 29m,Rob Reiner,498,166
The Voyeurs,6.1,28000,54,R,2021,1h 56m,Michael Mohan,499,384
The Big Short,7.8,472000,81,R,2015,2h 10m,Adam McKay,500,214
Matilda,7,170000,72,PG,1996,1h 42m,Danny DeVito,501,385
Annihilation,6.8,353000,79,R,2018,1h 55m,Alex Garland,502,218
"Red, White & Royal Blue",7,43000,62,R,2023,1h 58m,Matthew LÃ³pez,503,386
True Romance,7.9,239000,59,R,1993,1h 59m,Tony Scott,504,239
The Autopsy of Jane Doe,6.8,134000,65,R,2016,1h 26m,AndrÃ© Ãvredal,505,265
The Outlaw Josey Wales,7.8,79000,69,PG,1976,2h 15m,Clint Eastwood,506,344
Baywatch,5.5,199000,37,R,2017,1h 56m,Seth Gordon,507,96
Operation Fortune: Ruse de Guerre,6.3,78000,51,R,2023,1h 54m,Guy Ritchie,508,148
Brothers,7.1,142000,58,R,2009,1h 45m,Jim Sheridan,509,388
Mission: Impossible - Fallout,7.7,370000,86,PG-13,2018,2h 27m,Christopher McQuarrie,511,58
Prey,7.1,219000,71,R,2022,1h 40m,Dan Trachtenberg,512,390
GoldenEye,7.2,267000,65,PG-13,1995,2h 10m,Martin Campbell,513,243
Wonder Woman,7.4,690000,76,PG-13,2017,2h 21m,Patty Jenkins,514,391
Full Metal Jacket,8.3,778000,78,R,1987,1h 56m,Stanley Kubrick,515,174
Deadpool 2,7.6,627000,66,R,2018,1h 59m,David Leitch,516,179
Die Hard with a Vengeance,7.6,403000,58,R,1995,2h 8m,John McTiernan,517,30
Zodiac,7.7,584000,79,R,2007,2h 37m,David Fincher,518,31
Belfast,7.2,87000,75,PG-13,2021,1h 38m,Kenneth Branagh,519,37
Idiocracy,6.5,178000,66,R,2006,1h 24m,Mike Judge,520,392
BlacKkKlansman,7.5,285000,83,R,2018,2h 15m,Spike Lee,521,393
Batman Returns,7.1,323000,68,PG-13,1992,2h 6m,Tim Burton,522,56
Lost in Translation,7.7,480000,91,R,2003,1h 42m,Sofia Coppola,523,70
The Devil Wears Prada,6.9,451000,62,PG-13,2006,1h 49m,David Frankel,524,394
What Happens Later,4.9,1500,59,R,2023,1h 43m,Meg Ryan,525,395
Kingsman: The Secret Service,7.7,704000,60,R,2014,2h 9m,Matthew Vaughn,526,396
Edward Scissorhands,7.9,516000,74,PG-13,1990,1h 45m,Tim Burton,527,56
Cocaine Bear,5.9,100000,54,R,2023,1h 35m,Elizabeth Banks,528,397
Reservoir Dogs,8.3,1100000,81,R,1992,1h 39m,Quentin Tarantino,529,107
Snowpiercer,7.1,383000,84,R,2013,2h 6m,Bong Joon Ho,530,398
How It Ends,5.1,57000,36,TV-MA,2018,1h 53m,David M. Rosenthal,531,399
Iron Man,7.9,1100000,79,PG-13,2008,2h 6m,Jon Favreau,532,19
Indiana Jones and the Kingdom of the Crystal Skull,6.2,485000,65,PG-13,2008,2h 2m,Steven Spielberg,533,135
Shame,7.2,204000,72,NC-17,2011,1h 41m,Steve McQueen,534,400
Under the Skin,6.3,154000,80,R,2013,1h 48m,Jonathan Glazer,535,401
The Adventures of Sharkboy and Lavagirl 3-D,3.7,41000,38,PG,2005,1h 33m,Robert Rodriguez,537,226
Quiz Lady,6.7,14000,59,R,2023,1h 39m,Jessica Yu,538,402
Zack Snyder's Justice League,7.9,429000,54,R,2021,4h 2m,Zack Snyder,539,14
Clue,7.2,107000,41,PG,1985,1h 34m,Jonathan Lynn,540,403
Carol,7.2,140000,94,R,2015,1h 58m,Todd Haynes,541,5
Men in Black,7.3,601000,71,PG-13,1997,1h 38m,Barry Sonnenfeld,542,404
Bram Stoker's Dracula,7.4,234000,57,R,1992,2h 8m,Francis Ford Coppola,543,85
Single All the Way,6.2,19000,49,TV-PG,2021,1h 39m,Michael Mayer,545,407
Eternals,6.3,376000,52,PG-13,2021,2h 36m,ChloÃ© Zhao,546,408
Ocean's Eleven,7.7,607000,74,PG-13,2001,1h 56m,Steven Soderbergh,547,409
Ghostbusters: Afterlife,7.1,206000,45,PG-13,2021,2h 4m,Jason Reitman,548,410
13 Going on 30,6.3,211000,57,PG-13,2004,1h 38m,Gary Winick,550,413
Serendipity,6.8,119000,52,PG-13,2001,1h 30m,Peter Chelsom,551,414
Edge of Tomorrow,7.9,722000,71,PG-13,2014,1h 53m,Doug Liman,552,293
Beetlejuice,7.5,331000,70,PG,1988,1h 32m,Tim Burton,553,56
Toy Story,8.3,1000000,96,G,1995,1h 21m,John Lasseter,554,324
Ant-Man and the Wasp: Quantumania,6.1,215000,48,PG-13,2023,2h 4m,Peyton Reed,555,415
The Noel Diary,6.1,18000,63,TV-14,2022,1h 39m,Charles Shyer,556,416
The Nice Guys,7.4,361000,70,R,2016,1h 56m,Shane Black,557,417
Not Another Teen Movie,5.8,114000,32,R,2001,1h 29m,Joel Gallen,559,420
The Bishop's Wife,7.6,20000,73,G,1947,1h 49m,Henry Koster,560,421
28 Days Later,7.5,436000,73,R,2002,1h 53m,Danny Boyle,561,422
Doctor Strange in the Multiverse of Madness,6.9,463000,60,PG-13,2022,2h 6m,Sam Raimi,562,336
The Breakfast Club,7.8,428000,66,R,1985,1h 37m,John Hughes,563,288
Jennifer's Body,5.5,148000,47,R,2009,1h 42m,Karyn Kusama,564,423
Jurassic World Dominion,5.6,196000,38,PG-13,2022,2h 27m,Colin Trevorrow,565,424
Just Friends,6.2,125000,47,PG-13,2005,1h 36m,Roger Kumble,566,425
"Silent Night, Deadly Night",5.8,18000,31,R,1984,1h 19m,Charles E. Sellier Jr.,567,426
Moonlight,7.4,326000,99,R,2016,1h 51m,Barry Jenkins,569,428
A Knight's Tale,7,198000,56,PG-13,2001,2h 12m,Brian Helgeland,570,45
Licence to Kill,6.6,111000,58,PG-13,1989,2h 13m,John Glen,571,429
John Wick: Chapter 3 - Parabellum,7.4,413000,73,R,2019,2h 10m,Chad Stahelski,572,91
Extraction II,7,137000,57,R,2023,2h 2m,Sam Hargrave,573,430
Let It Snow,5.8,24000,51,PG-13,2019,1h 32m,Luke Snellin,574,431
The Meg,5.6,203000,46,PG-13,2018,1h 53m,Jon Turteltaub,576,341
Alita: Battle Angel,7.3,288000,53,PG-13,2019,2h 2m,Robert Rodriguez,577,226
Dear John,6.3,156000,43,PG-13,2010,1h 48m,Lasse HallstrÃ¶m,578,311
Jurassic World,6.9,671000,59,PG-13,2015,2h 4m,Colin Trevorrow,579,424
What's Eating Gilbert Grape,7.7,250000,73,PG-13,1993,1h 58m,Lasse HallstrÃ¶m,580,311
TÃ¡r,7.4,87000,92,R,2022,2h 38m,Todd Field,581,433
An American Pickle,5.7,26000,58,PG-13,2020,1h 28m,Brandon Trost,582,434
Heart of Stone,5.7,55000,44,PG-13,2023,2h 2m,Tom Harper,583,435
The Blue Lagoon,5.8,75000,31,R,1980,1h 44m,Randal Kleiser,584,436
The Mean One,3.8,1000,29,16+,2022,1h 33m,Steven LaMorte,585,437
American Hustle,7.2,496000,90,R,2013,2h 18m,David O. Russell,586,330
Smokin' Aces,6.6,151000,45,R,2006,1h 48m,Joe Carnahan,587,438
The Wicker Man,7.5,90000,87,R,1973,1h 28m,Robin Hardy,588,439
Scream,7.4,382000,65,R,1996,1h 51m,Wes Craven,589,440
The Lost Boys,7.2,158000,63,R,1987,1h 37m,Joel Schumacher,590,368
Love the Coopers,5.8,26000,31,PG-13,2015,1h 47m,Jessie Nelson,591,441
Hook,6.8,269000,52,PG,1991,2h 22m,Steven Spielberg,592,135
Kung Fu Panda 2,7.2,309000,67,PG,2011,1h 30m,Jennifer Yuh Nelson,593,346
The Avengers,8,1400000,69,PG-13,2012,2h 23m,Joss Whedon,594,442
To Catch a Killer,6.6,31000,43,R,2023,1h 59m,DamiÃ¡n Szifron,595,443
The Sixth Sense,8.2,1000000,64,PG-13,1999,1h 47m,M. Night Shyamalan,596,314
Mission: Impossible,7.2,462000,59,PG-13,1996,1h 50m,Brian De Palma,597,204
Silver Linings Playbook,7.7,734000,81,R,2012,2h 2m,David O. Russell,598,330
F9: The Fast Saga,5.2,158000,58,PG-13,2021,2h 23m,Justin Lin,599,113
Casino,8.2,553000,73,R,1995,2h 58m,Martin Scorsese,600,4
Fantastic Beasts: The Secrets of Dumbledore,6.2,163000,47,PG-13,2022,2h 22m,David Yates,601,161
In Time,6.7,438000,53,PG-13,2011,1h 49m,Andrew Niccol,602,444
Jaws,8.1,648000,87,PG,1975,2h 4m,Steven Spielberg,603,135
Platoon,8.1,432000,92,R,1986,2h,Oliver Stone,604,445
Deep Water,5.5,55000,53,R,2022,1h 55m,Adrian Lyne,605,320
Les MisÃ©rables,7.5,342000,63,PG-13,2012,2h 38m,Tom Hooper,606,446
Planet of the Apes,5.7,226000,50,PG-13,2001,2h,Tim Burton,607,56
Beautiful Boy,7.4,94000,62,R,2018,2h,Felix van Groeningen,608,447
Saturday Night Fever,6.8,86000,77,R,1977,1h 58m,John Badham,609,448
Army of the Dead,5.8,183000,57,R,2021,2h 28m,Zack Snyder,610,14
The Father,8.2,183000,88,PG-13,2020,1h 37m,Florian Zeller,611,449
Diary of a Wimpy Kid,6.2,57000,56,PG,2010,1h 34m,Thor Freudenthal,612,450
Love at First Sight,6.8,27000,55,PG-13,2023,1h 31m,Vanessa Caswill,613,451
The Perks of Being a Wallflower,7.9,539000,67,PG-13,2012,1h 43m,Stephen Chbosky,614,452
Casablanca,8.5,597000,100,PG,1942,1h 42m,Michael Curtiz,615,453
Bodies Bodies Bodies,6.2,62000,69,R,2022,1h 34m,Halina Reijn,616,454
Die Another Day,6.1,227000,56,PG-13,2002,2h 13m,Lee Tamahori,617,455
Blonde,5.5,70000,50,NC-17,2022,2h 47m,Andrew Dominik,618,456
Hamilton,8.3,109000,88,PG-13,2020,2h 40m,Thomas Kail,619,457
Now You See Me,7.2,696000,50,PG-13,2013,1h 55m,Louis Leterrier,620,112
My Big Fat Greek Wedding 3,5.2,6600,35,PG-13,2023,1h 32m,Nia Vardalos,621,458
The Pale Blue Eye,6.6,119000,56,R,2022,2h 8m,Scott Cooper,622,459
Lethal Weapon,7.6,272000,68,R,1987,1h 49m,Richard Donner,623,53
It Happened on Fifth Avenue,7.6,6100,66,Passed,1947,1h 56m,Roy Del Ruth,624,460
My Cousin Vinny,7.6,137000,68,R,1992,2h,Jonathan Lynn,625,403
The Imitation Game,8,811000,71,PG-13,2014,1h 54m,Morten Tyldum,626,461
E.T. the Extra-Terrestrial,7.9,431000,92,PG,1982,1h 55m,Steven Spielberg,627,135
After,5.3,63000,30,PG-13,2019,1h 45m,Jenny Gage,628,462
Scrooge: A Christmas Carol,6.2,7100,46,TV-Y7,2022,1h 36m,Stephen Donnelly,629,463
The Ritual,6.3,115000,57,TV-MA,2017,1h 34m,David Bruckner,630,464
Into the Wild,8.1,649000,73,R,2007,2h 28m,Sean Penn,631,465
Independence Day,7,598000,59,PG-13,1996,2h 25m,Roland Emmerich,632,387
Transformers,7,667000,61,PG-13,2007,2h 24m,Michael Bay,633,466
Training Day,7.7,464000,71,R,2001,2h 2m,Antoine Fuqua,634,86
Step Brothers,6.9,313000,51,R,2008,1h 38m,Adam McKay,635,214
Knock Knock,4.9,102000,53,R,2015,1h 39m,Eli Roth,636,46
Stardust,7.6,282000,66,PG-13,2007,2h 7m,Matthew Vaughn,637,396
Lady Chatterley's Lover,6.6,22000,67,R,2022,2h 6m,Laure de Clermont-Tonnerre,638,467
Black Hawk Down,7.7,417000,74,R,2001,2h 24m,Ridley Scott,639,7
Bad Santa 2,5.6,28000,38,R,2016,1h 32m,Mark Waters,640,151
Baby Driver,7.6,591000,86,R,2017,1h 53m,Edgar Wright,641,111
Bones and All,6.8,53000,74,R,2022,2h 11m,Luca Guadagnino,642,227
Closer,7.2,233000,65,R,2004,1h 44m,Mike Nichols,643,468
Vegas Vacation,5.9,52000,20,PG,1997,1h 33m,Stephen Kessler,644,469
Labyrinth,7.3,147000,50,PG,1986,1h 41m,Jim Henson,645,470
Fast & Furious,6.5,306000,46,PG-13,2009,1h 47m,Justin Lin,647,113
Superman,7.4,185000,82,PG,1978,2h 23m,Richard Donner,648,53
Predator,7.8,446000,47,R,1987,1h 47m,John McTiernan,649,30
The Pelican Brief,6.6,94000,51,PG-13,1993,2h 21m,Alan J. Pakula,650,471
Atonement,7.8,295000,85,R,2007,2h 3m,Joe Wright,651,105
The Fugitive,7.8,313000,87,PG-13,1993,2h 10m,Andrew Davis,652,472
The Secret: Dare to Dream,6.5,17000,32,PG,2020,1h 47m,Andy Tennant,653,473
Passengers,7,436000,41,PG-13,2016,1h 56m,Morten Tyldum,654,461
Transformers: The Last Knight,5.2,166000,27,PG-13,2017,2h 34m,Michael Bay,655,466
Groundhog Day,8,670000,72,PG,1993,1h 41m,Harold Ramis,656,190
Scrooge,7.5,12000,58,G,1970,1h 53m,Ronald Neame,657,474
Jumanji: Welcome to the Jungle,6.9,413000,58,PG-13,2017,1h 59m,Jake Kasdan,658,475
Notting Hill,7.2,334000,68,PG-13,1999,2h 4m,Roger Michell,659,476
Logan,8.1,813000,77,R,2017,2h 17m,James Mangold,660,18
Grease,7.2,295000,70,PG,1978,1h 50m,Randal Kleiser,661,436
Ferris Bueller's Day Off,7.8,380000,61,PG-13,1986,1h 43m,John Hughes,662,288
"What's Up, Doc?",7.7,26000,73,G,1972,1h 34m,Peter Bogdanovich,663,297
Paddington 2,7.8,90000,88,PG,2017,1h 43m,Paul King,665,2
Batman,7.5,399000,69,PG-13,1989,2h 6m,Tim Burton,666,56
City of Angels,6.7,126000,54,PG-13,1998,1h 54m,Brad Silberling,667,479
Pleasure,6.4,21000,75,R,2021,1h 49m,Ninja Thyberg,668,480
M3GAN,6.4,134000,72,PG-13,2022,1h 42m,Gerard Johnstone,669,481
Beverly Hills Cop III,5.5,86000,16,R,1994,1h 44m,John Landis,670,220
A Time to Kill,7.5,177000,53,R,1996,2h 29m,Joel Schumacher,671,368
Rogue One: A Star Wars Story,7.8,675000,65,PG-13,2016,2h 13m,Gareth Edwards,672,26
Rocky,8.1,617000,70,PG,1976,2h,John G. Avildsen,673,482
Ted,6.9,644000,62,R,2012,1h 46m,Seth MacFarlane,674,483
The Virgin Suicides,7.2,166000,77,R,1999,1h 37m,Sofia Coppola,675,70
Doctor Sleep,7.3,214000,59,R,2019,2h 32m,Mike Flanagan,676,294
The Cell,6.4,108000,40,R,2000,1h 47m,Tarsem Singh,677,484
A Star Is Born,7.6,410000,88,R,2018,2h 16m,Bradley Cooper,678,21
Australia,6.6,129000,53,PG-13,2008,2h 45m,Baz Luhrmann,679,313
The Day After Tomorrow,6.5,470000,47,PG-13,2004,2h 4m,Roland Emmerich,680,387
Mad Max,6.8,218000,73,R,1979,1h 28m,George Miller,681,97
Payback,7.1,143000,46,R,1999,1h 40m,Brian Helgeland,682,45
Split,7.3,537000,63,PG-13,2016,1h 57m,M. Night Shyamalan,683,314
The Conjuring,7.5,545000,68,R,2013,1h 52m,James Wan,684,221
Daddy's Home 2,6,81000,30,PG-13,2017,1h 40m,Sean Anders,685,67
The Lovely Bones,6.6,178000,42,PG-13,2009,2h 15m,Peter Jackson,687,104
War for the Planet of the Apes,7.4,276000,82,PG-13,2017,2h 20m,Matt Reeves,688,73
The Curious Case of Benjamin Button,7.8,685000,70,PG-13,2008,2h 46m,David Fincher,689,31
Ambulance,6.1,90000,55,R,2022,2h 16m,Michael Bay,690,466
A Bronx Tale,7.8,156000,80,R,1993,2h 1m,Robert De Niro,691,488
Star Wars: Episode VII - The Force Awakens,7.8,963000,80,PG-13,2015,2h 18m,J.J. Abrams,692,381
Romeo + Juliet,6.7,241000,60,PG-13,1996,2h,Baz Luhrmann,693,313
The King's Man,6.3,167000,44,R,2021,2h 11m,Matthew Vaughn,694,396
Fool's Paradise,4.7,4900,27,R,2023,1h 38m,Charlie Day,695,489
Trainspotting,8.1,715000,83,R,1996,1h 33m,Danny Boyle,696,422
Saw,7.6,459000,46,R,2004,1h 43m,James Wan,697,221
Psycho,8.5,707000,97,R,1960,1h 49m,Alfred Hitchcock,698,490
Total Recall,7.5,349000,60,R,1990,1h 53m,Paul Verhoeven,699,335
The Reader,7.6,256000,58,R,2008,2h 4m,Stephen Daldry,701,493
Nocturnal Animals,7.5,298000,67,R,2016,1h 56m,Tom Ford,702,494
Ernest Saves Christmas,5.7,13000,44,PG,1988,1h 35m,John R. Cherry III,703,495
Rise of the Guardians,7.2,189000,58,PG,2012,1h 37m,Peter Ramsey,704,224
Venom,6.6,526000,35,PG-13,2018,1h 52m,Ruben Fleischer,706,208
Haunted Mansion,6.1,38000,47,PG-13,2023,2h 3m,Justin Simien,707,497
Office Space,7.6,283000,68,R,1999,1h 29m,Mike Judge,708,392
World War Z,7,706000,63,PG-13,2013,1h 56m,Marc Forster,709,252
Black Panther,7.3,824000,88,PG-13,2018,2h 14m,Ryan Coogler,710,498
The Hospital,7.1,7200,72,PG-13,1971,1h 43m,Arthur Hiller,711,143
Armageddon,6.7,445000,42,PG-13,1998,2h 31m,Michael Bay,712,466
Us,6.8,332000,81,R,2019,1h 56m,Jordan Peele,713,228
