,Movie_Name,Movie_ID,Genre,Genre_ID
1210,Suspiria,954,Horror,16
1211,Nomadland,955,Drama,1
1212,I'm Thinking of Ending Things,956,Drama,1
1213,I'm Thinking of Ending Things,956,Thriller,3
1214,Reality,957,Drama,1
1215,Mud,958,Drama,1
1216,Mud,958,Adventure,4
1217,Pearl Harbor,960,Drama,1
1218,Pearl Harbor,960,History,9
1219,Pearl Harbor,960,Action,10
1220,Brazil,961,Drama,1
1221,Brazil,961,Thriller,3
1222,Brazil,961,Sci-Fi,13
1223,Blue Velvet,962,Drama,1
1224,Blue Velvet,962,Mystery,2
1225,Blue Velvet,962,Crime,8
1226,Sideways,963,Drama,1
1227,Sideways,963,Comedy,5
1228,Sideways,963,Romance,7
1229,Sleepers,964,Drama,1
1230,Sleepers,964,Thriller,3
1231,Sleepers,964,Crime,8
1232,A Merry Friggin' Christmas,965,Drama,1
1233,A Merry Friggin' Christmas,965,Comedy,5
1234,Demolition,966,Drama,1
1235,Demolition,966,Comedy,5
1236,Marriage Story,967,Drama,1
1237,Marriage Story,967,Romance,7
1238,The Road,968,Drama,1
1239,The Road,968,Thriller,3
1240,Manchester by the Sea,972,Drama,1
1241,The Call of the Wild,973,Drama,1
1242,The Call of the Wild,973,Adventure,4
1243,The Call of the Wild,973,Family,6
1244,American Sniper,974,Drama,1
1245,American Sniper,974,Action,10
1246,American Sniper,974,Biography,11
