Year Film,Year Ceremony,Award,Name of Winner,Movie Name,Oscar Award ID
2013,2014,SOUND EDITING,Glenn Freemantle,Gravity,OWA0097
2013,2014,SOUND MIXING,"Skip Lievsay, Niv Adiri, Christopher Benstead and Chris Munro",Gravity,OWA0100
2013,2014,VISUAL EFFECTS,"Tim Webber, Chris Lawrence, David Shirk and Neil Corbould",Gravity,OWA0084
2013,2014,WRITING (Adapted Screenplay),Screenplay by John Ridley,12 Years a Slave,OWA0099
2013,2014,WRITING (Original Screenplay),Written by Spike Jonze,Her,OWA0036
2014,2015,ACTOR IN A LEADING ROLE,Eddie Redmayne,The Theory of Everything,OWA0080
2014,2015,ACTOR IN A SUPPORTING ROLE,J.K. Simmons,Whiplash,OWA0025
2014,2015,ACTRESS IN A LEADING ROLE,Julianne Moore,Still Alice,OWA0081
2014,2015,ACTRESS IN A SUPPORTING ROLE,Patricia Arquette,Boyhood,OWA0026
2014,2015,ANIMATED FEATURE FILM,"Don Hall, Chris Williams and Roy Conli",Big Hero 6,OWA0098
2014,2015,CINEMATOGRAPHY,Emmanuel Lubezki,Birdman or (The Unexpected Virtue of Ignorance),OWA0004
2014,2015,COSTUME DESIGN,Milena Canonero,The Grand Budapest Hotel,OWA0053
2014,2015,DIRECTING,Alejandro G. Iñárritu,Birdman or (The Unexpected Virtue of Ignorance),OWA0012
2014,2015,DOCUMENTARY (Feature),"Laura Poitras, Mathilde Bonnefoy and Dirk Wilutzky",CitizenFour,OWA0044
2014,2015,DOCUMENTARY (Short Subject),Ellen Goosenberg Kent and Dana Perry,Crisis Hotline: Veterans Press 1,OWA0037
2014,2015,FILM EDITING,Tom Cross,Whiplash,OWA0020
2014,2015,FOREIGN LANGUAGE FILM,Poland,Ida,OWA0050
2014,2015,MAKEUP AND HAIRSTYLING,Frances Hannon and Mark Coulier,The Grand Budapest Hotel,OWA0101
2014,2015,MUSIC (Original Score),Alexandre Desplat,The Grand Budapest Hotel,OWA0030
2014,2015,MUSIC (Original Song),Music and Lyric by John Stephens and Lonnie Lynn,Selma,OWA0078
2014,2015,BEST PICTURE,"Alejandro G. Iñárritu, John Lesher and James W. Skotchdopole, Producers",Birdman or (The Unexpected Virtue of Ignorance),OWA0060
2014,2015,PRODUCTION DESIGN,Production Design: Adam Stockhausen; Set Decoration: Anna Pinnock,The Grand Budapest Hotel,OWA0102
2014,2015,SHORT FILM (Animated),Patrick Osborne and Kristina Reed,Feast,OWA0075
2014,2015,SHORT FILM (Live Action),Mat Kirkby and James Lucas,The Phone Call,OWA0076
2014,2015,SOUND EDITING,Alan Robert Murray and Bub Asman,American Sniper,OWA0097
2014,2015,SOUND MIXING,"Craig Mann, Ben Wilkins and Thomas Curley",Whiplash,OWA0100
2014,2015,VISUAL EFFECTS,"Paul Franklin, Andrew Lockley, Ian Hunter and Scott Fisher",Interstellar,OWA0084
2014,2015,WRITING (Adapted Screenplay),Written by Graham Moore,The Imitation Game,OWA0099
2014,2015,WRITING (Original Screenplay),"Written by Alejandro G. Iñárritu, Nicolás Giacobone, Alexander Dinelaris, Jr. & Armando Bo",Birdman or (The Unexpected Virtue of Ignorance),OWA0036
2015,2016,ACTOR IN A LEADING ROLE,Leonardo DiCaprio,The Revenant,OWA0080
2015,2016,ACTOR IN A SUPPORTING ROLE,Mark Rylance,Bridge of Spies,OWA0025
2015,2016,ACTRESS IN A LEADING ROLE,Brie Larson,Room,OWA0081
2015,2016,ACTRESS IN A SUPPORTING ROLE,Alicia Vikander,The Danish Girl,OWA0026
2015,2016,ANIMATED FEATURE FILM,Pete Docter and Jonas Rivera,Inside Out,OWA0098
2015,2016,CINEMATOGRAPHY,Emmanuel Lubezki,The Revenant,OWA0004
2015,2016,COSTUME DESIGN,Jenny Beavan,Mad Max: Fury Road,OWA0053
2015,2016,DIRECTING,Alejandro G. Iñárritu,The Revenant,OWA0012
2015,2016,DOCUMENTARY (Feature),Asif Kapadia and James Gay-Rees,Amy,OWA0044
2015,2016,DOCUMENTARY (Short Subject),Sharmeen Obaid-Chinoy,A Girl in the River: The Price of Forgiveness,OWA0037
2015,2016,FILM EDITING,Margaret Sixel,Mad Max: Fury Road,OWA0020
2015,2016,FOREIGN LANGUAGE FILM,Hungary,Son of Saul,OWA0050
2015,2016,MAKEUP AND HAIRSTYLING,"Lesley Vanderwalt, Elka Wardega and Damian Martin",Mad Max: Fury Road,OWA0101
2015,2016,MUSIC (Original Score),Ennio Morricone,The Hateful Eight,OWA0030
2015,2016,MUSIC (Original Song),Music and Lyric by Jimmy Napes and Sam Smith,Spectre,OWA0078
2015,2016,BEST PICTURE,"Michael Sugar, Steve Golin, Nicole Rocklin and Blye Pagon Faust, Producers",Spotlight,OWA0060
2015,2016,PRODUCTION DESIGN,Production Design: Colin Gibson; Set Decoration: Lisa Thompson,Mad Max: Fury Road,OWA0102
2015,2016,SHORT FILM (Animated),Gabriel Osorio and Pato Escala,Bear Story,OWA0075
2015,2016,SHORT FILM (Live Action),Benjamin Cleary and Serena Armitage,Stutterer,OWA0076
2015,2016,SOUND EDITING,Mark Mangini and David White,Mad Max: Fury Road,OWA0097
2015,2016,SOUND MIXING,"Chris Jenkins, Gregg Rudloff and Ben Osmo",Mad Max: Fury Road,OWA0100
2015,2016,VISUAL EFFECTS,"Andrew Whitehurst, Paul Norris, Mark Ardington and Sara Bennett",Ex Machina,OWA0084
2015,2016,WRITING (Adapted Screenplay),Screenplay by Charles Randolph and Adam McKay,The Big Short,OWA0099
2015,2016,WRITING (Original Screenplay),Written by Josh Singer & Tom McCarthy,Spotlight,OWA0036
2016,2017,ACTOR IN A LEADING ROLE,Casey Affleck,Manchester by the Sea,OWA0080
2016,2017,ACTOR IN A SUPPORTING ROLE,Mahershala Ali,Moonlight,OWA0025
2016,2017,ACTRESS IN A LEADING ROLE,Emma Stone,La La Land,OWA0081
2016,2017,ACTRESS IN A SUPPORTING ROLE,Viola Davis,Fences,OWA0026
2016,2017,ANIMATED FEATURE FILM,"Byron Howard, Rich Moore and Clark Spencer",Zootopia,OWA0098
2016,2017,CINEMATOGRAPHY,Linus Sandgren,La La Land,OWA0004
2016,2017,COSTUME DESIGN,Colleen Atwood,Fantastic Beasts and Where to Find Them,OWA0053
2016,2017,DIRECTING,Damien Chazelle,La La Land,OWA0012
2016,2017,DOCUMENTARY (Feature),Ezra Edelman and Caroline Waterlow,O.J.: Made in America,OWA0044
2016,2017,DOCUMENTARY (Short Subject),Orlando von Einsiedel and Joanna Natasegara,The White Helmets,OWA0037
2016,2017,FILM EDITING,John Gilbert,Hacksaw Ridge,OWA0020
2016,2017,FOREIGN LANGUAGE FILM,Iran,The Salesman,OWA0050
2016,2017,MAKEUP AND HAIRSTYLING,"Alessandro Bertolazzi, Giorgio Gregorini and Christopher Nelson",Suicide Squad,OWA0101
2016,2017,MUSIC (Original Score),Justin Hurwitz,La La Land,OWA0030
2016,2017,MUSIC (Original Song),Music by Justin Hurwitz; Lyric by Benj Pasek and Justin Paul,La La Land,OWA0078
2016,2017,BEST PICTURE,"Adele Romanski, Dede Gardner and Jeremy Kleiner, Producers",Moonlight,OWA0060
2016,2017,PRODUCTION DESIGN,Production Design: David Wasco; Set Decoration: Sandy Reynolds-Wasco,La La Land,OWA0102
2016,2017,SHORT FILM (Animated),Alan Barillaro and Marc Sondheimer,Piper,OWA0075
2016,2017,SHORT FILM (Live Action),Kristof Deák and Anna Udvardy,Sing,OWA0076
2016,2017,SOUND EDITING,Sylvain Bellemare,Arrival,OWA0097
2016,2017,SOUND MIXING,"Kevin O'Connell, Andy Wright, Robert Mackenzie and Peter Grace",Hacksaw Ridge,OWA0100
2016,2017,VISUAL EFFECTS,"Robert Legato, Adam Valdez, Andrew R. Jones and Dan Lemmon",The Jungle Book,OWA0084
2016,2017,WRITING (Adapted Screenplay),Screenplay by Barry Jenkins; Story by Tarell Alvin McCraney,Moonlight,OWA0099
2016,2017,WRITING (Original Screenplay),Written by Kenneth Lonergan,Manchester by the Sea,OWA0036
2017,2018,ACTOR IN A LEADING ROLE,Gary Oldman,Darkest Hour,OWA0080
2017,2018,ACTOR IN A SUPPORTING ROLE,Sam Rockwell,"Three Billboards outside Ebbing, Missouri",OWA0025
2017,2018,ACTRESS IN A LEADING ROLE,Frances McDormand,"Three Billboards outside Ebbing, Missouri",OWA0081
2017,2018,ACTRESS IN A SUPPORTING ROLE,Allison Janney,"I, Tonya",OWA0026
2017,2018,ANIMATED FEATURE FILM,Lee Unkrich and Darla K. Anderson,Coco,OWA0098
2017,2018,CINEMATOGRAPHY,Roger A. Deakins,Blade Runner 2049,OWA0004
2017,2018,COSTUME DESIGN,Mark Bridges,Phantom Thread,OWA0053
2017,2018,DIRECTING,Guillermo del Toro,The Shape of Water,OWA0012
2017,2018,DOCUMENTARY (Feature),Bryan Fogel and Dan Cogan,Icarus,OWA0044
2017,2018,DOCUMENTARY (Short Subject),Frank Stiefel,Heaven Is a Traffic Jam on the 405,OWA0037
2017,2018,FILM EDITING,Lee Smith,Dunkirk,OWA0020
2017,2018,FOREIGN LANGUAGE FILM,Chile,A Fantastic Woman,OWA0050
2017,2018,MAKEUP AND HAIRSTYLING,"Kazuhiro Tsuji, David Malinowski and Lucy Sibbick",Darkest Hour,OWA0101
2017,2018,MUSIC (Original Score),Alexandre Desplat,The Shape of Water,OWA0030
2017,2018,MUSIC (Original Song),Music and Lyric by Kristen Anderson-Lopez and Robert Lopez,Coco,OWA0078
2017,2018,BEST PICTURE,"Guillermo del Toro and J. Miles Dale, Producers",The Shape of Water,OWA0060
2017,2018,PRODUCTION DESIGN,Production Design: Paul Denham Austerberry; Set Decoration: Shane Vieau and Jeffrey A. Melvin,The Shape of Water,OWA0102
2017,2018,SHORT FILM (Animated),Glen Keane and Kobe Bryant,Dear Basketball,OWA0075
2017,2018,SHORT FILM (Live Action),Chris Overton and Rachel Shenton,The Silent Child,OWA0076
2017,2018,SOUND EDITING,Richard King and Alex Gibson,Dunkirk,OWA0097
2017,2018,SOUND MIXING,"Gregg Landaker, Gary A. Rizzo and Mark Weingarten",Dunkirk,OWA0100
2017,2018,VISUAL EFFECTS,"John Nelson, Gerd Nefzer, Paul Lambert and Richard R. Hoover",Blade Runner 2049,OWA0084
2017,2018,WRITING (Adapted Screenplay),Screenplay by James Ivory,Call Me by Your Name,OWA0099
2017,2018,WRITING (Original Screenplay),Written by Jordan Peele,Get Out,OWA0036
2018,2019,ACTOR IN A LEADING ROLE,Rami Malek,Bohemian Rhapsody,OWA0080
2018,2019,ACTOR IN A SUPPORTING ROLE,Mahershala Ali,Green Book,OWA0025
2018,2019,ACTRESS IN A LEADING ROLE,Olivia Colman,The Favourite,OWA0081
2018,2019,ACTRESS IN A SUPPORTING ROLE,Regina King,If Beale Street Could Talk,OWA0026
2018,2019,ANIMATED FEATURE FILM,"Bob Persichetti, Peter Ramsey, Rodney Rothman, Phil Lord and Christopher Miller",Spider-Man: Into the Spider-Verse,OWA0098
2018,2019,CINEMATOGRAPHY,Alfonso Cuarón,Roma,OWA0004
2018,2019,COSTUME DESIGN,Ruth Carter,Black Panther,OWA0053
2018,2019,DIRECTING,Alfonso Cuarón,Roma,OWA0012
2018,2019,DOCUMENTARY (Feature),"Elizabeth Chai Vasarhelyi, Jimmy Chin, Evan Hayes and Shannon Dill",Free Solo,OWA0044
2018,2019,DOCUMENTARY (Short Subject),Rayka Zehtabchi and Melissa Berton,Period. End of Sentence.,OWA0037
2018,2019,FILM EDITING,John Ottman,Bohemian Rhapsody,OWA0020
2018,2019,FOREIGN LANGUAGE FILM,Mexico,Roma,OWA0050
2018,2019,MAKEUP AND HAIRSTYLING,"Greg Cannom, Kate Biscoe and Patricia Dehaney",Vice,OWA0101
2018,2019,MUSIC (Original Score),Ludwig Goransson,Black Panther,OWA0030
2018,2019,MUSIC (Original Song),"Music and Lyric by Lady Gaga, Mark Ronson, Anthony Rossomando and Andrew Wyatt",A Star Is Born,OWA0078
2018,2019,BEST PICTURE,"Jim Burke, Charles B. Wessler, Brian Currie, Peter Farrelly and Nick Vallelonga, Producers",Green Book,OWA0060
2018,2019,PRODUCTION DESIGN,Production Design: Hannah Beachler; Set Decoration: Jay Hart,Black Panther,OWA0102
2018,2019,SHORT FILM (Animated),Domee Shi and Becky Neiman-Cobb,Bao,OWA0075
2018,2019,SHORT FILM (Live Action),Guy Nattiv and Jaime Ray Newman,Skin,OWA0076
2018,2019,SOUND EDITING,John Warhurst and Nina Hartstone,Bohemian Rhapsody,OWA0097
2018,2019,SOUND MIXING,"Paul Massey, Tim Cavagin and John Casali",Bohemian Rhapsody,OWA0100
2018,2019,VISUAL EFFECTS,"Paul Lambert, Ian Hunter, Tristan Myles and J.D. Schwalm",First Man,OWA0084
2018,2019,WRITING (Adapted Screenplay),Written by Charlie Wachtel & David Rabinowitz and Kevin Willmott & Spike Lee,BlacKkKlansman,OWA0099
2018,2019,WRITING (Original Screenplay),"Written by Nick Vallelonga, Brian Currie, Peter Farrelly",Green Book,OWA0036
2019,2020,ACTOR IN A LEADING ROLE,Joaquin Phoenix,Joker,OWA0080
2019,2020,ACTOR IN A SUPPORTING ROLE,Brad Pitt,Once upon a Time...in Hollywood,OWA0025
2019,2020,ACTRESS IN A LEADING ROLE,Renée Zellweger,Judy,OWA0081
2019,2020,ACTRESS IN A SUPPORTING ROLE,Laura Dern,Marriage Story,OWA0026
2019,2020,ANIMATED FEATURE FILM,"Josh Cooley, Mark Nielsen and Jonas Rivera",Toy Story 4,OWA0098
2019,2020,CINEMATOGRAPHY,Roger Deakins,1917,OWA0004
2019,2020,COSTUME DESIGN,Jacqueline Durran,Little Women,OWA0053
2019,2020,DIRECTING,Bong Joon Ho,Parasite,OWA0012
2019,2020,DOCUMENTARY (Feature),"Steven Bognar, Julia Reichert and Jeff Reichert",American Factory,OWA0044
2019,2020,DOCUMENTARY (Short Subject),Carol Dysinger and Elena Andreicheva,Learning to Skateboard in a Warzone (If You're a Girl),OWA0037
2019,2020,FILM EDITING,Michael McCusker and Andrew Buckland,Ford v Ferrari,OWA0020
2019,2020,INTERNATIONAL FEATURE FILM,South Korea,Parasite,OWA0103
2019,2020,MAKEUP AND HAIRSTYLING,"Kazu Hiro, Anne Morgan and Vivian Baker",Bombshell,OWA0101
2019,2020,MUSIC (Original Score),Hildur Guðnadóttir,Joker,OWA0030
2019,2020,MUSIC (Original Song),Music by Elton John; Lyric by Bernie Taupin,Rocketman,OWA0078
2019,2020,BEST PICTURE,"Kwak Sin Ae and Bong Joon Ho, Producers",Parasite,OWA0060
2019,2020,PRODUCTION DESIGN,Production Design: Barbara Ling; Set Decoration: Nancy Haigh,Once upon a Time...in Hollywood,OWA0102
2019,2020,SHORT FILM (Animated),Matthew A. Cherry and Karen Rupert Toliver,Hair Love,OWA0075
2019,2020,SHORT FILM (Live Action),Marshall Curry,The Neighbors' Window,OWA0076
2019,2020,SOUND EDITING,Donald Sylvester,Ford v Ferrari,OWA0097
2019,2020,SOUND MIXING,Mark Taylor and Stuart Wilson,1917,OWA0100
2019,2020,VISUAL EFFECTS,"Guillaume Rocheron, Greg Butler and Dominic Tuohy",1917,OWA0084
2019,2020,WRITING (Adapted Screenplay),Screenplay by Taika Waititi,Jojo Rabbit,OWA0099
2019,2020,WRITING (Original Screenplay),"Screenplay by Bong Joon Ho, Han Jin Won; Story by Bong Joon Ho",Parasite,OWA0036
2020,2021,ACTOR IN A LEADING ROLE,Anthony Hopkins,The Father,OWA0080
2020,2021,ACTOR IN A SUPPORTING ROLE,Daniel Kaluuya,Judas and the Black Messiah,OWA0025
2020,2021,ACTRESS IN A LEADING ROLE,Frances McDormand,Nomadland,OWA0081
2020,2021,ACTRESS IN A SUPPORTING ROLE,Yuh-Jung Youn,Minari,OWA0026
2020,2021,ANIMATED FEATURE FILM,Pete Docter and Dana Murray,Soul,OWA0098
2020,2021,CINEMATOGRAPHY,Erik Messerschmidt,Mank,OWA0004
2020,2021,COSTUME DESIGN,Ann Roth,Ma Rainey's Black Bottom,OWA0053
2020,2021,DIRECTING,Chloé Zhao,Nomadland,OWA0012
2020,2021,DOCUMENTARY (Feature),"Pippa Ehrlich, James Reed and Craig Foster",My Octopus Teacher,OWA0044
2020,2021,DOCUMENTARY (Short Subject),Anthony Giacchino and Alice Doyard,Colette,OWA0037
2020,2021,FILM EDITING,Mikkel E. G. Nielsen,Sound of Metal,OWA0020
2020,2021,INTERNATIONAL FEATURE FILM,Denmark,Another Round,OWA0103
2020,2021,MAKEUP AND HAIRSTYLING,"Sergio Lopez-Rivera, Mia Neal and Jamika Wilson",Ma Rainey's Black Bottom,OWA0101
2020,2021,MUSIC (Original Score),"Trent Reznor, Atticus Ross and Jon Batiste",Soul,OWA0030
2020,2021,MUSIC (Original Song),Music by H.E.R. and Dernst Emile II; Lyric by H.E.R. and Tiara Thomas,Judas and the Black Messiah,OWA0078
2020,2021,BEST PICTURE,"Frances McDormand, Peter Spears, Mollye Asher, Dan Janvey and Chloé Zhao, Producers",Nomadland,OWA0060
2020,2021,PRODUCTION DESIGN,Production Design: Donald Graham Burt; Set Decoration: Jan Pascale,Mank,OWA0102
2020,2021,SHORT FILM (Animated),Will McCormack and Michael Govier,If Anything Happens I Love You,OWA0075
2020,2021,SHORT FILM (Live Action),Travon Free and Martin Desmond Roe,Two Distant Strangers,OWA0076
2020,2021,SOUND,"Nicolas Becker, Jaime Baksht, Michellee Couttolenc, Carlos Cortés and Phillip Bladh",Sound of Metal,OWA0057
2020,2021,VISUAL EFFECTS,"Andrew Jackson, David Lee, Andrew Lockley and Scott Fisher",Tenet,OWA0084
2020,2021,WRITING (Adapted Screenplay),Screenplay by Christopher Hampton and Florian Zeller,The Father,OWA0099
2020,2021,WRITING (Original Screenplay),Written by Emerald Fennell,Promising Young Woman,OWA0036
2021,2022,ACTOR IN A LEADING ROLE,Will Smith,King Richard,OWA0080
2021,2022,ACTOR IN A SUPPORTING ROLE,Troy Kotsur,CODA,OWA0025
2021,2022,ACTRESS IN A LEADING ROLE,Jessica Chastain,The Eyes of Tammy Faye,OWA0081
2021,2022,ACTRESS IN A SUPPORTING ROLE,Ariana DeBose,West Side Story,OWA0026
2021,2022,ANIMATED FEATURE FILM,"Jared Bush, Byron Howard, Yvett Merino and Clark Spencer",Encanto,OWA0098
2021,2022,CINEMATOGRAPHY,Greig Fraser,Dune,OWA0004
2021,2022,COSTUME DESIGN,Jenny Beavan,Cruella,OWA0053
2021,2022,DIRECTING,Jane Campion,The Power of the Dog,OWA0012
2021,2022,DOCUMENTARY (Feature),"Ahmir ""Questlove"" Thompson, Joseph Patel, Robert Fyvolent and David Dinerstein","Summer of Soul (...Or, When the Revolution Could Not Be Televised)",OWA0044
2021,2022,DOCUMENTARY (Short Subject),Ben Proudfoot,The Queen of Basketball,OWA0037
2021,2022,FILM EDITING,Joe Walker,Dune,OWA0020
2021,2022,INTERNATIONAL FEATURE FILM,Japan,Drive My Car,OWA0103
2021,2022,MAKEUP AND HAIRSTYLING,"Linda Dowds, Stephanie Ingram and Justin Raleigh",The Eyes of Tammy Faye,OWA0101
2021,2022,MUSIC (Original Score),Hans Zimmer,Dune,OWA0030
2021,2022,MUSIC (Original Song),Music and Lyric by Billie Eilish and Finneas O'Connell,No Time to Die,OWA0078
2021,2022,BEST PICTURE,"Philippe Rousselet, Fabrice Gianfermi and Patrick Wachsberger, Producers",CODA,OWA0060
2021,2022,PRODUCTION DESIGN,Production Design: Patrice Vermette; Set Decoration: Zsuzsanna Sipos,Dune,OWA0102
2021,2022,SHORT FILM (Animated),Alberto Mielgo and Leo Sanchez,The Windshield Wiper,OWA0075
2021,2022,SHORT FILM (Live Action),Aneil Karia and Riz Ahmed,The Long Goodbye,OWA0076
2021,2022,SOUND,"Mac Ruth, Mark Mangini, Theo Green, Doug Hemphill and Ron Bartlett",Dune,OWA0057
2021,2022,VISUAL EFFECTS,"Paul Lambert, Tristan Myles, Brian Connor and Gerd Nefzer",Dune,OWA0084
2021,2022,WRITING (Adapted Screenplay),Screenplay by Siân Heder,CODA,OWA0099
2021,2022,WRITING (Original Screenplay),Written by Kenneth Branagh,Belfast,OWA0036
2022,2023,ACTOR IN A LEADING ROLE,Brendan Fraser,The Whale,OWA0080
2022,2023,ACTOR IN A SUPPORTING ROLE,Ke Huy Quan,Everything Everywhere All at Once,OWA0025
2022,2023,ACTRESS IN A LEADING ROLE,Michelle Yeoh,Everything Everywhere All at Once,OWA0081
2022,2023,ACTRESS IN A SUPPORTING ROLE,Jamie Lee Curtis,Everything Everywhere All at Once,OWA0026
2022,2023,ANIMATED FEATURE FILM,"Guillermo del Toro, Mark Gustafson, Gary Ungar and Alex Bulkley",Guillermo del Toro's Pinocchio,OWA0098
2022,2023,CINEMATOGRAPHY,James Friend,All Quiet on the Western Front,OWA0004
2022,2023,COSTUME DESIGN,Ruth Carter,Black Panther: Wakanda Forever,OWA0053
2022,2023,DIRECTING,Daniel Kwan and Daniel Scheinert,Everything Everywhere All at Once,OWA0012
2022,2023,DOCUMENTARY FEATURE FILM,"Daniel Roher, Odessa Rae, Diane Becker, Melanie Miller and Shane Boris",Navalny,OWA0104
2022,2023,DOCUMENTARY SHORT FILM,Kartiki Gonsalves and Guneet Monga,The Elephant Whisperers,OWA0105
2022,2023,FILM EDITING,Paul Rogers,Everything Everywhere All at Once,OWA0020
2022,2023,INTERNATIONAL FEATURE FILM,Germany,All Quiet on the Western Front,OWA0103
2022,2023,MAKEUP AND HAIRSTYLING,"Adrien Morot, Judy Chin and Annemarie Bradley",The Whale,OWA0101
2022,2023,MUSIC (Original Score),Volker Bertelmann,All Quiet on the Western Front,OWA0030
2022,2023,MUSIC (Original Song),Music by M.M. Keeravaani; Lyric by Chandrabose,RRR,OWA0078
2022,2023,BEST PICTURE,"Daniel Kwan, Daniel Scheinert and Jonathan Wang, Producers",Everything Everywhere All at Once,OWA0060
2022,2023,PRODUCTION DESIGN,Production Design: Christian M. Goldbeck; Set Decoration: Ernestine Hipper,All Quiet on the Western Front,OWA0102
2022,2023,SHORT FILM (Animated),Charlie Mackesy and Matthew Freud,"The Boy, the Mole, the Fox and the Horse",OWA0075
2022,2023,SHORT FILM (Live Action),Tom Berkeley and Ross White,An Irish Goodbye,OWA0076
2022,2023,SOUND,"Mark Weingarten, James H. Mather, Al Nelson, Chris Burdon and Mark Taylor",Top Gun: Maverick,OWA0057
2022,2023,VISUAL EFFECTS,"Joe Letteri, Richard Baneham, Eric Saindon and Daniel Barrett",Avatar: The Way of Water,OWA0084
2022,2023,WRITING (Adapted Screenplay),Screenplay by Sarah Polley,Women Talking,OWA0099
2022,2023,WRITING (Original Screenplay),Written by Daniel Kwan & Daniel Scheinert,Everything Everywhere All at Once,OWA0036
2022,2023,AWARD OF COMMENDATION,To Ryan Laney for his innovative adaptation and deployment of AI-driven facial veiling technology used to protect the identities while preserving the visual relatability of subjects in documentary filmmaking as exemplified in Welcome to Chechnya (2020).,Welcome to Chechnya,OWA0106
2023,2024,ACTOR IN A LEADING ROLE,Cillian Murphy,Oppenheimer,OWA0080
2023,2024,ACTOR IN A SUPPORTING ROLE,Robert Downey Jr.,Oppenheimer,OWA0025
2023,2024,ACTRESS IN A LEADING ROLE,Emma Stone,Poor Things,OWA0081
2023,2024,ACTRESS IN A SUPPORTING ROLE,Da'Vine Joy Randolph,The Holdovers,OWA0026
2023,2024,ANIMATED FEATURE FILM,Hayao Miyazaki and Toshio Suzuki,The Boy and the Heron,OWA0098
2023,2024,CINEMATOGRAPHY,Hoyte van Hoytema,Oppenheimer,OWA0004
2023,2024,COSTUME DESIGN,Holly Waddington,Poor Things,OWA0053
2023,2024,DIRECTING,Christopher Nolan,Oppenheimer,OWA0012
2023,2024,DOCUMENTARY FEATURE FILM,"Mstyslav Chernov, Michelle Mizner and Raney Aronson-Rath",20 Days in Mariupol,OWA0104
2023,2024,DOCUMENTARY SHORT FILM,Ben Proudfoot and Kris Bowers,The Last Repair Shop,OWA0105
2023,2024,FILM EDITING,Jennifer Lame,Oppenheimer,OWA0020
2023,2024,INTERNATIONAL FEATURE FILM,United Kingdom,The Zone of Interest,OWA0103
2023,2024,MAKEUP AND HAIRSTYLING,"Nadia Stacey, Mark Coulier and Josh Weston",Poor Things,OWA0101
2023,2024,MUSIC (Original Score),Ludwig Göransson,Oppenheimer,OWA0030
2023,2024,MUSIC (Original Song),Music and Lyric by Billie Eilish and Finneas O'Connell,Barbie,OWA0078
2023,2024,BEST PICTURE,"Emma Thomas, Charles Roven and Christopher Nolan, Producers",Oppenheimer,OWA0060
