Movie_ID,Movie_Name,Oscar_Award_ID,GG_Award_ID
2339,Prizzi's Honor,OWA0026,GG006
2340,Out of Africa,OWA0003,GG001
2340,Out of Africa,OWA0003,GG010
2340,Out of Africa,OWA0004,GG001
2340,Out of Africa,OWA0004,GG010
2340,Out of Africa,OWA0012,GG001
2340,Out of Africa,OWA0012,GG010
2340,Out of Africa,OWA0030,GG001
2340,Out of Africa,OWA0030,GG010
2340,Out of Africa,OWA0060,GG001
2340,Out of Africa,OWA0060,GG010
2340,Out of Africa,OWA0057,GG001
2340,Out of Africa,OWA0057,GG010
2340,Out of Africa,OWA0087,GG001
2340,Out of Africa,OWA0087,GG010
2341,Ran,OWA0053,
2342,Broken Rainbow,OWA0044,
2343,Witness to War: Dr. Charlie Clements,OWA0037,
2344,The Official Story,OWA0050,GG008
2345,White Nights,OWA0078,GG014
2346,Anna & Bella,OWA0075,
2347,Molly's Pilgrim,OWA0076,
2348,The Color of Money,OWA0080,
2349,Hannah and Her Sisters,OWA0025,GG004
2349,Hannah and Her Sisters,OWA0026,GG004
2349,Hannah and Her Sisters,OWA0088,GG004
2350,Children of a Lesser God,OWA0081,GG002
2351,A Room with a View,OWA0003,
2351,A Room with a View,OWA0053,
2351,A Room with a View,OWA0087,
2352,The Mission,OWA0004,GG012
2353,Artie Shaw: Time Is All You've Got,OWA0044,
2354,Down and Out in America,OWA0044,
2355,"Women--for America, for the World",OWA0037,
2356,The Assault,OWA0050,
2357,'Round Midnight,OWA0030,
2358,A Greek Tragedy,OWA0075,
2359,Precious Images,OWA0076,
2360,Wall Street,OWA0080,GG003
2361,The Last Emperor,OWA0003,GG012
2361,The Last Emperor,OWA0003,GG001
2361,The Last Emperor,OWA0003,GG013
2361,The Last Emperor,OWA0003,GG011
2361,The Last Emperor,OWA0004,GG012
2361,The Last Emperor,OWA0004,GG001
2361,The Last Emperor,OWA0004,GG013
2361,The Last Emperor,OWA0004,GG011
2361,The Last Emperor,OWA0053,GG012
2361,The Last Emperor,OWA0053,GG001
2361,The Last Emperor,OWA0053,GG013
2361,The Last Emperor,OWA0053,GG011
2361,The Last Emperor,OWA0012,GG012
2361,The Last Emperor,OWA0012,GG001
2361,The Last Emperor,OWA0012,GG013
2361,The Last Emperor,OWA0012,GG011
2361,The Last Emperor,OWA0020,GG012
2361,The Last Emperor,OWA0020,GG001
2361,The Last Emperor,OWA0020,GG013
2361,The Last Emperor,OWA0020,GG011
2361,The Last Emperor,OWA0030,GG012
2361,The Last Emperor,OWA0030,GG001
2361,The Last Emperor,OWA0030,GG013
2361,The Last Emperor,OWA0030,GG011
2361,The Last Emperor,OWA0060,GG012
2361,The Last Emperor,OWA0060,GG001
2361,The Last Emperor,OWA0060,GG013
2361,The Last Emperor,OWA0060,GG011
2361,The Last Emperor,OWA0057,GG012
2361,The Last Emperor,OWA0057,GG001
2361,The Last Emperor,OWA0057,GG013
2361,The Last Emperor,OWA0057,GG011
2361,The Last Emperor,OWA0087,GG012
2361,The Last Emperor,OWA0087,GG001
2361,The Last Emperor,OWA0087,GG013
2361,The Last Emperor,OWA0087,GG011
2362,The Ten-Year Lunch: The Wit and Legend of the Algonquin Round Table,OWA0044,
2363,Young at Heart,OWA0037,
2364,Babette's Feast,OWA0050,
2365,Harry and the Hendersons,OWA0092,
2366,The Man Who Planted Trees,OWA0075,
2367,Ray's Male Heterosexual Dance Hall,OWA0076,
2368,Innerspace,OWA0084,
2369,A Fish Called Wanda,OWA0025,
2370,The Accused,OWA0081,
2371,The Accidental Tourist,OWA0026,
2372,Dangerous Liaisons,OWA0003,
2372,Dangerous Liaisons,OWA0053,
2372,Dangerous Liaisons,OWA0087,
2373,Mississippi Burning,OWA0004,
2374,Hotel Terminus: The Life and Times of Klaus Barbie,OWA0044,
2375,You Don't Have to Die,OWA0037,
2376,Pelle the Conqueror,OWA0050,
2377,The Milagro Beanfield War,OWA0030,
2378,Working Girl,OWA0078,GG004
2378,Working Girl,OWA0078,GG009
2379,Tin Toy,OWA0075,
2380,The Appointments of Dennis Jennings,OWA0076,
2381,Bird,OWA0057,
2382,My Left Foot,OWA0080,
2382,My Left Foot,OWA0026,
2383,Driving Miss Daisy,OWA0081,GG004
2383,Driving Miss Daisy,OWA0081,GG005
2383,Driving Miss Daisy,OWA0081,GG006
2383,Driving Miss Daisy,OWA0092,GG004
2383,Driving Miss Daisy,OWA0092,GG005
2383,Driving Miss Daisy,OWA0092,GG006
2383,Driving Miss Daisy,OWA0060,GG004
2383,Driving Miss Daisy,OWA0060,GG005
2383,Driving Miss Daisy,OWA0060,GG006
2383,Driving Miss Daisy,OWA0087,GG004
2383,Driving Miss Daisy,OWA0087,GG005
2383,Driving Miss Daisy,OWA0087,GG006
2384,Henry V,OWA0053,
2385,Born on the Fourth of July,OWA0012,GG003
2385,Born on the Fourth of July,OWA0012,GG001
2385,Born on the Fourth of July,OWA0012,GG012
2385,Born on the Fourth of July,OWA0020,GG003
2385,Born on the Fourth of July,OWA0020,GG001
2385,Born on the Fourth of July,OWA0020,GG012
2386,Common Threads: Stories from the Quilt,OWA0044,
2387,The Johnstown Flood,OWA0037,
2388,Cinema Paradiso,OWA0050,GG008
2389,Balance,OWA0075,
2390,Work Experience,OWA0076,
2391,Reversal of Fortune,OWA0080,GG003
2392,Good Fellas,OWA0025,
2393,Dick Tracy,OWA0003,
2393,Dick Tracy,OWA0092,
2393,Dick Tracy,OWA0078,
2394,Dances With Wolves,OWA0004,
2394,Dances With Wolves,OWA0012,
2394,Dances With Wolves,OWA0020,
2394,Dances With Wolves,OWA0030,
2394,Dances With Wolves,OWA0060,
2394,Dances With Wolves,OWA0057,
2394,Dances With Wolves,OWA0087,
2395,American Dream,OWA0044,
2396,Days of Waiting,OWA0037,
2397,Journey of Hope,OWA0050,
2398,Creature Comforts,OWA0075,
2399,The Lunch Date,OWA0076,
2400,City Slickers,OWA0025,GG010
2401,The Fisher King,OWA0026,GG009
2402,Bugsy,OWA0003,GG001
2402,Bugsy,OWA0053,GG001
2403,In the Shadow of the Stars,OWA0044,
2404,"Deadly Deception: General Electric, Nuclear Weapons and Our Environment",OWA0037,
2405,Mediterraneo,OWA0050,
2406,Manipulation,OWA0075,
2407,Session Man,OWA0076,
2408,Howards End,OWA0081,GG002
2408,Howards End,OWA0003,GG002
2408,Howards End,OWA0095,GG002
2409,A River Runs through It,OWA0004,
2410,The Panama Deception,OWA0044,
2411,Educating Peter,OWA0037,
2412,Indochine,OWA0050,GG008
2413,Mona Lisa Descending a Staircase,OWA0075,
2414,Omnibus,OWA0076,
2415,The Crying Game,OWA0088,
2416,The Piano,OWA0081,GG002
2416,The Piano,OWA0026,GG002
2416,The Piano,OWA0088,GG002
2417,The Age of Innocence,OWA0053,GG009
2418,I Am a Promise: The Children of Stanton Elementary School,OWA0044,
2419,Defending Our Lives,OWA0037,
2420,Belle Epoque,OWA0050,
2421,The Wrong Trousers,OWA0075,
2422,Black Rider (Schwarzfahrer),OWA0076,
2423,Ed Wood,OWA0025,GG010
2423,Ed Wood,OWA0092,GG010
2424,Blue Sky,OWA0081,GG002
2425,Bullets over Broadway,OWA0026,
2426,The Madness of King George,OWA0003,
2427,"The Adventures of Priscilla, Queen of the Desert",OWA0053,
2428,Maya Lin: A Strong Clear Vision,OWA0044,
2429,A Time for Justice,OWA0037,
2430,Burnt by the Sun,OWA0050,
2431,The Lion King,OWA0030,
2431,The Lion King,OWA0078,
2432,Bob's Birthday,OWA0075,
2433,Franz Kafka's It's a Wonderful Life,OWA0076,
2434,Trevor,OWA0076,
2435,Leaving Las Vegas,OWA0080,GG003
2436,Dead Man Walking,OWA0081,
2437,Mighty Aphrodite,OWA0026,GG009
2438,Restoration,OWA0003,
2438,Restoration,OWA0053,
2439,Anne Frank Remembered,OWA0044,
2440,One Survivor Remembers,OWA0037,
2441,Antonia's Line,OWA0050,
2442,The Postman (Il Postino),OWA0070,
2443,Pocahontas,OWA0096,GG014
2443,Pocahontas,OWA0078,GG014
2444,A Close Shave,OWA0075,
2445,Lieberman in Love,OWA0076,
2446,Babe,OWA0084,GG004
2447,Shine,OWA0080,
2448,Fargo,OWA0081,
2448,Fargo,OWA0088,
2449,When We Were Kings,OWA0044,
2450,Breathing Lessons: The Life and Work of Mark O'Brien,OWA0037,
2451,Kolya,OWA0050,GG008
2452,The Nutty Professor,OWA0092,
2453,Emma,OWA0096,
2454,Evita,OWA0078,GG005
2454,Evita,OWA0078,GG014
2455,Quest,OWA0075,
2456,Dear Diary,OWA0076,
2457,The Ghost and the Darkness,OWA0093,
2458,Sling Blade,OWA0095,
2459,As Good as It Gets,OWA0080,GG004
2459,As Good as It Gets,OWA0080,GG005
2459,As Good as It Gets,OWA0081,GG004
2459,As Good as It Gets,OWA0081,GG005
2460,The Long Way Home,OWA0044,
2461,A Story of Healing,OWA0037,
2462,Character,OWA0050,
2463,The Full Monty,OWA0096,
2464,Geri's Game,OWA0075,
2465,Visas and Virtue,OWA0076,
2466,Life Is Beautiful,OWA0080,
2466,Life Is Beautiful,OWA0050,
2466,Life Is Beautiful,OWA0070,
2467,Affliction,OWA0025,
2468,Shakespeare in Love,OWA0081,GG012
2468,Shakespeare in Love,OWA0081,GG004
2468,Shakespeare in Love,OWA0081,GG005
2468,Shakespeare in Love,OWA0026,GG012
2468,Shakespeare in Love,OWA0026,GG004
2468,Shakespeare in Love,OWA0026,GG005
2468,Shakespeare in Love,OWA0003,GG012
2468,Shakespeare in Love,OWA0003,GG004
2468,Shakespeare in Love,OWA0003,GG005
2468,Shakespeare in Love,OWA0053,GG012
2468,Shakespeare in Love,OWA0053,GG004
2468,Shakespeare in Love,OWA0053,GG005
2468,Shakespeare in Love,OWA0096,GG012
2468,Shakespeare in Love,OWA0096,GG004
2468,Shakespeare in Love,OWA0096,GG005
2468,Shakespeare in Love,OWA0060,GG012
2468,Shakespeare in Love,OWA0060,GG004
2468,Shakespeare in Love,OWA0060,GG005
2468,Shakespeare in Love,OWA0088,GG012
2468,Shakespeare in Love,OWA0088,GG004
2468,Shakespeare in Love,OWA0088,GG005
2469,The Last Days,OWA0044,
2470,The Personals: Improvisations on Romance in the Golden Years,OWA0037,
2471,Elizabeth,OWA0092,
2472,The Prince of Egypt,OWA0078,
2473,Bunny,OWA0075,
2474,Election Night (Valgaften),OWA0076,
2475,What Dreams May Come,OWA0084,
2476,Gods and Monsters,OWA0095,GG009
2477,The Cider House Rules,OWA0025,
2477,The Cider House Rules,OWA0095,
2478,Boys Don't Cry,OWA0081,
2479,Topsy-Turvy,OWA0053,
2479,Topsy-Turvy,OWA0092,
2480,One Day in September,OWA0044,
2481,King Gimp,OWA0037,
2482,The Matrix,OWA0020,
2482,The Matrix,OWA0057,
2482,The Matrix,OWA0093,
2482,The Matrix,OWA0084,
2483,All about My Mother,OWA0050,
2484,The Red Violin,OWA0030,
2485,Tarzan,OWA0078,GG014
2486,My Mother Dreams the Satan's Disciples in New York,OWA0076,
2487,Pollock,OWA0026,
2488,"Crouching Tiger, Hidden Dragon",OWA0003,GG008
2488,"Crouching Tiger, Hidden Dragon",OWA0004,GG008
2488,"Crouching Tiger, Hidden Dragon",OWA0050,GG008
2488,"Crouching Tiger, Hidden Dragon",OWA0030,GG008
2489,Into the Arms of Strangers: Stories of the Kindertransport,OWA0044,
2490,Big Mama,OWA0037,
2491,Dr. Seuss' How the Grinch Stole Christmas,OWA0092,
2492,Wonder Boys,OWA0078,GG014
2493,Father and Daughter,OWA0075,
2494,Quiero Ser (I want to be...),OWA0076,
2495,Iris,OWA0025,GG010
2496,Monster's Ball,OWA0081,
2497,Shrek,OWA0098,
2498,Murder on a Sunday Morning,OWA0044,
2499,Thoth,OWA0037,
2500,No Man's Land,OWA0050,GG008
2501,"Monsters, Inc.",OWA0078,
2502,For the Birds,OWA0075,
2503,the accountant,OWA0076,
2504,Adaptation,OWA0025,GG009
2504,Adaptation,OWA0025,GG010
2505,The Hours,OWA0081,GG001
2506,Spirited Away,OWA0098,
2507,Road to Perdition,OWA0004,
2508,Bowling for Columbine,OWA0044,
2509,Twin Towers,OWA0037,
2510,Nowhere in Africa,OWA0050,
2511,Frida,OWA0092,GG013
2511,Frida,OWA0030,GG013
2512,The ChubbChubbs!,OWA0075,
2513,This Charming Man (Der Er En Yndig Mand),OWA0076,
2514,Talk to Her,OWA0036,
2515,Finding Nemo,OWA0098,
2516,The Fog of War,OWA0044,
2517,Chernobyl Heart,OWA0037,
2518,The Barbarian Invasions,OWA0050,
2519,Harvie Krumpet,OWA0075,
2520,Two Soldiers,OWA0076,
2521,Ray,OWA0080,GG006
2521,Ray,OWA0100,GG006
2522,Born into Brothels,OWA0044,
2523,Mighty Times: The Children's March,OWA0037,
2524,The Sea Inside,OWA0050,GG008
2525,Lemony Snicket's A Series of Unfortunate Events,OWA0092,
2526,Finding Neverland,OWA0030,
2527,The Motorcycle Diaries,OWA0078,
2528,Ryan,OWA0075,
2529,Wasp,OWA0076,
2530,Capote,OWA0080,GG003
2531,Syriana,OWA0025,GG010
2532,The Constant Gardener,OWA0026,GG009
2533,Wallace & Gromit in The Curse of the Were-Rabbit,OWA0098,
2534,Memoirs of a Geisha,OWA0003,GG013
2534,Memoirs of a Geisha,OWA0004,GG013
2534,Memoirs of a Geisha,OWA0053,GG013
2535,March of the Penguins,OWA0044,
2536,A Note of Triumph: The Golden Age of Norman Corwin,OWA0037,
2537,Tsotsi,OWA0050,
2538,Hustle & Flow,OWA0078,
2539,The Moon and the Son: An Imagined Conversation,OWA0075,
2540,Six Shooter,OWA0076,
2541,The Last King of Scotland,OWA0080,GG003
2542,Little Miss Sunshine,OWA0025,
2542,Little Miss Sunshine,OWA0036,
2543,The Queen,OWA0081,GG002
2543,The Queen,OWA0081,GG012
2544,Dreamgirls,OWA0026,GG009
2544,Dreamgirls,OWA0026,GG010
2544,Dreamgirls,OWA0026,GG004
2544,Dreamgirls,OWA0100,GG009
2544,Dreamgirls,OWA0100,GG010
2544,Dreamgirls,OWA0100,GG004
2545,Happy Feet,OWA0098,GG014
2546,Pan's Labyrinth,OWA0003,
2546,Pan's Labyrinth,OWA0004,
2546,Pan's Labyrinth,OWA0092,
2547,An Inconvenient Truth,OWA0044,
2547,An Inconvenient Truth,OWA0078,
2548,The Blood of Yingzhou District,OWA0037,
2549,The Lives of Others,OWA0050,
2550,Babel,OWA0030,GG001
2551,The Danish Poet,OWA0075,
2552,West Bank Story,OWA0076,
2553,Letters from Iwo Jima,OWA0097,GG008
2554,No Country for Old Men,OWA0025,GG010
2554,No Country for Old Men,OWA0025,GG012
2554,No Country for Old Men,OWA0012,GG010
2554,No Country for Old Men,OWA0012,GG012
2554,No Country for Old Men,OWA0060,GG010
2554,No Country for Old Men,OWA0060,GG012
2554,No Country for Old Men,OWA0099,GG010
2554,No Country for Old Men,OWA0099,GG012
2555,La Vie en Rose,OWA0081,
2555,La Vie en Rose,OWA0092,
2556,Michael Clayton,OWA0026,
2557,Ratatouille,OWA0098,GG007
2558,Sweeney Todd The Demon Barber of Fleet Street,OWA0003,
2559,Elizabeth: The Golden Age,OWA0053,
2560,Taxi to the Dark Side,OWA0044,
2561,Freeheld,OWA0037,
2562,The Counterfeiters,OWA0050,
2563,Once,OWA0078,
2564,Peter & the Wolf,OWA0075,
2565,Le Mozart des Pickpockets (The Mozart of Pickpockets),OWA0076,
2566,Milk,OWA0080,
2566,Milk,OWA0036,
2567,WALL-E,OWA0098,
2568,Slumdog Millionaire,OWA0004,GG011
2568,Slumdog Millionaire,OWA0004,GG013
2568,Slumdog Millionaire,OWA0004,GG001
2568,Slumdog Millionaire,OWA0004,GG012
2568,Slumdog Millionaire,OWA0012,GG011
2568,Slumdog Millionaire,OWA0012,GG013
2568,Slumdog Millionaire,OWA0012,GG001
2568,Slumdog Millionaire,OWA0012,GG012
2568,Slumdog Millionaire,OWA0020,GG011
2568,Slumdog Millionaire,OWA0020,GG013
2568,Slumdog Millionaire,OWA0020,GG001
2568,Slumdog Millionaire,OWA0020,GG012
2568,Slumdog Millionaire,OWA0030,GG011
2568,Slumdog Millionaire,OWA0030,GG013
2568,Slumdog Millionaire,OWA0030,GG001
2568,Slumdog Millionaire,OWA0030,GG012
2568,Slumdog Millionaire,OWA0078,GG011
2568,Slumdog Millionaire,OWA0078,GG013
2568,Slumdog Millionaire,OWA0078,GG001
2568,Slumdog Millionaire,OWA0078,GG012
2568,Slumdog Millionaire,OWA0060,GG011
2568,Slumdog Millionaire,OWA0060,GG013
2568,Slumdog Millionaire,OWA0060,GG001
2568,Slumdog Millionaire,OWA0060,GG012
2568,Slumdog Millionaire,OWA0100,GG011
2568,Slumdog Millionaire,OWA0100,GG013
2568,Slumdog Millionaire,OWA0100,GG001
2568,Slumdog Millionaire,OWA0100,GG012
2568,Slumdog Millionaire,OWA0099,GG011
2568,Slumdog Millionaire,OWA0099,GG013
2568,Slumdog Millionaire,OWA0099,GG001
2568,Slumdog Millionaire,OWA0099,GG012
2569,The Duchess,OWA0053,
2570,Man on Wire,OWA0044,
2571,Smile Pinki,OWA0037,
2572,Departures,OWA0050,
2573,La Maison en Petits Cubes,OWA0075,
2574,Spielzeugland (Toyland),OWA0076,
2575,Crazy Heart,OWA0080,GG003
2575,Crazy Heart,OWA0080,GG014
2575,Crazy Heart,OWA0078,GG003
2575,Crazy Heart,OWA0078,GG014
2576,Precious: Based on the Novel 'Push' by Sapphire,OWA0026,
2576,Precious: Based on the Novel 'Push' by Sapphire,OWA0099,
2577,The Young Victoria,OWA0053,
2578,The Cove,OWA0044,
2579,Music by Prudence,OWA0037,
2580,The Secret in Their Eyes,OWA0050,
2581,Logorama,OWA0075,
2582,The New Tenants,OWA0076,
2583,Inside Job,OWA0044,
2584,Strangers No More,OWA0037,
2585,In a Better World,OWA0050,
2586,The Wolfman,OWA0092,
2587,The Lost Thing,OWA0075,
2588,God of Love,OWA0076,
2589,The Artist,OWA0080,GG006
2589,The Artist,OWA0080,GG013
2589,The Artist,OWA0080,GG004
2589,The Artist,OWA0053,GG006
2589,The Artist,OWA0053,GG013
2589,The Artist,OWA0053,GG004
2589,The Artist,OWA0012,GG006
2589,The Artist,OWA0012,GG013
2589,The Artist,OWA0012,GG004
2589,The Artist,OWA0030,GG006
2589,The Artist,OWA0030,GG013
2589,The Artist,OWA0030,GG004
2589,The Artist,OWA0060,GG006
2589,The Artist,OWA0060,GG013
2589,The Artist,OWA0060,GG004
2590,Beginners,OWA0025,GG010
2591,The Iron Lady,OWA0081,
2591,The Iron Lady,OWA0092,
2592,Rango,OWA0098,
2593,Undefeated,OWA0044,
2594,Saving Face,OWA0037,
2595,A Separation,OWA0050,GG008
2596,The Muppets,OWA0078,
2597,The Fantastic Flying Books of Mr. Morris Lessmore,OWA0075,
2598,The Shore,OWA0076,
2599,The Descendants,OWA0099,GG001
2600,Les Misérables,OWA0026,GG009
2600,Les Misérables,OWA0026,GG004
2600,Les Misérables,OWA0101,GG009
2600,Les Misérables,OWA0101,GG004
2600,Les Misérables,OWA0100,GG009
2600,Les Misérables,OWA0100,GG004
2601,Brave,OWA0098,GG007
2602,Searching for Sugar Man,OWA0044,
2603,Inocente,OWA0037,
2604,Amour,OWA0050,GG008
2605,Paperman,OWA0075,
2606,Curfew,OWA0076,
2607,Blue Jasmine,OWA0081,
2608,Frozen,OWA0098,GG007
2608,Frozen,OWA0078,GG007
2609,20 Feet from Stardom,OWA0044,
2610,The Lady in Number 6: Music Saved My Life,OWA0037,
2611,The Great Beauty,OWA0050,GG008
2612,Mr. Hublot,OWA0075,
2613,Helium,OWA0076,
2614,Still Alice,OWA0081,GG002
2615,Boyhood,OWA0026,GG009
2615,Boyhood,OWA0026,GG011
2615,Boyhood,OWA0026,GG001
2616,Big Hero 6,OWA0098,
2617,CitizenFour,OWA0044,
2618,Crisis Hotline: Veterans Press 1,OWA0037,
2619,Ida,OWA0050,
2620,Selma,OWA0078,GG014
2621,Feast,OWA0075,
2622,The Phone Call,OWA0076,
2623,The Danish Girl,OWA0026,
2624,Inside Out,OWA0098,GG007
2625,Amy,OWA0044,
2626,A Girl in the River: The Price of Forgiveness,OWA0037,
2627,Son of Saul,OWA0050,GG008
2628,Bear Story,OWA0075,
2629,Stutterer,OWA0076,
2630,Fences,OWA0026,
2631,Zootopia,OWA0098,GG007
2632,O.J.: Made in America,OWA0044,
2633,The White Helmets,OWA0037,
2634,The Salesman,OWA0050,
2635,Piper,OWA0075,
2636,Sing,OWA0076,
2637,Arrival,OWA0097,
2638,"Three Billboards outside Ebbing, Missouri",OWA0025,
2638,"Three Billboards outside Ebbing, Missouri",OWA0081,
2639,Coco,OWA0098,GG007
2639,Coco,OWA0078,GG007
2640,Icarus,OWA0044,
2641,Heaven Is a Traffic Jam on the 405,OWA0037,
2642,A Fantastic Woman,OWA0050,
2643,Dear Basketball,OWA0075,
2644,The Silent Child,OWA0076,
2645,If Beale Street Could Talk,OWA0026,
2646,Spider-Man: Into the Spider-Verse,OWA0098,GG007
2647,Roma,OWA0004,GG008
2647,Roma,OWA0004,GG011
2647,Roma,OWA0012,GG008
2647,Roma,OWA0012,GG011
2647,Roma,OWA0050,GG008
2647,Roma,OWA0050,GG011
2648,Free Solo,OWA0044,
2649,Period. End of Sentence.,OWA0037,
2650,Bao,OWA0075,
2651,Skin,OWA0076,
2652,First Man,OWA0084,
2653,Once upon a Time...in Hollywood,OWA0025,
2653,Once upon a Time...in Hollywood,OWA0102,
2654,Judy,OWA0081,GG002
2655,Parasite,OWA0012,GG008
2655,Parasite,OWA0103,GG008
2655,Parasite,OWA0060,GG008
2655,Parasite,OWA0036,GG008
2656,American Factory,OWA0044,
2657,Learning to Skateboard in a Warzone (If You're a Girl),OWA0037,
2658,Hair Love,OWA0075,
2659,The Neighbors' Window,OWA0076,
2660,Judas and the Black Messiah,OWA0025,GG010
2660,Judas and the Black Messiah,OWA0078,GG010
2661,Minari,OWA0026,GG008
2662,Soul,OWA0098,GG007
2662,Soul,OWA0098,GG013
2662,Soul,OWA0030,GG007
2662,Soul,OWA0030,GG013
2663,Mank,OWA0004,
2663,Mank,OWA0102,
2664,Ma Rainey's Black Bottom,OWA0053,GG003
2664,Ma Rainey's Black Bottom,OWA0101,GG003
2665,My Octopus Teacher,OWA0044,
2666,Colette,OWA0037,
2667,Another Round,OWA0103,
2668,If Anything Happens I Love You,OWA0075,
2669,Two Distant Strangers,OWA0076,
2670,King Richard,OWA0080,GG003
2671,CODA,OWA0025,
2671,CODA,OWA0060,
2671,CODA,OWA0099,
2672,The Eyes of Tammy Faye,OWA0081,
2672,The Eyes of Tammy Faye,OWA0101,
2673,Encanto,OWA0098,GG007
2674,"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",OWA0044,
2675,The Queen of Basketball,OWA0037,
2676,Drive My Car,OWA0103,
2677,The Windshield Wiper,OWA0075,
2678,The Long Goodbye,OWA0076,
2679,Everything Everywhere All at Once,OWA0025,GG005
2679,Everything Everywhere All at Once,OWA0025,GG010
2679,Everything Everywhere All at Once,OWA0081,GG005
2679,Everything Everywhere All at Once,OWA0081,GG010
2679,Everything Everywhere All at Once,OWA0026,GG005
2679,Everything Everywhere All at Once,OWA0026,GG010
2679,Everything Everywhere All at Once,OWA0012,GG005
2679,Everything Everywhere All at Once,OWA0012,GG010
2679,Everything Everywhere All at Once,OWA0020,GG005
2679,Everything Everywhere All at Once,OWA0020,GG010
2679,Everything Everywhere All at Once,OWA0060,GG005
2679,Everything Everywhere All at Once,OWA0060,GG010
2679,Everything Everywhere All at Once,OWA0036,GG005
2679,Everything Everywhere All at Once,OWA0036,GG010
2680,Guillermo del Toro's Pinocchio,OWA0098,GG007
2681,Navalny,OWA0104,
2682,The Elephant Whisperers,OWA0105,
2683,RRR,OWA0078,GG014
2684,"The Boy, the Mole, the Fox and the Horse",OWA0075,
2685,An Irish Goodbye,OWA0076,
2686,Welcome to Chechnya,OWA0106,
2687,TÁR,,GG002
2688,"Argentina, 1985",,GG008
2689,Being the Ricardos,,GG002
2690,West Side Story (2021),,GG004
2690,West Side Story (2021),,GG005
2690,West Side Story (2021),,GG009
2691,"tick, tick...BOOM!",,GG006
2692,No Time To Die,,GG014
2693,The United States vs. Billie Holiday,,GG002
2694,Borat Subsequent Moviefilm,,GG004
2694,Borat Subsequent Moviefilm,,GG006
2695,I Care A Lot,,GG005
2696,The Mauritanian,,GG009
2697,The Trial of the Chicago 7,,GG012
2698,The Farewell,,GG005
2699,Missing Link,,GG007
2700,Once Upon a Time...in Hollywood,,GG010
2700,Once Upon a Time...in Hollywood,,GG012
2701,The Wife,,GG002
2702,"Star Is Born, A (2018)",,GG014
2703,In The Fade,,GG008
2704,The Disaster Artist,,GG006
2705,Elle,,GG008
2705,Elle,,GG002
2706,Steve Jobs,,GG009
2707,Birdman,,GG006
2707,Birdman,,GG012
2708,Big Eyes,,GG005
2709,How to Train Your Dragon 2,,GG007
2710,Leviathan,,GG008
2711,Mandela: Long Walk to Freedom,,GG014
2712,My Week With Marilyn,,GG005
2713,W.E.,,GG014
2714,The Adventures of Tintin,,GG007
2715,Midnight In Paris,,GG012
2716,The Kids Are All Right,,GG005
2716,The Kids Are All Right,,GG004
2717,Barney's Version,,GG006
2718,In A Better World,,GG008
2719,Julie & Julia,,GG005
2720,The White Ribbon (Das weiße Band - Eine Deutsche Kindergeschichte),,GG008
2721,Precious: Based on the novel Push by Sapphire,,GG009
2722,Up In The Air,,GG012
2723,The Wrestler,,GG003
2723,The Wrestler,,GG014
2724,Happy-Go-Lucky,,GG005
2725,Waltz with Bashir,,GG008
2726,Wall-E,,GG007
2727,Away From Her,,GG002
2728,La Vie En Rose,,GG005
2729,The Diving Bell and the Butterfly,,GG008
2729,The Diving Bell and the Butterfly,,GG011
2730,I'm Not There,,GG009
2731,Cars,,GG007
2732,Transamerica,,GG002
2733,Walk The Line,,GG005
2733,Walk The Line,,GG006
2733,Walk The Line,,GG004
2734,Paradise Now,,GG008
2735,Osama,,GG008
2736,Something's Gotta Give,,GG005
2737,About Schmidt,,GG003
2738,Talk To Her,,GG008
2739,In the Bedroom,,GG002
2740,Kate & Leopold,,GG014
2741,Toy Story 2,,GG004
2742,All About My Mother,,GG008
2743,Tumbleweeds,,GG005
2744,Central Station,,GG008
2745,Quest For Camelot: The Magic Sword,,GG014
2746,Ulee's Gold,,GG003
2747,Ma Vie en Rose,,GG008
2748,Mrs. Brown,,GG002
2749,The People vs. Larry Flynt,,GG012
2749,The People vs. Larry Flynt,,GG011
2749,The People vs. Larry Flynt,,GG012
2750,The Mirror Has Two Faces,,GG009
2751,Secrets & Lies,,GG002
2752,A Walk in the Clouds,,GG013
2753,Get Shorty,,GG006
2754,The Lion King (1994),,GG004
2754,The Lion King (1994),,GG014
2755,Farinelli,,GG008
2756,Bullets Over Broadway,,GG009
2757,Heaven & Earth,,GG013
2758,Farewell My Concubine,,GG008
2759,What's Love Got To Do With It,,GG005
2760,The Player,,GG004
2760,The Player,,GG006
2761,Enchanted April,,GG009
2761,Enchanted April,,GG005
2762,The Prince of Tides,,GG003
2763,For The Boys,,GG005
2764,Green Card,,GG004
2765,The Sheltering Sky,,GG013
2766,Cyrano De Bergerac (1990),,GG008
2767,Longtime Companion,,GG010
2768,The Fabulous Baker Boys,,GG002
2769,Running on Empty,,GG012
2770,Madame Sousatzka,,GG002
2771,Gorillas in the Mist: The Adventure of Dian Fossey,,GG002
2772,Hope and Glory,,GG004
2773,My Life as a Dog,,GG008
2774,Mona Lisa,,GG003
2775,Crimes of the Heart,,GG005
2776,Agnes of God,,GG009
2777,Romancing the Stone,,GG004
2778,Micki & Maude,,GG006
2779,The Dresser,,GG003
2780,Silkwood,,GG009
2781,Educating Rita,,GG005
2781,Educating Rita,,GG006
