Movie Name,Year Ceremony,Oscar Award,Oscar Winner,Year,Golden Globe Award,GG Winer
The Godfather,1973,BEST PICTURE,"Albert S. Ruddy, Producer",1973,Best Screenplay - Motion Picture,Francis Ford Coppola
The Godfather,1973,BEST PICTURE,"Albert S. Ruddy, Producer",1973,Best Motion Picture - Drama,"Godfather, The"
The Godfather,1973,BEST PICTURE,"Albert S. Ruddy, Producer",1973,Best Original Score - Motion Picture,Nino Rota
The Godfather,1973,WRITING (Screenplay--based on material from another medium),"Mario Puzo, Francis Ford Coppola",1973,Best Performance by an Actor in a Motion Picture - Drama,Marlon Brando
The Godfather,1973,WRITING (Screenplay--based on material from another medium),"Mario Puzo, Francis Ford Coppola",1973,Best Screenplay - Motion Picture,Francis Ford Coppola
The Godfather,1973,WRITING (Screenplay--based on material from another medium),"Mario Puzo, Francis Ford Coppola",1973,Best Motion Picture - Drama,"Godfather, The"
The Godfather,1973,WRITING (Screenplay--based on material from another medium),"Mario Puzo, Francis Ford Coppola",1973,Best Original Score - Motion Picture,Nino Rota
Cabaret,1973,ACTOR IN A SUPPORTING ROLE,Joel Grey,1973,Best Motion Picture - Musical or Comedy,Cabaret
Cabaret,1973,ACTOR IN A SUPPORTING ROLE,Joel Grey,1973,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Liza Minnelli
Cabaret,1973,ACTOR IN A SUPPORTING ROLE,Joel Grey,1973,Best Performance by an Actor in a Supporting Role in any Motion Picture,Joel Grey
Cabaret,1973,ACTRESS,Liza Minnelli,1973,Best Motion Picture - Musical or Comedy,Cabaret
Cabaret,1973,ACTRESS,Liza Minnelli,1973,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Liza Minnelli
Cabaret,1973,ACTRESS,Liza Minnelli,1973,Best Performance by an Actor in a Supporting Role in any Motion Picture,Joel Grey
Cabaret,1973,ART DIRECTION,"Art Direction:  Rolf Zehetbauer, Jurgen Kiebach;  Set Decoration:  Herbert Strabel",1973,Best Motion Picture - Musical or Comedy,Cabaret
Cabaret,1973,ART DIRECTION,"Art Direction:  Rolf Zehetbauer, Jurgen Kiebach;  Set Decoration:  Herbert Strabel",1973,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Liza Minnelli
Cabaret,1973,ART DIRECTION,"Art Direction:  Rolf Zehetbauer, Jurgen Kiebach;  Set Decoration:  Herbert Strabel",1973,Best Performance by an Actor in a Supporting Role in any Motion Picture,Joel Grey
Cabaret,1973,CINEMATOGRAPHY,Geoffrey Unsworth,1973,Best Motion Picture - Musical or Comedy,Cabaret
Cabaret,1973,CINEMATOGRAPHY,Geoffrey Unsworth,1973,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Liza Minnelli
Cabaret,1973,CINEMATOGRAPHY,Geoffrey Unsworth,1973,Best Performance by an Actor in a Supporting Role in any Motion Picture,Joel Grey
Cabaret,1973,DIRECTING,Bob Fosse,1973,Best Motion Picture - Musical or Comedy,Cabaret
Cabaret,1973,DIRECTING,Bob Fosse,1973,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Liza Minnelli
Cabaret,1973,DIRECTING,Bob Fosse,1973,Best Performance by an Actor in a Supporting Role in any Motion Picture,Joel Grey
Cabaret,1973,FILM EDITING,David Bretherton,1973,Best Motion Picture - Musical or Comedy,Cabaret
Cabaret,1973,FILM EDITING,David Bretherton,1973,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Liza Minnelli
Cabaret,1973,FILM EDITING,David Bretherton,1973,Best Performance by an Actor in a Supporting Role in any Motion Picture,Joel Grey
Cabaret,1973,MUSIC (Scoring: Adaptation and Original Song Score),Adaptation Score by Ralph Burns,1973,Best Motion Picture - Musical or Comedy,Cabaret
Cabaret,1973,MUSIC (Scoring: Adaptation and Original Song Score),Adaptation Score by Ralph Burns,1973,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Liza Minnelli
Cabaret,1973,MUSIC (Scoring: Adaptation and Original Song Score),Adaptation Score by Ralph Burns,1973,Best Performance by an Actor in a Supporting Role in any Motion Picture,Joel Grey
Cabaret,1973,SOUND,"Robert Knudson, David Hildyard",1973,Best Motion Picture - Musical or Comedy,Cabaret
Cabaret,1973,SOUND,"Robert Knudson, David Hildyard",1973,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Liza Minnelli
Cabaret,1973,SOUND,"Robert Knudson, David Hildyard",1973,Best Performance by an Actor in a Supporting Role in any Motion Picture,Joel Grey
Butterflies Are Free,1973,ACTRESS IN A SUPPORTING ROLE,Eileen Heckart,1973,New Star Of The Year - Actor,Edward Albert
Travels with My Aunt,1973,COSTUME DESIGN,Anthony Powell,0,,
Marjoe,1973,DOCUMENTARY (Feature),"Howard Smith and Sarah Kernochan, Producers",0,,
This Tiny World,1973,DOCUMENTARY (Short Subject),"Charles Huguenot van der Linden and Martina Huguenot van der Linden, Producers",0,,
The Discreet Charm of the Bourgeoisie,1973,FOREIGN LANGUAGE FILM,France,0,,
Limelight,1973,MUSIC (Original Dramatic Score),"Charles Chaplin, Raymond Rasch, Larry Russell",0,,
The Poseidon Adventure,1973,MUSIC (Song--Original for the Picture),Music and Lyrics by Al Kasha and Joel Hirschhorn,1973,Best Performance by an Actress in a Supporting Role in any Motion Picture,Shelley Winters
The Poseidon Adventure,1973,SPECIAL ACHIEVEMENT AWARD (Visual Effects),"L. B. Abbott, A. D. Flowers",1973,Best Performance by an Actress in a Supporting Role in any Motion Picture,Shelley Winters
A Christmas Carol,1973,SHORT SUBJECT (Animated),"Richard Williams, Producer",0,,
Norman Rockwell's World...An American Dream,1973,SHORT SUBJECT (Live Action),"Richard Barclay, Producer",0,,
The Candidate,1973,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),Jeremy Larner,0,,
Save the Tiger,1974,ACTOR,Jack Lemmon,0,,
The Paper Chase,1974,ACTOR IN A SUPPORTING ROLE,John Houseman,1974,Best Performance by an Actor in a Supporting Role in any Motion Picture,John Houseman
A Touch of Class,1974,ACTRESS,Glenda Jackson,1974,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Glenda Jackson
A Touch of Class,1974,ACTRESS,Glenda Jackson,1974,Best Performance by an Actor in a Motion Picture - Musical or Comedy,George Segal
Paper Moon,1974,ACTRESS IN A SUPPORTING ROLE,Tatum O'Neal,1974,New Star Of The Year - Actress,Tatum O’Neal
The Sting,1974,ART DIRECTION,Art Direction:  Henry Bumstead;  Set Decoration:  James Payne,0,,
The Sting,1974,COSTUME DESIGN,Edith Head,0,,
The Sting,1974,DIRECTING,George Roy Hill,0,,
The Sting,1974,FILM EDITING,William Reynolds,0,,
The Sting,1974,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),Adaptation Score by Marvin Hamlisch,0,,
The Sting,1974,BEST PICTURE,"Tony Bill, Michael Phillips and Julia Phillips, Producers",0,,
The Sting,1974,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),David S. Ward,0,,
Cries and Whispers,1974,CINEMATOGRAPHY,Sven Nykvist,0,,
The Great American Cowboy,1974,DOCUMENTARY (Feature),"Kieth Merrill, Producer",0,,
Princeton: A Search for Answers,1974,DOCUMENTARY (Short Subject),"Julian Krainin and DeWitt L. Sage, Jr., Producers",0,,
Day for Night,1974,FOREIGN LANGUAGE FILM,France,0,,
The Way We Were,1974,MUSIC (Original Dramatic Score),Marvin Hamlisch,0,,
The Way We Were,1974,MUSIC (Song),Music by Marvin Hamlisch; Lyrics by Alan Bergman and Marilyn Bergman,0,,
Frank Film,1974,SHORT SUBJECT (Animated),"Frank Mouris, Producer",0,,
The Bolero,1974,SHORT SUBJECT (Live Action),"Allan Miller and William Fertik, Producers",0,,
The Exorcist,1974,SOUND,"Robert Knudson, Chris Newman",1974,Best Motion Picture - Drama,"Exorcist, The"
The Exorcist,1974,SOUND,"Robert Knudson, Chris Newman",1974,Best Performance by an Actress in a Supporting Role in any Motion Picture,Linda Blair
The Exorcist,1974,WRITING (Screenplay--based on material from another medium),William Peter Blatty,1974,Best Motion Picture - Drama,"Exorcist, The"
The Exorcist,1974,WRITING (Screenplay--based on material from another medium),William Peter Blatty,1974,Best Performance by an Actress in a Supporting Role in any Motion Picture,Linda Blair
Harry and Tonto,1975,ACTOR,Art Carney,0,,
The Godfather Part II,1975,ACTOR IN A SUPPORTING ROLE,Robert De Niro,0,,
The Godfather Part II,1975,ART DIRECTION,"Art Direction:  Dean Tavoularis, Angelo Graham;  Set Decoration:  George R. Nelson",0,,
The Godfather Part II,1975,DIRECTING,Francis Ford Coppola,0,,
The Godfather Part II,1975,MUSIC (Original Dramatic Score),"Nino Rota, Carmine Coppola",0,,
The Godfather Part II,1975,BEST PICTURE,"Francis Ford Coppola, Producer;  Gray Frederickson and Fred Roos, Co-Producers",0,,
The Godfather Part II,1975,WRITING (Screenplay Adapted from Other Material),"Francis Ford Coppola, Mario Puzo",0,,
Alice Doesn't Live Here Anymore,1975,ACTRESS,Ellen Burstyn,0,,
Murder on the Orient Express,1975,ACTRESS IN A SUPPORTING ROLE,Ingrid Bergman,0,,
The Towering Inferno,1975,CINEMATOGRAPHY,"Fred Koenekamp, Joseph Biroc",1975,New Star Of The Year - Actress,Susan Flannery
The Towering Inferno,1975,CINEMATOGRAPHY,"Fred Koenekamp, Joseph Biroc",1975,Best Performance by an Actor in a Supporting Role in any Motion Picture,Fred Astaire
The Towering Inferno,1975,FILM EDITING,"Harold F. Kress, Carl Kress",1975,New Star Of The Year - Actress,Susan Flannery
The Towering Inferno,1975,FILM EDITING,"Harold F. Kress, Carl Kress",1975,Best Performance by an Actor in a Supporting Role in any Motion Picture,Fred Astaire
The Towering Inferno,1975,MUSIC (Song),Music and Lyrics by Al Kasha and Joel Hirschhorn,1975,New Star Of The Year - Actress,Susan Flannery
The Towering Inferno,1975,MUSIC (Song),Music and Lyrics by Al Kasha and Joel Hirschhorn,1975,Best Performance by an Actor in a Supporting Role in any Motion Picture,Fred Astaire
The Great Gatsby,1975,COSTUME DESIGN,Theoni V. Aldredge,1975,Best Performance by an Actress in a Supporting Role in any Motion Picture,Karen Black
The Great Gatsby,1975,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),Adaptation Score by Nelson Riddle,1975,Best Performance by an Actress in a Supporting Role in any Motion Picture,Karen Black
The Great Gatsby,2014,COSTUME DESIGN,Catherine Martin,1975,Best Performance by an Actress in a Supporting Role in any Motion Picture,Karen Black
The Great Gatsby,2014,PRODUCTION DESIGN,Production Design: Catherine Martin; Set Decoration: Beverley Dunn,1975,Best Performance by an Actress in a Supporting Role in any Motion Picture,Karen Black
Hearts and Minds,1975,DOCUMENTARY (Feature),"Peter Davis and Bert Schneider, Producers",0,,
Don't,1975,DOCUMENTARY (Short Subject),"Robin Lehman, Producer",0,,
Amarcord,1975,FOREIGN LANGUAGE FILM,Italy,0,,
Closed Mondays,1975,SHORT FILM (Animated),"Will Vinton and Bob Gardiner, Producers",0,,
One-Eyed Men Are Kings,1975,SHORT FILM (Live Action),"Paul Claudon and Edmond Sechan, Producers",0,,
Earthquake,1975,SOUND,"Ronald Pierce, Melvin Metcalfe, Sr.",0,,
Earthquake,1975,SPECIAL ACHIEVEMENT AWARD (Visual Effects),"Frank Brendel, Glen Robinson, Albert Whitlock",0,,
Chinatown,1975,WRITING (Original Screenplay),Robert Towne,1975,Best Screenplay - Motion Picture,Robert Towne
Chinatown,1975,WRITING (Original Screenplay),Robert Towne,1975,Best Motion Picture - Drama,Chinatown
Chinatown,1975,WRITING (Original Screenplay),Robert Towne,1975,Best Director - Motion Picture,Roman Polanski
One Flew over the Cuckoo's Nest,1976,ACTOR,Jack Nicholson,0,,
One Flew over the Cuckoo's Nest,1976,ACTRESS,Louise Fletcher,0,,
One Flew over the Cuckoo's Nest,1976,DIRECTING,Milos Forman,0,,
One Flew over the Cuckoo's Nest,1976,BEST PICTURE,"Saul Zaentz and Michael Douglas, Producers",0,,
One Flew over the Cuckoo's Nest,1976,WRITING (Screenplay Adapted from Other Material),"Lawrence Hauben, Bo Goldman",0,,
The Sunshine Boys,1976,ACTOR IN A SUPPORTING ROLE,George Burns,1976,Best Motion Picture - Musical or Comedy,"Sunshine Boys, The"
The Sunshine Boys,1976,ACTOR IN A SUPPORTING ROLE,George Burns,1976,Best Performance by an Actor in a Supporting Role in any Motion Picture,Richard Benjamin
Shampoo,1976,ACTRESS IN A SUPPORTING ROLE,Lee Grant,0,,
Barry Lyndon,1976,ART DIRECTION,"Art Direction:  Ken Adam, Roy Walker;  Set Decoration:  Vernon Dixon",0,,
Barry Lyndon,1976,CINEMATOGRAPHY,John Alcott,0,,
Barry Lyndon,1976,COSTUME DESIGN,"Ulla-Britt Soderlund, Milena Canonero",0,,
Barry Lyndon,1976,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),Adaptation Score by Leonard Rosenman,0,,
The Man Who Skied down Everest,1976,DOCUMENTARY (Feature),"F. R. Crawley, James Hager and Dale Hartleben, Producers",0,,
The End of the Game,1976,DOCUMENTARY (Short Subject),"Claire Wilbur and Robin Lehman, Producers",0,,
Jaws,1976,FILM EDITING,Verna Fields,0,,
Jaws,1976,MUSIC (Original Score),John Williams,0,,
Jaws,1976,SOUND,"Robert L. Hoyt, Roger Heman, Earl Madery, John Carter",0,,
Dersu Uzala,1976,FOREIGN LANGUAGE FILM,Union of Soviet Socialist Republics,0,,
Nashville,1976,MUSIC (Original Song),Music and Lyrics by Keith Carradine,1976,Best Original Song - Motion Picture,I'm Easy
Great,1976,SHORT FILM (Animated),"Bob Godfrey, Producer",0,,
Angel and Big Joe,1976,SHORT FILM (Live Action),"Bert Salzman, Producer",0,,
Dog Day Afternoon,1976,WRITING (Original Screenplay),Frank Pierson,0,,
The Hindenburg,1976,SPECIAL ACHIEVEMENT AWARD (Sound Effects),Peter Berkos,0,,
The Hindenburg,1976,SPECIAL ACHIEVEMENT AWARD (Visual Effects),"Albert Whitlock, Glen Robinson",0,,
Network,1977,ACTOR IN A LEADING ROLE,Peter Finch,1977,Best Performance by an Actor in a Motion Picture - Drama,Peter Finch
Network,1977,ACTOR IN A LEADING ROLE,Peter Finch,1977,Best Screenplay - Motion Picture,Paddy Chayefsky
Network,1977,ACTOR IN A LEADING ROLE,Peter Finch,1977,Best Director - Motion Picture,Sidney Lumet
Network,1977,ACTOR IN A LEADING ROLE,Peter Finch,1977,Best Performance by an Actress in a Motion Picture - Drama,Faye Dunaway
Network,1977,ACTRESS IN A LEADING ROLE,Faye Dunaway,1977,Best Performance by an Actor in a Motion Picture - Drama,Peter Finch
Network,1977,ACTRESS IN A LEADING ROLE,Faye Dunaway,1977,Best Screenplay - Motion Picture,Paddy Chayefsky
Network,1977,ACTRESS IN A LEADING ROLE,Faye Dunaway,1977,Best Director - Motion Picture,Sidney Lumet
Network,1977,ACTRESS IN A LEADING ROLE,Faye Dunaway,1977,Best Performance by an Actress in a Motion Picture - Drama,Faye Dunaway
Network,1977,ACTRESS IN A SUPPORTING ROLE,Beatrice Straight,1977,Best Performance by an Actor in a Motion Picture - Drama,Peter Finch
Network,1977,ACTRESS IN A SUPPORTING ROLE,Beatrice Straight,1977,Best Screenplay - Motion Picture,Paddy Chayefsky
Network,1977,ACTRESS IN A SUPPORTING ROLE,Beatrice Straight,1977,Best Director - Motion Picture,Sidney Lumet
Network,1977,ACTRESS IN A SUPPORTING ROLE,Beatrice Straight,1977,Best Performance by an Actress in a Motion Picture - Drama,Faye Dunaway
Network,1977,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),Paddy Chayefsky,1977,Best Performance by an Actor in a Motion Picture - Drama,Peter Finch
Network,1977,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),Paddy Chayefsky,1977,Best Screenplay - Motion Picture,Paddy Chayefsky
Network,1977,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),Paddy Chayefsky,1977,Best Director - Motion Picture,Sidney Lumet
Network,1977,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),Paddy Chayefsky,1977,Best Performance by an Actress in a Motion Picture - Drama,Faye Dunaway
All the President's Men,1977,ACTOR IN A SUPPORTING ROLE,Jason Robards,0,,
All the President's Men,1977,ART DIRECTION,Art Direction:  George Jenkins;  Set Decoration:  George Gaines,0,,
All the President's Men,1977,SOUND,"Arthur Piantadosi, Les Fresholtz, Dick Alexander, Jim Webb",0,,
All the President's Men,1977,WRITING (Screenplay--based on material from another medium),William Goldman,0,,
Bound for Glory,1977,CINEMATOGRAPHY,Haskell Wexler,0,,
Bound for Glory,1977,MUSIC (Original Song Score and Its Adaptation or Adaptation Score),Adaptation Score by Leonard Rosenman,0,,
Fellini's Casanova,1977,COSTUME DESIGN,Danilo Donati,0,,
Rocky,1977,DIRECTING,John G. Avildsen,1977,Best Motion Picture - Drama,Rocky
Rocky,1977,FILM EDITING,"Richard Halsey, Scott Conrad",1977,Best Motion Picture - Drama,Rocky
Rocky,1977,BEST PICTURE,"Irwin Winkler and Robert Chartoff, Producers",1977,Best Motion Picture - Drama,Rocky
"Harlan County, U.S.A.",1977,DOCUMENTARY (Feature),"Barbara Kopple, Producer",0,,
Number Our Days,1977,DOCUMENTARY (Short Subject),"Lynne Littman, Producer",0,,
Black and White in Color,1977,FOREIGN LANGUAGE FILM,Ivory Coast,0,,
The Omen,1977,MUSIC (Original Score),Jerry Goldsmith,0,,
Leisure,1977,SHORT FILM (Animated),"Suzanne Baker, Producer",0,,
In the Region of Ice,1977,SHORT FILM (Live Action),"Andre Guttfreund and Peter Werner, Producers",0,,
King Kong,1977,SPECIAL ACHIEVEMENT AWARD (Visual Effects),"Carlo Rambaldi, Glen Robinson, Frank Van der Veer",0,,
King Kong,2006,SOUND EDITING,Mike Hopkins and Ethan Van der Ryn,0,,
King Kong,2006,SOUND MIXING,"Christopher Boyes, Michael Semanick, Michael Hedges and Hammond Peek",0,,
King Kong,2006,VISUAL EFFECTS,"Joe Letteri, Brian Van't Hul, Christian Rivers and Richard Taylor",0,,
Logan's Run,1977,SPECIAL ACHIEVEMENT AWARD (Visual Effects),"L. B. Abbott, Glen Robinson, Matthew Yuricich",0,,
The Goodbye Girl,1978,ACTOR IN A LEADING ROLE,Richard Dreyfuss,1978,Best Screenplay - Motion Picture,Neil Simon
The Goodbye Girl,1978,ACTOR IN A LEADING ROLE,Richard Dreyfuss,1978,Best Motion Picture - Musical or Comedy,"Goodbye Girl, The"
The Goodbye Girl,1978,ACTOR IN A LEADING ROLE,Richard Dreyfuss,1978,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Marsha Mason
The Goodbye Girl,1978,ACTOR IN A LEADING ROLE,Richard Dreyfuss,1978,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Richard Dreyfuss
